start year,start month,end year,end month,from,Hard Broadcast News,Left Wing Cable,No or Minimal News,Other Cable,Right Wing Cable,Soft Broadcast News,Spanish News
2016,7,2020,7,Left Wing Cable,,,8716176.044,984095.798,2071096.027,984860.185,38444.801
2016,7,2020,7,Other Cable,1318264.281,,11210506.683,,,263056.618,312151.267
2016,7,2020,7,Right Wing Cable,,,6585484.220,3212.671,,,30728.616
2016,7,2020,7,Soft Broadcast News,5244774.040,,11801525.587,,133493.837,,
2016,7,2020,7,Spanish News,,,6748136.572,,,149234.715,
2016,7,2020,8,Hard Broadcast News,,3744877.710,20201506.870,,2351343.040,,99203.082
2016,7,2020,8,Left Wing Cable,,,7850969.721,928324.250,1984422.576,713896.895,55361.704
2016,7,2020,8,Other Cable,1005174.217,,11614556.166,,275217.878,213450.263,245751.363
2016,7,2020,8,Right Wing Cable,,,5779220.155,,,,44889.197
2016,7,2020,8,Soft Broadcast News,5723529.298,,12082090.458,,348356.772,,
2016,7,2020,8,Spanish News,,,6920839.217,,,108340.424,
2016,7,2020,9,Hard Broadcast News,,2580682.123,16509448.680,,1987496.827,,
2016,7,2020,9,Left Wing Cable,,,8043553.777,840325.714,2171909.669,919221.156,48574.229
2016,7,2020,9,Other Cable,1944269.999,,11619247.433,,284053.078,239979.362,226820.682
2016,7,2020,9,Right Wing Cable,,,5074241.338,,,,17663.479
2016,7,2020,9,Soft Broadcast News,5909467.997,,12046571.847,,336546.116,,
2016,7,2020,9,Spanish News,42216.278,,7143060.907,,,131831.708,
2016,7,2020,10,Hard Broadcast News,,3383023.399,14437194.443,,2624233.238,,
2016,7,2020,10,Left Wing Cable,,,7243487.652,453208.615,2105454.825,486368.341,
2016,7,2020,10,Other Cable,2298558.169,,11286757.085,,566410.366,116949.435,222664.331
2016,7,2020,10,Right Wing Cable,,,4515824.815,,,,4392.351
2016,7,2020,10,Soft Broadcast News,6921637.130,,11934138.968,,533568.549,,
2016,7,2020,10,Spanish News,189584.221,17026.731,7326394.322,,,110782.121,
2016,7,2020,11,Hard Broadcast News,,9262065.150,11881464.060,,4633666.475,,
2016,7,2020,11,Left Wing Cable,,,4107104.502,,2039676.772,,
2016,7,2020,11,Other Cable,3073071.049,1396887.988,11482601.890,,1054586.763,355950.249,302666.553
2016,7,2020,11,Right Wing Cable,,,2552553.038,,,,
2016,7,2020,11,Soft Broadcast News,6612549.182,357419.722,11377624.593,,681584.515,,
2016,7,2020,11,Spanish News,186370.401,258106.195,6240058.636,,69642.567,130344.573,
2016,7,2020,12,Hard Broadcast News,,5295439.472,18811985.587,,2643862.922,,32705.735
2016,7,2020,12,Left Wing Cable,,,9784681.398,37816.365,1987161.094,1204147.390,
2016,7,2020,12,Other Cable,2225994.414,,12339174.647,,,409929.126,318791.199
2016,7,2020,12,Right Wing Cable,,,8540108.175,264323.275,,117958.363,50873.119
2016,7,2020,12,Soft Broadcast News,4054115.162,,11891873.793,,,,
2016,7,2020,12,Spanish News,,6856.214,7523023.364,,,162681.301,
2016,7,2021,1,Hard Broadcast News,,8919637.440,14993202.071,,3361088.826,,1867.412
2016,7,2021,1,Left Wing Cable,,,6123134.689,,1870094.255,,
2016,7,2021,1,Other Cable,3462004.833,1139202.668,12083623.324,,104321.306,391908.513,302009.037
2016,7,2021,1,Right Wing Cable,,,7296163.658,,,,47430.378
2016,7,2021,1,Soft Broadcast News,7907059.774,118951.417,12206963.696,,381136.669,,
2016,7,2021,1,Spanish News,,260748.246,7063244.235,,,157504.656,
2016,7,2021,2,Hard Broadcast News,,6465599.645,21894531.508,,2953062.009,,18142.426
2016,7,2021,2,Left Wing Cable,,,10905663.592,785862.604,1917554.048,582428.974,
2016,7,2021,2,Other Cable,1408856.290,,12347100.474,,,162424.144,253808.149
2016,7,2021,2,Right Wing Cable,,,9686469.821,547776.309,,,21285.403
2016,7,2021,2,Soft Broadcast News,6465734.967,,12805219.798,,235251.289,,
2016,7,2021,2,Spanish News,,169451.841,8628998.916,,,204094.988,
2016,7,2021,3,Hard Broadcast News,,3877773.077,21305980.421,,2492754.199,,68630.709
2016,7,2021,3,Left Wing Cable,,,12082920.948,1590286.403,1929221.902,1333368.287,
2016,7,2021,3,Other Cable,1484397.817,,12354518.659,,,313765.180,261772.089
2016,7,2021,3,Right Wing Cable,,,9670798.974,723968.183,,,61371.676
2016,7,2021,3,Soft Broadcast News,5530336.734,,12773765.052,,108570.133,,
2016,7,2021,3,Spanish News,,51832.440,8070518.612,,,170631.797,
2016,7,2021,4,Hard Broadcast News,,3373762.710,21384973.116,,2320795.978,,133901.690
2016,7,2021,4,Left Wing Cable,,,11720971.487,1531781.319,1992961.455,1351100.184,
2016,7,2021,4,Other Cable,1297308.299,,12709541.165,,,279897.476,288150.084
2016,7,2021,4,Right Wing Cable,,,9899626.798,671556.374,,,78113.907
2016,7,2021,4,Soft Broadcast News,5824001.108,,12673130.758,,195937.900,,
2016,7,2021,4,Spanish News,,62517.269,8070359.885,,,151405.488,
2016,7,2021,5,Hard Broadcast News,,2672812.453,22953027.601,,2208936.333,,103299.277
2016,7,2021,5,Left Wing Cable,,,12758594.061,1837109.745,2011761.700,1635675.434,
2016,7,2021,5,Other Cable,1293008.468,,13368865.169,,,399652.826,251093.648
2016,7,2021,5,Right Wing Cable,,,10449021.646,663517.749,,,58730.721
2016,7,2021,5,Soft Broadcast News,5071918.004,,12845388.346,,113311.890,,
2016,7,2021,5,Spanish News,,11498.835,8173659.777,,,163145.577,
2016,7,2021,6,Hard Broadcast News,,2810623.759,24912407.658,,2267375.669,,146312.597
2016,7,2021,6,Left Wing Cable,,,13313434.552,2151004.360,1966755.405,1623505.097,56455.708
2016,7,2021,6,Other Cable,488061.733,,13526873.345,,,177336.164,252493.888
2016,7,2021,6,Right Wing Cable,,,10496143.052,661096.695,,,77078.118
2016,7,2021,6,Soft Broadcast News,4994997.028,,13243685.767,,67104.902,,
2016,7,2021,6,Spanish News,,,8183378.971,,,166819.919,
2016,7,2021,7,Hard Broadcast News,,2850885.966,24280518.120,,2238724.402,,49093.390
2016,7,2021,7,Left Wing Cable,,,13474188.620,1565004.462,1958449.805,1670705.291,40156.449
2016,7,2021,7,Other Cable,1653784.745,,15663348.338,,,449913.737,345885.861
2016,7,2021,7,Right Wing Cable,,,10809916.901,633874.815,,72288.544,98612.097
2016,7,2021,7,Soft Broadcast News,4876615.563,,12842369.047,,,,
2016,7,2021,7,Spanish News,,,8365430.602,,,214257.209,
2016,7,2021,8,Hard Broadcast News,,3107540.579,23890305.249,,3024147.950,,137036.197
2016,7,2021,8,Left Wing Cable,,,12894576.394,1731218.236,1970644.934,1644057.356,
2016,7,2021,8,Other Cable,1421914.777,,14778701.177,,,437207.930,245420.055
2016,7,2021,8,Right Wing Cable,,,9199367.288,35127.557,,,64274.485
2016,7,2021,8,Soft Broadcast News,5182658.499,,12930345.402,,266214.488,,
2016,7,2021,8,Spanish News,,18716.680,8591042.054,,,213040.016,
2016,7,2021,9,Hard Broadcast News,,2120644.062,24403511.400,,2632794.396,,71181.976
2016,7,2021,9,Left Wing Cable,,,13297043.563,1988523.826,2063251.850,1804651.634,
2016,7,2021,9,Other Cable,1613841.131,,14115484.049,,,337894.750,257865.475
2016,7,2021,9,Right Wing Cable,,,9688719.691,246523.283,,,93463.605
2016,7,2021,9,Soft Broadcast News,5295409.022,,13213448.314,,132724.701,,
2016,7,2021,9,Spanish News,,5600.396,8455894.780,,,185930.010,
2016,7,2021,10,Hard Broadcast News,,1178629.800,23146652.984,,2536063.628,,35866.731
2016,7,2021,10,Left Wing Cable,,,14049842.612,2384597.227,2102833.004,1980822.090,7355.628
2016,7,2021,10,Other Cable,1651597.340,,13913131.312,,,326965.151,250236.521
2016,7,2021,10,Right Wing Cable,,,10174453.124,347821.162,,,63791.662
2016,7,2021,10,Soft Broadcast News,5243028.364,,13154557.042,,89830.096,,
2016,7,2021,10,Spanish News,,,8495934.712,,,188977.071,
2016,7,2021,11,Hard Broadcast News,,1190448.694,23494608.605,,2873389.300,,85657.197
2016,7,2021,11,Left Wing Cable,,,13966036.660,2529995.713,2101386.643,1928139.044,
2016,7,2021,11,Other Cable,1640196.887,,13679624.926,,,438924.000,317967.712
2016,7,2021,11,Right Wing Cable,,,9344569.601,72767.174,,,47681.103
2016,7,2021,11,Soft Broadcast News,4817994.593,,12731700.126,,209136.321,,
2016,7,2021,11,Spanish News,,254.852,8519142.888,,,229461.016,
2016,7,2021,12,Hard Broadcast News,,1219014.005,22999776.377,,2331537.969,,93283.579
2016,7,2021,12,Left Wing Cable,,,13279097.589,2051599.974,2126368.420,1913676.293,
2016,7,2021,12,Other Cable,2427067.945,,14795776.392,,,520701.544,308168.898
2016,7,2021,12,Right Wing Cable,,,10029127.119,417568.646,,,76460.704
2016,7,2021,12,Soft Broadcast News,4852240.790,,12934553.977,,58509.699,,
2016,7,2021,12,Spanish News,,21887.722,8266481.424,,,277424.525,
2016,7,2022,1,Hard Broadcast News,,321655.683,22573294.248,,2166929.775,,
2016,7,2022,1,Left Wing Cable,,,13799274.782,2480124.167,2120726.420,1969870.487,
2016,7,2022,1,Other Cable,2337390.171,,14283934.005,,,311096.641,259174.575
2016,7,2022,1,Right Wing Cable,,,9979289.700,540373.969,,,63529.575
2016,7,2022,1,Soft Broadcast News,5628821.338,,12720930.235,,96511.828,,
2016,7,2022,1,Spanish News,10992.227,10481.431,8189855.069,,,305418.783,
2016,7,2022,2,Hard Broadcast News,,2780757.896,25180199.812,,3499837.095,,118861.875
2016,7,2022,2,Left Wing Cable,,,12643492.722,1897081.633,2024868.644,1547152.480,
2016,7,2022,2,Other Cable,1648586.993,,14637996.051,,99491.013,329367.369,276084.044
2016,7,2022,2,Right Wing Cable,,,9230253.343,,,,4165.183
2016,7,2022,2,Soft Broadcast News,4781817.898,,13465020.555,,431633.004,,
2016,7,2022,2,Spanish News,,26396.282,8744325.118,,,290791.816,
2016,7,2022,3,Hard Broadcast News,,2971965.662,23334463.187,,3627480.783,,44953.135
2016,7,2022,3,Left Wing Cable,,,12580543.817,1678969.340,2045332.130,1265616.874,13845.282
2016,7,2022,3,Other Cable,2116169.715,,14597474.555,,199527.811,258043.913,259835.923
2016,7,2022,3,Right Wing Cable,,,8576346.285,,,,47233.651
2016,7,2022,3,Soft Broadcast News,5530970.605,,13568987.171,,658243.600,,
2016,7,2022,3,Spanish News,,,8590310.109,,,261688.268,
2016,7,2022,4,Hard Broadcast News,,1523996.616,26259387.375,,2901053.875,,35351.436
2016,7,2022,4,Left Wing Cable,,,14403369.693,2228099.298,2002204.025,1654312.935,43346.519
2016,7,2022,4,Other Cable,1837819.259,,14949429.016,,,318949.511,269173.057
2016,7,2022,4,Right Wing Cable,,,9891439.370,169240.762,,,153517.755
2016,7,2022,4,Soft Broadcast News,5500644.285,,14092272.716,,509843.047,,
2016,7,2022,4,Spanish News,,,9637751.768,,,280651.740,
2016,7,2022,5,Hard Broadcast News,,1176914.386,25992189.829,,2745949.736,,
2016,7,2022,5,Left Wing Cable,,,14142455.449,2395104.812,2086960.837,1752409.769,69645.777
2016,7,2022,5,Other Cable,1505118.851,,15002587.538,,,281997.212,259641.948
2016,7,2022,5,Right Wing Cable,,,10312449.265,270905.749,,,128097.500
2016,7,2022,5,Soft Broadcast News,5314610.045,,13995438.111,,427589.715,,
2016,7,2022,5,Spanish News,5656.280,,9358666.414,,,253795.055,
2016,7,2022,6,Hard Broadcast News,,1947129.134,26279518.803,,2746067.018,,68763.426
2016,7,2022,6,Left Wing Cable,,,13629384.410,2093917.463,2096779.426,1531160.752,68617.841
2016,7,2022,6,Other Cable,1441797.180,,15159671.361,,,185266.551,230226.858
2016,7,2022,6,Right Wing Cable,,,10288472.557,346476.837,,,108196.294
2016,7,2022,6,Soft Broadcast News,6533506.408,,14582113.140,,543223.409,,
2016,7,2022,6,Spanish News,,,9849254.883,,,241622.240,
2016,7,2022,7,Hard Broadcast News,,2252753.930,28507976.683,,2910248.134,,136813.785
2016,7,2022,7,Left Wing Cable,,,14133933.537,1943775.542,2057204.617,1644213.971,85815.496
2016,7,2022,7,Other Cable,1386108.460,,16600433.682,,,151667.537,216120.582
2016,7,2022,7,Right Wing Cable,,,10899037.737,270245.555,,,146165.865
2016,7,2022,7,Soft Broadcast News,5921281.155,,14738805.069,,583366.192,,
2016,7,2022,7,Spanish News,,,10020877.593,,,247773.837,
2016,7,2022,8,Hard Broadcast News,,2259511.446,29052015.683,,2855126.101,,114445.334
2016,7,2022,8,Left Wing Cable,,,14335822.376,2161075.381,2124017.972,1619478.003,78288.173
2016,7,2022,8,Other Cable,852439.395,,16293874.037,,,215136.827,179966.453
2016,7,2022,8,Right Wing Cable,,,10658740.317,323855.523,,,86632.316
2016,7,2022,8,Soft Broadcast News,5069964.349,,14712733.779,,638948.773,,
2016,7,2022,8,Spanish News,,,10187275.399,,,237138.998,
2016,7,2022,9,Hard Broadcast News,,2357623.702,24556841.755,,2484475.341,,116438.126
2016,7,2022,9,Left Wing Cable,,,13533197.090,1903560.388,2050717.629,1444037.712,77941.276
2016,7,2022,9,Other Cable,2255857.932,,16761789.635,,,270140.288,154759.654
2016,7,2022,9,Right Wing Cable,,,10682444.294,323306.662,,,192216.505
2016,7,2022,9,Soft Broadcast News,6857330.769,,14396788.538,,618469.372,,
2016,7,2022,9,Spanish News,,,9785751.635,,,272819.669,
2016,7,2022,10,Hard Broadcast News,,1579594.357,26374542.903,,2500492.363,,117699.448
2016,7,2022,10,Left Wing Cable,,,14438534.861,2363963.304,2128889.352,1663806.718,111834.843
2016,7,2022,10,Other Cable,1969117.702,,16706526.066,,,332549.765,138461.744
2016,7,2022,10,Right Wing Cable,,,10867064.492,399799.318,,,174684.270
2016,7,2022,10,Soft Broadcast News,5138808.295,,14416270.488,,557751.431,,
2016,7,2022,10,Spanish News,,,10296338.764,,,238973.423,
2016,8,2016,9,Hard Broadcast News,,53283.191,,,,,
2016,8,2016,9,No or Minimal News,3917757.208,1137646.237,,,475278.561,,56899.291
2016,8,2016,9,Other Cable,1770156.374,722638.757,419159.321,,232327.798,200953.970,35619.328
2016,8,2016,9,Right Wing Cable,239016.218,22324.647,,,,,
2016,8,2016,9,Soft Broadcast News,3050268.721,362494.541,256307.572,,334428.271,,
2016,8,2016,9,Spanish News,82512.143,99936.423,,,14195.257,27952.376,
2016,8,2016,10,Hard Broadcast News,,1050772.799,,,394419.241,,
2016,8,2016,10,Left Wing Cable,,,,,308200.806,,
2016,8,2016,10,No or Minimal News,5753009.416,1626910.732,,,633307.394,,152790.788
2016,8,2016,10,Other Cable,2458058.920,1325489.872,132248.112,,288839.266,381345.364,2196.538
2016,8,2016,10,Soft Broadcast News,4542826.181,1024364.886,6448.523,,686914.617,,
2016,8,2016,10,Spanish News,232488.380,120032.832,,,23660.855,74698.541,
2016,8,2016,11,Hard Broadcast News,,3342802.980,,,2681482.789,,
2016,8,2016,11,Left Wing Cable,,,,,535833.924,,
2016,8,2016,11,No or Minimal News,8811922.085,3685813.386,,152297.446,2080698.771,570861.590,514578.419
2016,8,2016,11,Other Cable,3019798.005,2172673.388,,,885511.032,397061.695,42399.865
2016,8,2016,11,Soft Broadcast News,4556439.111,1211149.854,,,1462736.241,,
2016,8,2016,11,Spanish News,136922.135,137597.500,,,29190.210,42920.672,
2016,8,2016,12,Hard Broadcast News,,,,,985692.100,38672.971,
2016,8,2016,12,Left Wing Cable,479151.762,,992999.163,,708958.669,1037272.490,31811.148
2016,8,2016,12,No or Minimal News,1801673.388,,,,,199660.151,
2016,8,2016,12,Other Cable,1854486.717,500577.876,840351.790,,172197.771,823811.784,48518.437
2016,8,2016,12,Right Wing Cable,,,193186.311,,,,
2016,8,2016,12,Soft Broadcast News,,,,,157489.472,,
2016,8,2016,12,Spanish News,170360.589,,407598.605,,42577.734,141620.591,
2016,8,2017,1,Hard Broadcast News,,1452184.883,,,2130176.971,,
2016,8,2017,1,Left Wing Cable,,,,,632313.282,,
2016,8,2017,1,No or Minimal News,3586408.646,334435.449,,16770.081,643360.754,,168616.653
2016,8,2017,1,Other Cable,1969944.975,1040191.199,,,550543.094,297609.526,3850.759
2016,8,2017,1,Soft Broadcast News,3900103.416,346634.929,224266.366,,910294.279,,
2016,8,2017,1,Spanish News,115031.880,42097.368,,,49491.476,47425.688,
2016,8,2017,2,Hard Broadcast News,,1661848.154,124745.159,,1866692.592,,
2016,8,2017,2,Left Wing Cable,,,825315.268,,761403.688,,
2016,8,2017,2,Other Cable,1395842.772,811107.283,846677.033,,310416.842,313110.991,26140.988
2016,8,2017,2,Right Wing Cable,,,408994.167,,,,
2016,8,2017,2,Soft Broadcast News,1764122.917,335378.794,1484971.982,,732131.484,,
2016,8,2017,2,Spanish News,152148.581,146177.599,204397.624,,39109.246,77508.770,
2016,8,2017,3,Hard Broadcast News,,1840664.033,1023331.089,,1275884.243,,
2016,8,2017,3,Left Wing Cable,,,1123108.858,,766270.756,,
2016,8,2017,3,Other Cable,890141.632,814311.131,1060044.444,,104725.421,374830.407,22846.583
2016,8,2017,3,Right Wing Cable,,,985019.091,,,,
2016,8,2017,3,Soft Broadcast News,1278201.952,102481.642,1760669.126,,376522.615,,
2016,8,2017,3,Spanish News,101626.483,125448.435,503839.870,,35406.396,38547.181,
2016,8,2017,4,Hard Broadcast News,,2041928.827,2394390.051,,1530220.412,,
2016,8,2017,4,Left Wing Cable,,,1106733.834,,662163.243,,
2016,8,2017,4,Other Cable,603417.444,705639.488,1166069.908,,260072.524,108631.290,
2016,8,2017,4,Right Wing Cable,,,1078557.389,,,,
2016,8,2017,4,Soft Broadcast News,1026500.481,253965.116,2532890.769,,598856.588,,
2016,8,2017,4,Spanish News,133039.895,146259.640,993743.842,5651.327,49136.981,12986.893,
2016,8,2017,5,Hard Broadcast News,,2265877.116,2893877.646,,1079083.828,,
2016,8,2017,5,Left Wing Cable,,,1107367.173,,705491.184,,
2016,8,2017,5,Other Cable,963105.571,777541.628,1333885.056,,,250741.067,33822.764
2016,8,2017,5,Right Wing Cable,,,1341239.473,166354.327,,,
2016,8,2017,5,Soft Broadcast News,1020952.145,378416.499,2596445.650,,418291.727,,
2016,8,2017,5,Spanish News,93612.132,152405.156,1192737.359,,29932.946,58710.536,
2016,8,2017,6,Hard Broadcast News,,2161584.502,3045115.010,,1044068.883,,
2016,8,2017,6,Left Wing Cable,,,1563491.019,,696927.455,,
2016,8,2017,6,Other Cable,1318776.876,588307.137,2370075.867,,,,67767.509
2016,8,2017,6,Right Wing Cable,,,1421444.129,57135.731,,,
2016,8,2017,6,Soft Broadcast News,4012579.816,532285.483,3662655.746,83950.920,502386.061,,
2016,8,2017,6,Spanish News,170342.952,160157.897,1514681.078,,33943.291,21837.426,
2016,8,2017,7,Hard Broadcast News,,2569393.459,5482965.535,,760241.702,,
2016,8,2017,7,Left Wing Cable,,,2005084.099,,673975.126,,
2016,8,2017,7,Other Cable,408540.905,856358.609,3062460.098,,,239723.397,41155.369
2016,8,2017,7,Right Wing Cable,,,2153742.429,479731.178,,,
2016,8,2017,7,Soft Broadcast News,2552261.496,471269.746,4444075.550,,324991.711,,
2016,8,2017,7,Spanish News,164077.467,176320.655,1838212.542,,30471.162,18987.533,
2016,8,2017,8,Hard Broadcast News,,3544245.298,2777453.438,,1104380.831,,
2016,8,2017,8,Left Wing Cable,,,1130614.938,,635866.771,,
2016,8,2017,8,Other Cable,531357.970,971817.674,2108001.679,,,319350.688,72043.111
2016,8,2017,8,Right Wing Cable,,,1504222.784,307107.243,,,
2016,8,2017,8,Soft Broadcast News,2576007.560,937458.424,3449585.098,,565830.195,,
2016,8,2017,8,Spanish News,172150.403,240236.558,1416369.833,,34122.356,36154.726,
2016,8,2017,9,Hard Broadcast News,,4122813.642,2740078.540,,1348127.708,,52678.209
2016,8,2017,9,Left Wing Cable,,,582616.348,,536282.542,,
2016,8,2017,9,Other Cable,1048515.334,1119835.205,2413622.191,,,487104.412,232660.602
2016,8,2017,9,Right Wing Cable,,,1466485.599,197524.873,,,12846.468
2016,8,2017,9,Soft Broadcast News,1484051.940,1083654.967,2851907.374,,448415.442,,22075.018
2016,8,2017,9,Spanish News,,146793.285,688273.004,,,,
2016,8,2017,10,Hard Broadcast News,,2499296.209,2197968.259,,1262545.089,,
2016,8,2017,10,Left Wing Cable,,,1301102.244,,840880.395,,
2016,8,2017,10,Other Cable,857299.601,393915.067,2065852.815,,,173160.255,123674.783
2016,8,2017,10,Right Wing Cable,,,1563977.904,115536.030,,,
2016,8,2017,10,Soft Broadcast News,1940719.488,431737.195,3165634.336,,545740.566,,
2016,8,2017,10,Spanish News,103963.796,212151.747,1613458.408,,7036.851,133421.611,
2016,8,2017,11,Hard Broadcast News,,2140782.961,2878932.326,,962608.361,,
2016,8,2017,11,Left Wing Cable,,,1953496.887,,950035.685,35756.352,
2016,8,2017,11,Other Cable,975205.805,244366.934,2209622.053,,,522116.460,88001.050
2016,8,2017,11,Right Wing Cable,,,2045246.004,310855.754,,,22197.234
2016,8,2017,11,Soft Broadcast News,58698.059,,3150355.694,,102178.199,,
2016,8,2017,11,Spanish News,120176.691,209153.047,1889878.580,,,141456.139,
2016,8,2017,12,Hard Broadcast News,,2488165.552,3241295.328,,543532.712,,
2016,8,2017,12,Left Wing Cable,,,1665583.511,,904996.782,,
2016,8,2017,12,Other Cable,1605189.671,630614.213,3404426.594,,,649162.285,55569.851
2016,8,2017,12,Right Wing Cable,,,2015280.136,338217.963,,,19815.141
2016,8,2017,12,Soft Broadcast News,1204383.533,65084.713,3321670.675,,112810.955,,
2016,8,2017,12,Spanish News,182653.589,183696.181,2118749.696,,,155034.877,
2016,8,2018,1,Hard Broadcast News,,1960304.132,2036480.715,,477881.745,,
2016,8,2018,1,Left Wing Cable,,,2130996.253,,881914.427,169781.577,
2016,8,2018,1,Other Cable,1681661.607,332045.117,3005528.981,,,660303.607,161269.819
2016,8,2018,1,Right Wing Cable,,,1927771.975,240677.189,,,65764.560
2016,8,2018,1,Soft Broadcast News,1587713.469,,3224802.127,,191789.181,,
2016,8,2018,1,Spanish News,172525.234,150817.310,1678284.180,,,83456.555,
2016,8,2018,2,Hard Broadcast News,,2417325.593,4765119.404,,508463.450,,
2016,8,2018,2,Left Wing Cable,,,2794762.280,,937471.309,206012.192,
2016,8,2018,2,Other Cable,1075316.781,61096.516,3844076.220,,,426891.038,107465.259
2016,8,2018,2,Right Wing Cable,,,2506706.431,219777.033,,,35130.398
2016,8,2018,2,Soft Broadcast News,742645.383,,4235505.642,,174541.506,,
2016,8,2018,2,Spanish News,246350.502,195639.442,2083437.827,,,178227.454,
2016,8,2018,3,Hard Broadcast News,,2353996.199,4730909.473,,291863.276,,
2016,8,2018,3,Left Wing Cable,,,2609651.212,101456.018,919805.374,105536.986,
2016,8,2018,3,Other Cable,860299.226,,3297340.004,,,251561.742,111902.220
2016,8,2018,3,Right Wing Cable,,,2688895.619,326304.756,,,46936.182
2016,8,2018,3,Soft Broadcast News,786826.998,,4668681.698,,45856.541,,
2016,8,2018,3,Spanish News,237177.878,185445.445,2144368.875,,,160521.113,
2016,8,2018,4,Hard Broadcast News,,2489385.700,5927223.053,,503193.303,,
2016,8,2018,4,Left Wing Cable,,,2851649.558,,883358.871,,
2016,8,2018,4,Other Cable,1195238.559,25392.456,4056696.997,,,67781.259,157855.268
2016,8,2018,4,Right Wing Cable,,,2642357.082,255995.810,,,21767.265
2016,8,2018,4,Soft Broadcast News,1746434.435,65579.197,5655372.832,,184236.281,,
2016,8,2018,4,Spanish News,179984.863,159916.742,2406863.976,,,152055.049,
2016,8,2018,5,Hard Broadcast News,,2331523.764,5614592.139,,224033.084,574533.964,
2016,8,2018,5,Left Wing Cable,,,2685528.371,126553.886,871546.022,310082.588,
2016,8,2018,5,Other Cable,1088781.568,,4086086.250,,,627478.408,167476.036
2016,8,2018,5,Right Wing Cable,,,2650554.966,270724.642,,,19216.876
2016,8,2018,5,Soft Broadcast News,,,4444264.279,,98696.607,,
2016,8,2018,5,Spanish News,197729.262,185212.593,2528434.068,,,119856.719,
2016,8,2018,6,Hard Broadcast News,,2036104.458,7133501.705,,306877.132,,
2016,8,2018,6,Left Wing Cable,,,3381817.485,268541.780,949039.059,199878.056,
2016,8,2018,6,Other Cable,1130177.125,,5209936.235,,,106254.384,182762.173
2016,8,2018,6,Right Wing Cable,,,2749924.317,85560.137,,,5407.035
2016,8,2018,6,Soft Broadcast News,3229627.705,,6771949.869,,397072.012,,
2016,8,2018,6,Spanish News,254653.850,144456.810,2308442.437,,,48101.642,
2016,8,2018,7,Hard Broadcast News,,2541997.587,8578602.386,,360967.153,,
2016,8,2018,7,Left Wing Cable,,,3398902.611,,885894.360,54262.210,
2016,8,2018,7,Other Cable,958807.935,39604.855,5769398.534,,,115024.081,242150.381
2016,8,2018,7,Right Wing Cable,,,3167758.841,173080.438,,,37896.103
2016,8,2018,7,Soft Broadcast News,2917276.767,,7250729.676,,369968.893,,
2016,8,2018,7,Spanish News,237718.229,167617.288,2835270.649,,,56942.653,
2016,8,2018,8,Hard Broadcast News,,3140086.297,8397003.289,,127737.089,,
2016,8,2018,8,Left Wing Cable,,,3403693.320,,846970.360,,
2016,8,2018,8,Other Cable,666384.870,73751.113,5401388.469,,,,125022.445
2016,8,2018,8,Right Wing Cable,,,3391766.163,303608.309,,,36179.490
2016,8,2018,8,Soft Broadcast News,2413791.058,52450.145,7183708.966,13463.145,183967.570,,
2016,8,2018,8,Spanish News,282819.584,250611.933,3385174.810,,,162573.556,
2016,8,2018,9,Hard Broadcast News,,3566669.186,6932982.729,,860660.933,,
2016,8,2018,9,Left Wing Cable,,,2850988.181,,829034.466,,
2016,8,2018,9,Other Cable,791969.543,252492.754,4058470.381,,,,156519.863
2016,8,2018,9,Right Wing Cable,,,2833312.079,175785.984,,,22507.464
2016,8,2018,9,Soft Broadcast News,3399001.878,184117.572,6768325.065,430241.160,656583.983,,
2016,8,2018,9,Spanish News,260584.213,275406.625,3012033.265,,,190686.149,
2016,8,2018,10,Hard Broadcast News,,3031481.621,7267302.482,,1243394.152,,
2016,8,2018,10,Left Wing Cable,,,3542679.249,32246.983,957722.438,275150.792,
2016,8,2018,10,Other Cable,1072089.354,,5256020.629,,29097.245,585261.259,71580.571
2016,8,2018,10,Right Wing Cable,,,2694649.399,,,,18179.597
2016,8,2018,10,Soft Broadcast News,397338.024,,6223785.661,,664781.197,,
2016,8,2018,10,Spanish News,304476.972,259816.776,3284647.368,,,183777.708,
2016,8,2018,11,Hard Broadcast News,,3330032.779,4775782.660,,899451.509,,
2016,8,2018,11,Left Wing Cable,,,2148780.121,,977121.296,51162.664,
2016,8,2018,11,Other Cable,2012765.535,673919.686,5171519.339,,,878546.187,167389.571
2016,8,2018,11,Right Wing Cable,,,2517319.548,7326.799,,,6621.862
2016,8,2018,11,Soft Broadcast News,1694631.975,,5915643.096,,476740.917,,
2016,8,2018,11,Spanish News,286198.924,292838.701,2896232.357,,,190677.839,
2016,8,2018,12,Hard Broadcast News,,3259595.832,6222923.967,,122206.883,,
2016,8,2018,12,Left Wing Cable,,,3325390.133,,922047.200,112460.256,
2016,8,2018,12,Other Cable,2061668.695,671380.766,6027472.270,,,907361.694,85070.311
2016,8,2018,12,Right Wing Cable,,,3595700.552,246626.767,,,40481.652
2016,8,2018,12,Soft Broadcast News,2602796.411,,6358114.292,,176504.743,,
2016,8,2018,12,Spanish News,341415.804,265714.956,3368595.922,,,227381.642,
2016,8,2019,1,Hard Broadcast News,,3252207.800,7372099.999,,359123.916,,
2016,8,2019,1,Left Wing Cable,,,3448853.875,,999181.587,,
2016,8,2019,1,Other Cable,2733772.437,564289.475,6337508.367,,,92663.404,170164.827
2016,8,2019,1,Right Wing Cable,,,3406017.520,175345.799,,,17933.749
