start year,start month,end year,end month,from,Hard Broadcast News,Left Wing Cable,No or Minimal News,Other Cable,Right Wing Cable,Soft Broadcast News,Spanish News
2020,3,2020,6,Hard Broadcast News,,,9131650.127,961198.595,,1625878.262,
2020,3,2020,6,Left Wing Cable,264095.834,,2462820.695,410287.399,307547.967,149289.040,
2020,3,2020,6,Other Cable,,,2294020.504,,,,
2020,3,2020,6,Right Wing Cable,80144.554,,2722428.816,294087.283,,8826.302,2093.998
2020,3,2020,6,Soft Broadcast News,,,2282834.746,325569.662,,,
2020,3,2020,6,Spanish News,12230.941,6587.647,2396765.173,83657.178,,39977.343,
2020,3,2020,7,Hard Broadcast News,,,11183755.392,1560349.814,,1588715.505,90516.730
2020,3,2020,7,Left Wing Cable,627341.606,,4035119.934,712532.806,395066.140,388909.410,5542.976
2020,3,2020,7,Other Cable,,,2650690.504,,,,
2020,3,2020,7,Right Wing Cable,287384.335,,3699521.562,481866.068,,33304.337,
2020,3,2020,7,Soft Broadcast News,,,2629191.322,351232.076,,,
2020,3,2020,7,Spanish News,,,2799506.776,14814.018,4128.405,28896.418,
2020,3,2020,8,Hard Broadcast News,,,10576594.715,1873439.878,241749.826,1109960.247,155725.891
2020,3,2020,8,Left Wing Cable,20550.832,,3169913.612,656761.258,308392.688,117946.119,22459.880
2020,3,2020,8,Other Cable,,,3054739.988,,,,
2020,3,2020,8,Right Wing Cable,,,2893257.498,203435.519,,,10032.175
2020,3,2020,8,Soft Broadcast News,,,2909756.192,400838.431,181558.599,,11997.872
2020,3,2020,8,Spanish News,,,2972209.422,81213.922,,,
2020,3,2020,9,Hard Broadcast News,,,6884536.525,934344.097,,924021.548,14306.531
2020,3,2020,9,Left Wing Cable,1184746.419,,3362497.668,568762.723,495879.782,323270.381,15672.404
2020,3,2020,9,Other Cable,,,3059431.255,,,,
2020,3,2020,9,Right Wing Cable,122096.387,,2188278.681,194600.319,,,
2020,3,2020,9,Soft Broadcast News,,,2874237.582,374309.332,169747.943,,
2020,3,2020,9,Spanish News,,,3194431.112,100144.603,17193.543,11493.412,
2020,3,2020,10,Hard Broadcast News,,,4812282.288,580055.927,514640.025,,
2020,3,2020,10,Left Wing Cable,382405.143,,2562431.543,181645.624,429424.938,,
2020,3,2020,10,Other Cable,,,2726940.906,,87756.969,,
2020,3,2020,10,Right Wing Cable,,,1629862.158,,,,
2020,3,2020,10,Soft Broadcast News,88147.585,109582.434,2761804.703,497339.259,366770.375,,9556.175
2020,3,2020,10,Spanish News,133061.412,49928.556,3377764.527,104300.954,30464.671,,
2020,3,2020,11,Hard Broadcast News,,5496636.608,2256551.905,,2524073.261,220940.363,
2020,3,2020,11,Left Wing Cable,,,,,363646.884,,
2020,3,2020,11,No or Minimal News,,573951.608,,,333409.619,,
2020,3,2020,11,Other Cable,194456.954,1668450.980,2922785.712,,575933.366,,
2020,3,2020,11,Soft Broadcast News,,953370.498,2205290.328,258338.445,514786.342,,
2020,3,2020,11,Spanish News,129847.591,291008.019,2291428.841,24298.732,104499.588,10006.276,
2020,3,2020,12,Hard Broadcast News,,1530010.930,9187073.432,652619.682,534269.709,2779374.384,89228.544
2020,3,2020,12,Left Wing Cable,,,5103625.289,,311131.206,608196.614,
2020,3,2020,12,Other Cable,,233746.627,3779358.469,,,,
2020,3,2020,12,Right Wing Cable,,,5654145.517,742976.672,,284756.537,16016.098
2020,3,2020,12,Soft Broadcast News,,,2719539.528,204359.569,,,
2020,3,2020,12,Spanish News,,39758.039,3574393.569,8174.086,,42343.004,
2020,3,2021,1,Hard Broadcast News,,5154208.898,5368289.916,,1251495.612,,58390.222
2020,3,2021,1,Left Wing Cable,,,1442078.580,,194064.368,,
2020,3,2021,1,Other Cable,583390.738,1410765.659,3523807.146,,,,
2020,3,2021,1,Right Wing Cable,,,4410201.001,374332.091,,,12573.356
2020,3,2021,1,Soft Broadcast News,1073570.229,714902.192,3034629.431,222380.182,214338.496,,
2020,3,2021,1,Spanish News,,293650.071,3114614.440,24956.247,,37166.359,
2020,3,2021,2,Hard Broadcast News,,2700171.103,12269619.353,1469757.805,843468.795,367754.579,74665.235
2020,3,2021,2,Left Wing Cable,,,6224607.483,514299.613,241524.160,,
2020,3,2021,2,Other Cable,,,3787284.296,,,,
2020,3,2021,2,Right Wing Cable,,,6800507.164,1026429.707,,,
2020,3,2021,2,Soft Broadcast News,,13521.802,3632885.533,451864.550,68453.116,,
2020,3,2021,2,Spanish News,,202353.665,4680369.121,73157.136,13571.619,83756.692,
2020,3,2021,3,Hard Broadcast News,,112344.535,11681068.266,1394216.278,383160.985,1303152.811,125153.519
2020,3,2021,3,Left Wing Cable,,,7401864.839,1318723.411,253192.014,737417.511,
2020,3,2021,3,Other Cable,,,3794702.480,,,,
2020,3,2021,3,Right Wing Cable,,,6784836.317,1202621.580,,58228.040,26514.654
2020,3,2021,3,Soft Broadcast News,,,3601430.787,300523.515,,,
2020,3,2021,3,Spanish News,,84734.265,4121888.817,65193.195,,50293.501,
2020,3,2021,4,Hard Broadcast News,,,11760060.961,1581305.797,211202.765,1009488.437,190424.499
2020,3,2021,4,Left Wing Cable,391665.833,,7039915.377,1260218.327,316931.568,755149.408,
2020,3,2021,4,Other Cable,,,4149724.987,,,,
2020,3,2021,4,Right Wing Cable,,,7013664.140,1150209.771,,,43256.885
2020,3,2021,4,Soft Broadcast News,,,3500796.493,334391.219,29139.727,,
2020,3,2021,4,Spanish News,,95419.094,4121730.090,38815.201,,31067.191,
2020,3,2021,5,Hard Broadcast News,,,13328115.446,1585605.628,99343.120,1761571.541,159822.086
2020,3,2021,5,Left Wing Cable,1092616.090,,8077537.952,1565546.753,335731.812,1039724.659,
2020,3,2021,5,Other Cable,,,4809048.991,,,,
2020,3,2021,5,Right Wing Cable,,,7563058.989,1142171.147,,53486.283,23873.699
2020,3,2021,5,Soft Broadcast News,,,3673054.081,214635.868,,,
2020,3,2021,5,Spanish News,,44400.659,4225029.982,75871.636,,42807.280,
2020,3,2021,6,Hard Broadcast News,,,15287495.503,2390552.362,157782.455,1838492.518,202835.406
2020,3,2021,6,Left Wing Cable,954804.783,,8632378.443,1879441.368,290725.517,1027554.321,23553.884
2020,3,2021,6,Other Cable,,,4967057.166,,,,
2020,3,2021,6,Right Wing Cable,,,7610180.394,1139750.092,,99693.271,42221.096
2020,3,2021,6,Soft Broadcast News,,,4071351.502,436952.531,,,
2020,3,2021,6,Spanish News,,,4234749.176,74471.397,,46481.622,
2020,3,2021,7,Hard Broadcast News,,,14655605.965,1224829.351,129131.188,1956873.982,105616.199
2020,3,2021,7,Left Wing Cable,914542.576,,8793132.511,1293441.470,282419.917,1074754.516,7254.625
2020,3,2021,7,Other Cable,,,7103532.160,,,,18920.577
2020,3,2021,7,Right Wing Cable,,,7923954.244,1112528.212,,239086.717,63755.076
2020,3,2021,7,Soft Broadcast News,,,3670034.782,164374.958,,,
2020,3,2021,7,Spanish News,,,4416800.807,,,93918.913,
2020,3,2021,8,Hard Broadcast News,,,14265393.094,1456699.318,914554.737,1650831.047,193559.006
2020,3,2021,8,Left Wing Cable,657887.963,,8213520.285,1459655.244,294615.046,1048106.580,
2020,3,2021,8,Other Cable,,,6218884.999,,,,
2020,3,2021,8,Right Wing Cable,,,6313404.631,513780.954,,,29417.463
2020,3,2021,8,Soft Broadcast News,,,3758011.137,177080.764,99416.315,,
2020,3,2021,8,Spanish News,,51618.504,4642412.258,81545.230,,92701.719,
2020,3,2021,9,Hard Broadcast News,,,14778599.245,1264772.965,523201.182,1538080.523,127704.785
2020,3,2021,9,Left Wing Cable,1644784.480,,8615987.454,1716960.835,387221.962,1208700.859,
2020,3,2021,9,Other Cable,,,5555667.871,,,,
2020,3,2021,9,Right Wing Cable,,,6802757.034,725176.680,,34073.472,58606.583
2020,3,2021,9,Soft Broadcast News,,,4041114.048,276393.945,,,
2020,3,2021,9,Spanish News,,38502.220,4507264.984,69099.809,,65591.714,
2020,3,2021,10,Hard Broadcast News,,,13521740.829,1227016.756,426470.414,1590461.181,92389.540
2020,3,2021,10,Left Wing Cable,2586798.742,,9368786.503,2113034.236,426803.116,1384871.315,
2020,3,2021,10,Other Cable,,,5353315.134,,,,
2020,3,2021,10,Right Wing Cable,,,7288490.466,826474.559,,76968.078,28934.640
2020,3,2021,10,Soft Broadcast News,,,3982222.776,287323.544,,,
2020,3,2021,10,Spanish News,,25546.197,4547304.917,76728.764,,68638.775,
2020,3,2021,11,Hard Broadcast News,,,13869696.450,1238417.209,763796.086,2015494.952,142180.006
2020,3,2021,11,Left Wing Cable,2574979.848,,9284980.551,2258432.722,425356.755,1332188.268,
2020,3,2021,11,Other Cable,,,5119808.748,,,,
2020,3,2021,11,Right Wing Cable,,,6458606.944,551420.571,,,12824.081
2020,3,2021,11,Soft Broadcast News,,,3559365.861,175364.694,42338.148,,
2020,3,2021,11,Spanish News,,33156.676,4570513.093,8997.573,,109122.719,
2020,3,2021,12,Hard Broadcast News,,,13374864.222,451546.151,221944.755,1981248.755,149806.389
2020,3,2021,12,Left Wing Cable,2546414.537,,8598041.480,1780036.982,450338.532,1317725.518,
2020,3,2021,12,Other Cable,,,6235960.214,,,,
2020,3,2021,12,Right Wing Cable,,,7143164.462,896222.043,,108288.474,41603.682
2020,3,2021,12,Soft Broadcast News,,,3762219.712,93587.150,,,
2020,3,2021,12,Spanish News,,54789.546,4317851.628,18796.387,,157086.229,
2020,3,2022,1,Hard Broadcast News,,,12948382.093,541223.925,57336.561,1204668.207,45530.582
2020,3,2022,1,Left Wing Cable,3443772.860,,9118218.673,2208561.176,444696.532,1373919.711,
2020,3,2022,1,Other Cable,,,5724117.827,,,,
2020,3,2022,1,Right Wing Cable,,,7093327.043,1019027.366,,70286.345,28672.553
2020,3,2022,1,Soft Broadcast News,,,3548595.970,303192.053,,,
2020,3,2022,1,Spanish News,,43383.256,4241225.274,67790.709,,185080.487,
2020,3,2022,2,Hard Broadcast News,,,15555287.657,1230027.102,1390243.882,2051671.647,175384.685
2020,3,2022,2,Left Wing Cable,984670.647,,7962436.613,1625518.641,348838.756,951201.705,
2020,3,2022,2,Other Cable,,,6078179.873,,,,
2020,3,2022,2,Right Wing Cable,,,6344290.685,379162.384,,,
2020,3,2022,2,Soft Broadcast News,,,4292686.290,284921.325,264834.831,,
2020,3,2022,2,Spanish News,,59298.106,4795695.323,50881.241,30691.838,170453.519,
2020,3,2022,3,Hard Broadcast News,,,13709551.032,762444.381,1517887.570,1302518.941,101475.944
2020,3,2022,3,Left Wing Cable,793462.880,,7899487.708,1407406.348,369302.242,669666.099,
2020,3,2022,3,Other Cable,,,6037658.377,,,,
2020,3,2022,3,Right Wing Cable,,,5690383.628,279125.586,,,12376.629
2020,3,2022,3,Soft Broadcast News,,,4396652.905,356244.781,491445.426,,
2020,3,2022,3,Spanish News,,19056.543,4641680.314,67129.362,,141349.972,
2020,3,2022,4,Hard Broadcast News,,,16634475.220,1040794.837,791460.661,1332845.260,91874.245
2020,3,2022,4,Left Wing Cable,2241431.927,,9722313.584,1956536.307,326174.138,1058362.160,10444.695
2020,3,2022,4,Other Cable,,,6389612.837,,,,
2020,3,2022,4,Right Wing Cable,,,7005476.713,647894.159,,,118660.734
2020,3,2022,4,Soft Broadcast News,,,4919938.451,295339.184,343044.874,,
2020,3,2022,4,Spanish News,,,5689121.973,57792.228,,160313.444,
2020,3,2022,5,Hard Broadcast News,,,16367277.674,1373495.244,636356.522,1518879.500,50866.529
2020,3,2022,5,Left Wing Cable,2588514.157,,9461399.340,2123541.821,410930.950,1156458.993,36743.953
2020,3,2022,5,Other Cable,,,6442771.360,,,,
2020,3,2022,5,Right Wing Cable,,,7426486.607,749559.146,,,93240.479
2020,3,2022,5,Soft Broadcast News,,,4823103.846,332291.483,260791.542,,
2020,3,2022,5,Spanish News,,,5410036.619,67323.337,,133456.759,
2020,3,2022,6,Hard Broadcast News,,,16654606.648,1436816.915,636473.804,299983.138,125286.235
2020,3,2022,6,Left Wing Cable,1818299.408,,8948328.301,1822354.471,420749.539,935209.976,35716.016
2020,3,2022,6,Other Cable,,,6599855.183,,,,
2020,3,2022,6,Right Wing Cable,,,7402509.900,825130.234,,,73339.272
2020,3,2022,6,Soft Broadcast News,,,5409778.875,429022.144,376425.236,,
2020,3,2022,6,Spanish News,,,5900625.088,96738.427,,121283.944,
2020,3,2022,7,Hard Broadcast News,,,18883064.528,1492505.636,800654.920,912208.390,193336.594
2020,3,2022,7,Left Wing Cable,1512674.613,,9452877.428,1672212.551,381174.729,1048263.195,52913.671
2020,3,2022,7,Other Cable,,,8040617.504,,,,
2020,3,2022,7,Right Wing Cable,,,8013075.079,748898.953,,,111308.843
2020,3,2022,7,Soft Broadcast News,,,5566470.804,462621.158,416568.019,,
2020,3,2022,7,Spanish News,,,6072247.798,110844.702,,127435.541,
2020,3,2022,8,Hard Broadcast News,,,19427103.528,2026174.700,745532.888,1763525.197,170968.143
2020,3,2022,8,Left Wing Cable,1505917.097,,9654766.267,1889512.389,447988.084,1023527.228,45386.349
2020,3,2022,8,Other Cable,,,7734057.859,,,,
2020,3,2022,8,Right Wing Cable,,,7772777.660,802508.920,,,51775.295
2020,3,2022,8,Soft Broadcast News,,,5540399.514,399151.868,472150.600,,
2020,3,2022,8,Spanish News,,,6238645.604,146998.831,,116800.702,
2020,3,2022,9,Hard Broadcast News,,,14931929.600,622756.164,374882.128,,172960.935
2020,3,2022,9,Left Wing Cable,1407804.841,,8852140.981,1631997.397,374687.741,848086.936,45039.452
2020,3,2022,9,Other Cable,,,8201973.457,,,,
2020,3,2022,9,Right Wing Cable,,,7796481.636,801960.059,,,157359.483
2020,3,2022,9,Soft Broadcast News,23841.224,,5224454.273,344148.406,451671.199,,
2020,3,2022,9,Spanish News,,,5837121.840,172205.630,,152481.373,
2020,3,2022,10,Hard Broadcast News,,,16749630.748,909496.394,390899.149,1694681.251,174222.257
2020,3,2022,10,Left Wing Cable,2185834.186,,9757478.752,2092400.313,452859.465,1067855.943,78933.019
2020,3,2022,10,Other Cable,,,8146709.888,,,,
2020,3,2022,10,Right Wing Cable,,,7981101.834,878452.715,,,139827.249
2020,3,2022,10,Soft Broadcast News,,,5243936.223,281738.930,390953.258,,
2020,3,2022,10,Spanish News,,,6347708.969,188503.541,,118635.127,
2020,4,2020,5,Hard Broadcast News,,13999.712,2629805.810,,,175283.223,
2020,4,2020,5,Left Wing Cable,,,284844.611,,,93898.037,
2020,4,2020,5,Other Cable,91281.390,8781.230,796090.754,,,,
2020,4,2020,5,Right Wing Cable,472886.717,159920.297,939283.190,114466.105,,276166.138,
2020,4,2020,5,Soft Broadcast News,,,608986.462,177214.372,,,
2020,4,2020,5,Spanish News,7142.338,3842.483,973694.626,44340.552,10169.703,28039.442,
2020,4,2020,6,Hard Broadcast News,,40473.229,4257246.184,267205.770,,,
2020,4,2020,6,Left Wing Cable,,,591834.563,147519.416,55059.968,,
2020,4,2020,6,Other Cable,,,1110636.003,,,,
2020,4,2020,6,Right Wing Cable,297756.133,,1429297.998,190788.291,,2169.660,
2020,4,2020,6,Soft Broadcast News,506679.731,55510.074,1367054.232,319113.713,,,
2020,4,2020,6,Spanish News,127465.275,5159.362,1360934.644,52916.130,6059.119,50099.203,
2020,4,2020,7,Hard Broadcast News,,,6309351.449,866356.989,,,
2020,4,2020,7,Left Wing Cable,322772.543,,2164133.803,449764.824,142578.141,184110.296,6971.261
2020,4,2020,7,Other Cable,,,1467306.003,,,,15927.030
2020,4,2020,7,Right Wing Cable,504995.915,,2406390.744,378567.076,,26647.695,
2020,4,2020,7,Soft Broadcast News,543842.488,,1713410.808,344776.127,,,
2020,4,2020,7,Spanish News,24717.604,,1763676.247,,12281.523,39018.278,
2020,4,2020,8,Hard Broadcast News,,284018.231,5702190.772,1179447.054,24138.246,,40491.557
2020,4,2020,8,Left Wing Cable,,,1298927.481,393993.275,55904.689,,23888.165
2020,4,2020,8,Other Cable,,,1871355.487,,,,
2020,4,2020,8,Right Wing Cable,,,1600126.680,100136.528,,,1879.058
2020,4,2020,8,Soft Broadcast News,1022597.746,86852.995,1993975.678,394382.482,188215.241,,1876.012
2020,4,2020,8,Spanish News,,,1936378.892,50472.873,,,
2020,4,2020,9,Hard Broadcast News,,,2010132.582,240351.272,,,
2020,4,2020,9,Left Wing Cable,880177.356,,1491511.537,305994.740,243391.783,118471.267,17100.689
2020,4,2020,9,Other Cable,,,1876046.754,,,,
2020,4,2020,9,Right Wing Cable,339707.967,,895147.862,91301.328,,,
2020,4,2020,9,Soft Broadcast News,1208536.445,,1958457.068,367853.383,176404.585,,
2020,4,2020,9,Spanish News,100927.803,,2158600.583,69403.555,25346.660,21615.272,
2020,4,2020,10,Hard Broadcast News,,,,,297028.445,,
2020,4,2020,10,Left Wing Cable,77836.080,,691445.412,,176936.939,,
2020,4,2020,10,No or Minimal News,62121.655,,,,,,
2020,4,2020,10,Other Cable,113936.898,81122.359,1543556.405,,191055.960,,
2020,4,2020,10,Right Wing Cable,,,336731.340,,,,
2020,4,2020,10,Soft Broadcast News,2220705.578,314381.548,1846024.189,490883.310,373427.017,,
2020,4,2020,10,Spanish News,248295.746,48500.271,2341933.998,73559.905,38617.788,565.685,
2020,4,2020,11,Hard Broadcast News,,5801205.671,,,2306461.682,,
2020,4,2020,11,Left Wing Cable,,,,,111158.885,,
2020,4,2020,11,No or Minimal News,2617852.038,2444937.739,,,1626540.438,,
2020,4,2020,11,Other Cable,888449.778,1931218.962,1739401.211,,679232.357,,6442.316
2020,4,2020,11,Soft Broadcast News,1911617.630,1158169.612,1289509.814,251882.496,521442.984,,
2020,4,2020,11,Spanish News,245081.926,289579.734,1255598.312,,112652.705,20128.137,
2020,4,2020,12,Hard Broadcast News,,1834579.994,4312669.489,,316658.129,646816.390,
2020,4,2020,12,Left Wing Cable,,,3232639.158,,58643.208,403397.500,
2020,4,2020,12,Other Cable,41373.143,496514.610,2595973.968,,,,22566.962
2020,4,2020,12,Right Wing Cable,,,4361014.699,639677.681,,278099.895,7862.981
2020,4,2020,12,Soft Broadcast News,,,1803759.014,197903.619,,,
2020,4,2020,12,Spanish News,26005.790,38329.754,2538563.040,,,52464.865,
2020,4,2021,1,Hard Broadcast News,,5458777.961,493885.973,,1033884.032,,
2020,4,2021,1,No or Minimal News,,428907.552,,,,,
2020,4,2021,1,Other Cable,1277383.562,1673533.642,2340422.645,,,,5784.801
2020,4,2021,1,Right Wing Cable,,58423.631,3117070.183,271033.100,,,4420.239
2020,4,2021,1,Soft Broadcast News,3206128.223,919701.306,2118848.917,215924.232,220995.138,,
2020,4,2021,1,Spanish News,56844.113,292221.786,2078783.911,,,47288.219,
2020,4,2021,2,Hard Broadcast News,,3004740.166,7395215.410,775764.980,625857.215,,
2020,4,2021,2,Left Wing Cable,,,4353621.352,251531.630,,,
2020,4,2021,2,Other Cable,,,2603899.795,,,,
2020,4,2021,2,Right Wing Cable,,10963.839,5507376.345,923130.715,,,
2020,4,2021,2,Soft Broadcast News,1764803.415,218320.916,2717105.019,445408.601,75109.757,,
2020,4,2021,2,Spanish News,40569.099,200925.380,3644538.592,42416.087,21724.736,93878.552,
2020,4,2021,3,Hard Broadcast News,,416913.598,6806664.323,700223.454,165549.406,,9919.184
2020,4,2021,3,Left Wing Cable,,,5530878.708,1055955.428,704.015,532618.397,
2020,4,2021,3,Other Cable,,,2611317.979,,,,
2020,4,2021,3,Right Wing Cable,,,5491705.498,1099322.588,,51571.398,18361.537
2020,4,2021,3,Soft Broadcast News,829405.182,,2685650.273,294067.565,,,
2020,4,2021,3,Spanish News,,83305.980,3086058.287,34452.147,,60415.361,
2020,4,2021,4,Hard Broadcast News,,,6885657.018,887312.972,,,75190.165
2020,4,2021,4,Left Wing Cable,87096.769,,5168929.246,997450.344,64443.569,550350.294,
2020,4,2021,4,Other Cable,,,2966340.486,,,,
2020,4,2021,4,Right Wing Cable,6408.815,,5720533.322,1046910.780,,,35103.768
2020,4,2021,4,Soft Broadcast News,1123069.556,,2585015.979,327935.270,35796.369,,
2020,4,2021,4,Spanish News,,93990.809,3085899.561,8074.152,,41189.051,
2020,4,2021,5,Hard Broadcast News,,,8453711.503,891612.803,,,44587.752
2020,4,2021,5,Left Wing Cable,788047.026,,6206551.821,1302778.770,83243.813,834925.545,
2020,4,2021,5,Other Cable,,,3625664.490,,,,
2020,4,2021,5,Right Wing Cable,118268.460,,6269928.171,1038872.155,,46829.641,15720.582
2020,4,2021,5,Soft Broadcast News,370986.452,,2757273.567,208179.919,,,
2020,4,2021,5,Spanish News,,42972.374,3189199.453,45130.588,,52929.141,
2020,4,2021,6,Hard Broadcast News,,,10413091.560,1696559.538,,,87601.071
2020,4,2021,6,Left Wing Cable,650235.720,,6761392.312,1616673.385,38237.518,822755.207,24982.169
2020,4,2021,6,Other Cable,,,3783672.665,,,,
2020,4,2021,6,Right Wing Cable,59829.125,,6317049.576,1036451.100,,93036.629,34067.979
2020,4,2021,6,Soft Broadcast News,294065.476,,3155570.988,430496.581,,,
2020,4,2021,6,Spanish News,,,3198918.647,43730.348,,56603.483,
2020,4,2021,7,Hard Broadcast News,,,9781202.022,530836.526,,,
2020,4,2021,7,Left Wing Cable,609973.512,,6922146.380,1030673.487,29931.918,869955.402,8682.910
2020,4,2021,7,Other Cable,,,5920147.659,,,,49661.625
2020,4,2021,7,Right Wing Cable,88480.391,,6630823.425,1009229.221,,232430.075,55601.959
2020,4,2021,7,Soft Broadcast News,175684.011,,2754254.268,157919.008,,,
2020,4,2021,7,Spanish News,9618.135,,3380970.278,,,104040.773,
2020,4,2021,8,Hard Broadcast News,,,9390989.151,762706.494,696943.157,,78324.671
2020,4,2021,8,Left Wing Cable,353318.899,,6342534.154,1196887.262,42127.047,843307.466,
2020,4,2021,8,Other Cable,,,5035500.498,,,,
2020,4,2021,8,Right Wing Cable,,,5020273.812,410481.963,,,21264.346
2020,4,2021,8,Soft Broadcast News,481726.947,,2842230.623,170624.815,106072.957,,
2020,4,2021,8,Spanish News,,50190.219,3606581.729,50804.181,,102823.579,
2020,4,2021,9,Hard Broadcast News,,,9904195.302,570780.140,305589.602,,12470.451
2020,4,2021,9,Left Wing Cable,1340215.417,,6745001.323,1454192.852,134733.964,1003901.745,
2020,4,2021,9,Other Cable,,,4372283.370,,,,
2020,4,2021,9,Right Wing Cable,,,5509626.216,621877.688,,27416.830,50453.466
2020,4,2021,9,Soft Broadcast News,594477.470,,3125333.534,269937.995,,,
2020,4,2021,9,Spanish News,,37073.935,3471434.455,38358.761,,75713.574,
2020,4,2021,10,Hard Broadcast News,,,8647336.886,533023.931,208858.835,,
2020,4,2021,10,Left Wing Cable,2282229.679,,7497800.372,1850266.253,174315.117,1180072.201,
2020,4,2021,10,Other Cable,,,4169930.633,,,,
2020,4,2021,10,Right Wing Cable,,,5995359.648,723175.568,,70311.436,20781.523
2020,4,2021,10,Soft Broadcast News,542096.812,,3066442.262,280867.594,,,
2020,4,2021,10,Spanish News,22844.794,24117.912,3511474.387,45987.716,,78760.635,
2020,4,2021,11,Hard Broadcast News,,,8995292.507,544424.384,546184.507,,26945.671
2020,4,2021,11,Left Wing Cable,2270410.784,,7413994.419,1995664.739,172868.756,1127389.154,
2020,4,2021,11,Other Cable,,,3936424.247,,,,21743.475
2020,4,2021,11,Right Wing Cable,,,5165476.125,448121.580,,,4670.964
2020,4,2021,11,Soft Broadcast News,117063.041,,2643585.347,168908.745,48994.790,,
2020,4,2021,11,Spanish News,,31728.391,3534682.564,,,119244.579,
2020,4,2021,12,Hard Broadcast News,,,8500460.279,,4333.175,,34572.054
2020,4,2021,12,Left Wing Cable,2241845.474,,6727055.348,1517268.999,197850.533,1112926.404,
2020,4,2021,12,Other Cable,242446.674,,5052575.713,,,,11944.662
2020,4,2021,12,Right Wing Cable,,,5850033.644,792923.052,,101631.832,33450.565
2020,4,2021,12,Soft Broadcast News,151309.238,,2846439.198,87131.201,,,
2020,4,2021,12,Spanish News,,53361.261,3282021.099,,,167208.089,
2020,4,2022,1,Hard Broadcast News,,,8073978.150,,,,
2020,4,2022,1,Left Wing Cable,3139203.796,,7247232.542,1945793.193,192208.533,1169120.597,
2020,4,2022,1,Other Cable,152768.900,,4540733.325,,,,
2020,4,2022,1,Right Wing Cable,160275.018,,5800196.224,915728.375,,63629.703,20519.436
2020,4,2022,1,Soft Broadcast News,927889.787,,2632815.456,296736.104,,,
2020,4,2022,1,Spanish News,69703.752,41954.971,3205394.744,37049.661,,195202.347,
2020,4,2022,2,Hard Broadcast News,,,10680883.714,536034.277,1172632.302,,60150.350
2020,4,2022,2,Left Wing Cable,680101.583,,6091450.482,1362750.658,96350.757,746402.591,
2020,4,2022,2,Other Cable,,,4894795.372,,,,
2020,4,2022,2,Right Wing Cable,,,5051159.867,275863.393,,,
2020,4,2022,2,Soft Broadcast News,80886.346,,3376905.776,278465.376,271491.473,,
2020,4,2022,2,Spanish News,,57869.821,3759864.794,20140.192,38844.956,180575.379,
2020,4,2022,3,Hard Broadcast News,,,8835147.089,68451.556,1300275.990,,
2020,4,2022,3,Left Wing Cable,488893.817,,6028501.577,1144638.366,116814.243,464866.985,
2020,4,2022,3,Other Cable,,,4854273.876,,,,
2020,4,2022,3,Right Wing Cable,,,4397252.810,175826.595,,,4223.512
2020,4,2022,3,Soft Broadcast News,830039.053,,3480872.391,349788.832,498102.068,,
2020,4,2022,3,Spanish News,13758.390,17628.258,3605849.785,36388.313,,151471.832,
2020,4,2022,4,Hard Broadcast News,,,11760071.277,346802.012,573849.081,,
2020,4,2022,4,Left Wing Cable,1936862.863,,7851327.453,1693768.324,73686.139,853563.046,11872.980
2020,4,2022,4,Other Cable,,,5206228.336,,,,
2020,4,2022,4,Right Wing Cable,,,5712345.894,544595.168,,,110507.616
2020,4,2022,4,Soft Broadcast News,799712.733,,4004157.937,288883.234,349701.516,,
2020,4,2022,4,Spanish News,23360.089,,4653291.444,27051.180,,170435.304,
2020,4,2022,5,Hard Broadcast News,,,11492873.731,679502.420,418744.943,,
2020,4,2022,5,Left Wing Cable,2283945.093,,7590413.209,1860773.838,158442.951,951659.879,38172.238
2020,4,2022,5,Other Cable,,,5259386.859,,,,
2020,4,2022,5,Right Wing Cable,,,6133355.789,646260.155,,,85087.362
2020,4,2022,5,Soft Broadcast News,613678.494,,3907323.332,325835.533,267448.183,,
2020,4,2022,5,Spanish News,64367.806,,4374206.090,36582.288,,143578.619,
2020,4,2022,6,Hard Broadcast News,,,11780202.705,742824.091,418862.224,,10051.901
2020,4,2022,6,Left Wing Cable,1513730.345,,7077342.170,1559586.488,168261.540,730410.862,37144.301
2020,4,2022,6,Other Cable,,,5416470.682,,,,
2020,4,2022,6,Right Wing Cable,,,6109379.082,721831.243,,,65186.155
2020,4,2022,6,Soft Broadcast News,1832574.856,,4493998.361,422566.194,383081.878,,
2020,4,2022,6,Spanish News,,,4864794.559,65997.379,,131405.804,
2020,4,2022,7,Hard Broadcast News,,,14008660.585,798512.811,583043.340,,78102.260
2020,4,2022,7,Left Wing Cable,1208105.549,,7581891.297,1409444.568,128686.730,843464.081,54341.956
2020,4,2022,7,Other Cable,,,6857233.003,,,,
2020,4,2022,7,Right Wing Cable,,,6719944.261,645599.961,,,103155.726
2020,4,2022,7,Soft Broadcast News,1220349.603,,4650690.290,456165.208,423224.661,,
2020,4,2022,7,Spanish News,,,5036417.269,80103.654,,137557.401,
2020,4,2022,8,Hard Broadcast News,,,14552699.585,1332181.876,527921.308,,55733.808
2020,4,2022,8,Left Wing Cable,1201348.033,,7783780.136,1626744.407,195500.085,818728.114,46814.634
2020,4,2022,8,Other Cable,,,6550673.358,,,,
2020,4,2022,8,Right Wing Cable,,,6479646.842,699209.929,,,43622.178
