year,month,state,gender,age_group,race,category,value,medium
2016,1,US,All,All,All,news,33.144,tv
2016,2,US,All,All,All,news,31.589,tv
2016,3,US,All,All,All,news,34.139,tv
2016,4,US,All,All,All,news,28.909,tv
2016,5,US,All,All,All,news,29.202,tv
2016,6,US,All,All,All,news,29.044,tv
2016,7,US,All,All,All,news,34.329,tv
2016,8,US,All,All,All,news,29.152,tv
2016,9,US,All,All,All,news,31.158,tv
2016,10,US,All,All,All,news,35.946,tv
2016,11,US,All,All,All,news,36.776,tv
2016,12,US,All,All,All,news,30.799,tv
2017,1,US,All,All,All,news,37.786,tv
2017,2,US,All,All,All,news,32.523,tv
2017,3,US,All,All,All,news,33.801,tv
2017,4,US,All,All,All,news,30.282,tv
2017,5,US,All,All,All,news,32.669,tv
2017,6,US,All,All,All,news,31.783,tv
2017,7,US,All,All,All,news,29.259,tv
2017,8,US,All,All,All,news,33.746,tv
2017,9,US,All,All,All,news,34.127,tv
2017,11,US,All,All,All,news,31.687,tv
2017,12,US,All,All,All,news,32.652,tv
2018,1,US,All,All,All,news,35.738,tv
2018,2,US,All,All,All,news,30.440,tv
2018,3,US,All,All,All,news,32.770,tv
2018,4,US,All,All,All,news,31.420,tv
2018,5,US,All,All,All,news,31.932,tv
2018,6,US,All,All,All,news,29.537,tv
2018,7,US,All,All,All,news,29.788,tv
2018,8,US,All,All,All,news,31.413,tv
2018,9,US,All,All,All,news,33.790,tv
2018,10,US,All,All,All,news,33.382,tv
2018,11,US,All,All,All,news,32.747,tv
2018,12,US,All,All,All,news,31.636,tv
2019,1,US,All,All,All,news,32.905,tv
2019,2,US,All,All,All,news,30.134,tv
2019,3,US,All,All,All,news,30.366,tv
2019,4,US,All,All,All,news,28.226,tv
2019,5,US,All,All,All,news,29.415,tv
2019,6,US,All,All,All,news,26.686,tv
2019,7,US,All,All,All,news,27.705,tv
2019,8,US,All,All,All,news,27.387,tv
2019,9,US,All,All,All,news,28.828,tv
2019,10,US,All,All,All,news,31.158,tv
2019,11,US,All,All,All,news,30.937,tv
2019,12,US,All,All,All,news,29.898,tv
2020,1,US,All,All,All,news,33.909,tv
2020,2,US,All,All,All,news,30.723,tv
2020,3,US,All,All,All,news,42.407,tv
2020,4,US,All,All,All,news,40.847,tv
2020,5,US,All,All,All,news,35.681,tv
2020,6,US,All,All,All,news,34.609,tv
2020,7,US,All,All,All,news,33.426,tv
2020,8,US,All,All,All,news,34.151,tv
2020,9,US,All,All,All,news,32.364,tv
2020,10,US,All,All,All,news,38.976,tv
2020,11,US,All,All,All,news,39.868,tv
2020,12,US,All,All,All,news,32.266,tv
2021,1,US,All,All,All,news,40.893,tv
2021,2,US,All,All,All,news,28.484,tv
2021,3,US,All,All,All,news,28.964,tv
2021,4,US,All,All,All,news,26.834,tv
2021,5,US,All,All,All,news,24.137,tv
2021,6,US,All,All,All,news,23.382,tv
2021,7,US,All,All,All,news,22.765,tv
2021,8,US,All,All,All,news,25.815,tv
2021,9,US,All,All,All,news,24.322,tv
2021,10,US,All,All,All,news,24.012,tv
2021,11,US,All,All,All,news,24.785,tv
2021,12,US,All,All,All,news,24.306,tv
2022,1,US,All,All,All,news,26.342,tv
2022,2,US,All,All,All,news,24.929,tv
2022,3,US,All,All,All,news,29.243,tv
2022,4,US,All,All,All,news,24.418,tv
2022,5,US,All,All,All,news,24.069,tv
2022,6,US,All,All,All,news,24.508,tv
2022,7,US,All,All,All,news,23.168,tv
2022,8,US,All,All,All,news,24.905,tv
2022,9,US,All,All,All,news,25.260,tv
2022,10,US,All,All,All,news,24.669,tv
2022,11,US,All,All,All,news,0.000,tv
2022,12,US,All,All,All,news,0.000,tv
2023,1,US,All,All,All,news,0.000,tv
2023,2,US,All,All,All,news,0.000,tv
2023,3,US,All,All,All,news,0.000,tv
2023,4,US,All,All,All,news,0.000,tv
2023,5,US,All,All,All,news,0.000,tv
2023,6,US,All,All,All,news,0.000,tv
2023,7,US,All,All,All,news,0.000,tv
2023,8,US,All,All,All,news,0.000,tv
2023,9,US,All,All,All,news,0.000,tv
2023,10,US,All,All,All,news,0.000,tv
2023,11,US,All,All,All,news,0.000,tv
2016,1,US,All,18-24,All,news,4.912,tv
2016,1,US,All,25-34,All,news,10.135,tv
2016,1,US,All,35-44,All,news,19.369,tv
2016,1,US,All,45-54,All,news,31.634,tv
2016,1,US,All,55+,All,news,58.450,tv
2016,2,US,All,18-24,All,news,4.494,tv
2016,2,US,All,25-34,All,news,9.937,tv
2016,2,US,All,35-44,All,news,18.266,tv
2016,2,US,All,45-54,All,news,30.215,tv
2016,2,US,All,55+,All,news,55.681,tv
2016,3,US,All,18-24,All,news,4.843,tv
2016,3,US,All,25-34,All,news,10.593,tv
2016,3,US,All,35-44,All,news,19.754,tv
2016,3,US,All,45-54,All,news,33.085,tv
2016,3,US,All,55+,All,news,60.032,tv
2016,4,US,All,18-24,All,news,3.852,tv
2016,4,US,All,25-34,All,news,8.284,tv
2016,4,US,All,35-44,All,news,16.124,tv
2016,4,US,All,45-54,All,news,28.125,tv
2016,4,US,All,55+,All,news,51.391,tv
2016,5,US,All,18-24,All,news,4.038,tv
2016,5,US,All,25-34,All,news,8.264,tv
2016,5,US,All,35-44,All,news,15.769,tv
2016,5,US,All,45-54,All,news,27.748,tv
2016,5,US,All,55+,All,news,52.482,tv
2016,6,US,All,18-24,All,news,4.173,tv
2016,6,US,All,25-34,All,news,8.075,tv
2016,6,US,All,35-44,All,news,15.656,tv
2016,6,US,All,45-54,All,news,27.637,tv
2016,6,US,All,55+,All,news,52.227,tv
2016,7,US,All,18-24,All,news,4.832,tv
2016,7,US,All,25-34,All,news,9.836,tv
2016,7,US,All,35-44,All,news,18.789,tv
2016,7,US,All,45-54,All,news,32.431,tv
2016,7,US,All,55+,All,news,61.631,tv
2016,8,US,All,18-24,All,news,3.913,tv
2016,8,US,All,25-34,All,news,8.225,tv
2016,8,US,All,35-44,All,news,15.776,tv
2016,8,US,All,45-54,All,news,27.393,tv
2016,8,US,All,55+,All,news,52.547,tv
2016,9,US,All,18-24,All,news,4.155,tv
2016,9,US,All,25-34,All,news,9.559,tv
2016,9,US,All,35-44,All,news,18.106,tv
2016,9,US,All,45-54,All,news,30.304,tv
2016,9,US,All,55+,All,news,54.573,tv
2016,10,US,All,18-24,All,news,4.890,tv
2016,10,US,All,25-34,All,news,11.261,tv
2016,10,US,All,35-44,All,news,21.590,tv
2016,10,US,All,45-54,All,news,35.237,tv
2016,10,US,All,55+,All,news,62.417,tv
2016,11,US,All,18-24,All,news,6.128,tv
2016,11,US,All,25-34,All,news,12.619,tv
2016,11,US,All,35-44,All,news,22.711,tv
2016,11,US,All,45-54,All,news,36.551,tv
2016,11,US,All,55+,All,news,62.558,tv
2016,12,US,All,18-24,All,news,4.037,tv
2016,12,US,All,25-34,All,news,8.446,tv
2016,12,US,All,35-44,All,news,16.808,tv
2016,12,US,All,45-54,All,news,29.299,tv
2016,12,US,All,55+,All,news,55.121,tv
2017,1,US,All,18-24,All,news,5.105,tv
2017,1,US,All,25-34,All,news,10.953,tv
2017,1,US,All,35-44,All,news,21.351,tv
2017,1,US,All,45-54,All,news,36.124,tv
2017,1,US,All,55+,All,news,66.940,tv
2017,2,US,All,18-24,All,news,4.008,tv
2017,2,US,All,25-34,All,news,9.237,tv
2017,2,US,All,35-44,All,news,18.222,tv
2017,2,US,All,45-54,All,news,31.200,tv
2017,2,US,All,55+,All,news,57.862,tv
2017,3,US,All,18-24,All,news,4.189,tv
2017,3,US,All,25-34,All,news,9.151,tv
2017,3,US,All,35-44,All,news,18.810,tv
2017,3,US,All,45-54,All,news,32.620,tv
2017,3,US,All,55+,All,news,60.272,tv
2017,4,US,All,18-24,All,news,3.647,tv
2017,4,US,All,25-34,All,news,8.317,tv
2017,4,US,All,35-44,All,news,16.610,tv
2017,4,US,All,45-54,All,news,29.263,tv
2017,4,US,All,55+,All,news,54.055,tv
2017,5,US,All,18-24,All,news,3.838,tv
2017,5,US,All,25-34,All,news,8.620,tv
2017,5,US,All,35-44,All,news,18.126,tv
2017,5,US,All,45-54,All,news,31.587,tv
2017,5,US,All,55+,All,news,58.362,tv
2017,6,US,All,18-24,All,news,3.898,tv
2017,6,US,All,25-34,All,news,8.115,tv
2017,6,US,All,35-44,All,news,17.191,tv
2017,6,US,All,45-54,All,news,30.276,tv
2017,6,US,All,55+,All,news,57.232,tv
2017,7,US,All,18-24,All,news,3.431,tv
2017,7,US,All,25-34,All,news,7.076,tv
2017,7,US,All,35-44,All,news,15.406,tv
2017,7,US,All,45-54,All,news,27.840,tv
2017,7,US,All,55+,All,news,53.118,tv
2017,8,US,All,18-24,All,news,3.998,tv
2017,8,US,All,25-34,All,news,8.748,tv
2017,8,US,All,35-44,All,news,18.661,tv
2017,8,US,All,45-54,All,news,33.185,tv
2017,8,US,All,55+,All,news,60.133,tv
2017,9,US,All,18-24,All,news,4.284,tv
2017,9,US,All,25-34,All,news,9.428,tv
2017,9,US,All,35-44,All,news,19.550,tv
2017,9,US,All,45-54,All,news,34.300,tv
2017,9,US,All,55+,All,news,59.600,tv
2017,11,US,All,18-24,All,news,3.611,tv
2017,11,US,All,25-34,All,news,7.766,tv
2017,11,US,All,35-44,All,news,16.534,tv
2017,11,US,All,45-54,All,news,31.386,tv
2017,11,US,All,55+,All,news,56.728,tv
2017,12,US,All,18-24,All,news,3.604,tv
2017,12,US,All,25-34,All,news,7.581,tv
2017,12,US,All,35-44,All,news,16.581,tv
2017,12,US,All,45-54,All,news,31.839,tv
2017,12,US,All,55+,All,news,59.035,tv
2018,1,US,All,18-24,All,news,4.093,tv
2018,1,US,All,25-34,All,news,8.768,tv
2018,1,US,All,35-44,All,news,19.097,tv
2018,1,US,All,45-54,All,news,34.946,tv
2018,1,US,All,55+,All,news,63.946,tv
2018,2,US,All,18-24,All,news,3.569,tv
2018,2,US,All,25-34,All,news,7.141,tv
2018,2,US,All,35-44,All,news,15.321,tv
2018,2,US,All,45-54,All,news,30.565,tv
2018,2,US,All,55+,All,news,54.685,tv
2018,3,US,All,18-24,All,news,3.502,tv
2018,3,US,All,25-34,All,news,7.561,tv
2018,3,US,All,35-44,All,news,16.546,tv
2018,3,US,All,45-54,All,news,32.451,tv
2018,3,US,All,55+,All,news,59.204,tv
2018,4,US,All,18-24,All,news,3.082,tv
2018,4,US,All,25-34,All,news,6.957,tv
2018,4,US,All,35-44,All,news,15.572,tv
2018,4,US,All,45-54,All,news,30.333,tv
2018,4,US,All,55+,All,news,57.405,tv
2018,5,US,All,18-24,All,news,3.506,tv
2018,5,US,All,25-34,All,news,6.907,tv
2018,5,US,All,35-44,All,news,15.709,tv
2018,5,US,All,45-54,All,news,30.436,tv
2018,5,US,All,55+,All,news,58.498,tv
2018,6,US,All,18-24,All,news,3.182,tv
2018,6,US,All,25-34,All,news,6.062,tv
2018,6,US,All,35-44,All,news,14.157,tv
2018,6,US,All,45-54,All,news,27.826,tv
2018,6,US,All,55+,All,news,54.542,tv
2018,7,US,All,18-24,All,news,3.086,tv
2018,7,US,All,25-34,All,news,5.531,tv
2018,7,US,All,35-44,All,news,13.952,tv
2018,7,US,All,45-54,All,news,27.572,tv
2018,7,US,All,55+,All,news,55.657,tv
2018,8,US,All,18-24,All,news,2.942,tv
2018,8,US,All,25-34,All,news,6.038,tv
2018,8,US,All,35-44,All,news,14.188,tv
2018,8,US,All,45-54,All,news,29.154,tv
2018,8,US,All,55+,All,news,58.814,tv
2018,9,US,All,18-24,All,news,3.127,tv
2018,9,US,All,25-34,All,news,6.806,tv
2018,9,US,All,35-44,All,news,15.972,tv
2018,9,US,All,45-54,All,news,31.271,tv
2018,9,US,All,55+,All,news,62.645,tv
2018,10,US,All,18-24,All,news,2.886,tv
2018,10,US,All,25-34,All,news,6.462,tv
2018,10,US,All,35-44,All,news,15.584,tv
2018,10,US,All,45-54,All,news,31.059,tv
2018,10,US,All,55+,All,news,62.041,tv
2018,11,US,All,18-24,All,news,3.137,tv
2018,11,US,All,25-34,All,news,6.705,tv
2018,11,US,All,35-44,All,news,15.459,tv
2018,11,US,All,45-54,All,news,30.346,tv
2018,11,US,All,55+,All,news,60.543,tv
2018,12,US,All,18-24,All,news,2.929,tv
2018,12,US,All,25-34,All,news,5.973,tv
2018,12,US,All,35-44,All,news,14.056,tv
2018,12,US,All,45-54,All,news,28.676,tv
2018,12,US,All,55+,All,news,59.452,tv
2019,1,US,All,18-24,All,news,2.805,tv
2019,1,US,All,25-34,All,news,6.214,tv
2019,1,US,All,35-44,All,news,14.717,tv
2019,1,US,All,45-54,All,news,29.606,tv
2019,1,US,All,55+,All,news,61.912,tv
2019,2,US,All,18-24,All,news,2.595,tv
2019,2,US,All,25-34,All,news,5.765,tv
2019,2,US,All,35-44,All,news,13.332,tv
2019,2,US,All,45-54,All,news,26.994,tv
2019,2,US,All,55+,All,news,56.745,tv
2019,3,US,All,18-24,All,news,2.726,tv
2019,3,US,All,25-34,All,news,5.373,tv
2019,3,US,All,35-44,All,news,13.180,tv
2019,3,US,All,45-54,All,news,26.727,tv
2019,3,US,All,55+,All,news,57.595,tv
2019,4,US,All,18-24,All,news,2.384,tv
2019,4,US,All,25-34,All,news,5.005,tv
2019,4,US,All,35-44,All,news,11.690,tv
2019,4,US,All,45-54,All,news,24.763,tv
2019,4,US,All,55+,All,news,53.832,tv
2019,5,US,All,18-24,All,news,2.640,tv
2019,5,US,All,25-34,All,news,5.020,tv
2019,5,US,All,35-44,All,news,12.034,tv
2019,5,US,All,45-54,All,news,25.094,tv
2019,5,US,All,55+,All,news,56.505,tv
2019,6,US,All,18-24,All,news,2.538,tv
2019,6,US,All,25-34,All,news,4.550,tv
2019,6,US,All,35-44,All,news,10.745,tv
2019,6,US,All,45-54,All,news,22.089,tv
2019,6,US,All,55+,All,news,51.626,tv
2019,7,US,All,18-24,All,news,2.421,tv
2019,7,US,All,25-34,All,news,4.635,tv
2019,7,US,All,35-44,All,news,10.731,tv
2019,7,US,All,45-54,All,news,23.063,tv
2019,7,US,All,55+,All,news,53.766,tv
2019,8,US,All,18-24,All,news,2.527,tv
2019,8,US,All,25-34,All,news,4.552,tv
2019,8,US,All,35-44,All,news,10.664,tv
2019,8,US,All,45-54,All,news,22.787,tv
2019,8,US,All,55+,All,news,53.071,tv
2019,9,US,All,18-24,All,news,2.452,tv
2019,9,US,All,25-34,All,news,4.973,tv
2019,9,US,All,35-44,All,news,11.558,tv
2019,9,US,All,45-54,All,news,24.275,tv
2019,9,US,All,55+,All,news,55.372,tv
2019,10,US,All,18-24,All,news,2.504,tv
2019,10,US,All,25-34,All,news,5.356,tv
2019,10,US,All,35-44,All,news,12.067,tv
2019,10,US,All,45-54,All,news,26.114,tv
2019,10,US,All,55+,All,news,60.078,tv
2019,11,US,All,18-24,All,news,2.359,tv
2019,11,US,All,25-34,All,news,5.145,tv
2019,11,US,All,35-44,All,news,11.986,tv
2019,11,US,All,45-54,All,news,25.785,tv
2019,11,US,All,55+,All,news,59.793,tv
2019,12,US,All,18-24,All,news,2.404,tv
2019,12,US,All,25-34,All,news,4.875,tv
2019,12,US,All,35-44,All,news,11.394,tv
2019,12,US,All,45-54,All,news,24.984,tv
2019,12,US,All,55+,All,news,57.852,tv
2020,1,US,All,18-24,All,news,2.612,tv
2020,1,US,All,25-34,All,news,5.785,tv
2020,1,US,All,35-44,All,news,13.785,tv
2020,1,US,All,45-54,All,news,28.303,tv
2020,1,US,All,55+,All,news,65.173,tv
2020,2,US,All,18-24,All,news,2.309,tv
2020,2,US,All,25-34,All,news,5.438,tv
2020,2,US,All,35-44,All,news,12.271,tv
2020,2,US,All,45-54,All,news,25.810,tv
2020,2,US,All,55+,All,news,59.019,tv
2020,3,US,All,18-24,All,news,3.919,tv
2020,3,US,All,25-34,All,news,8.579,tv
2020,3,US,All,35-44,All,news,19.423,tv
2020,3,US,All,45-54,All,news,38.816,tv
2020,3,US,All,55+,All,news,78.505,tv
2020,4,US,All,18-24,All,news,3.496,tv
2020,4,US,All,25-34,All,news,7.352,tv
2020,4,US,All,35-44,All,news,17.403,tv
2020,4,US,All,45-54,All,news,36.615,tv
2020,4,US,All,55+,All,news,76.918,tv
2020,5,US,All,18-24,All,news,2.725,tv
2020,5,US,All,25-34,All,news,5.535,tv
2020,5,US,All,35-44,All,news,13.867,tv
2020,5,US,All,45-54,All,news,30.417,tv
2020,5,US,All,55+,All,news,68.840,tv
2020,6,US,All,18-24,All,news,2.647,tv
2020,6,US,All,25-34,All,news,5.752,tv
2020,6,US,All,35-44,All,news,13.706,tv
2020,6,US,All,45-54,All,news,29.712,tv
2020,6,US,All,55+,All,news,66.446,tv
2020,7,US,All,18-24,All,news,2.372,tv
2020,7,US,All,25-34,All,news,5.076,tv
2020,7,US,All,35-44,All,news,12.089,tv
2020,7,US,All,45-54,All,news,27.429,tv
2020,7,US,All,55+,All,news,65.466,tv
2020,8,US,All,18-24,All,news,2.371,tv
2020,8,US,All,25-34,All,news,5.576,tv
2020,8,US,All,35-44,All,news,12.399,tv
2020,8,US,All,45-54,All,news,28.528,tv
2020,8,US,All,55+,All,news,66.501,tv
2020,9,US,All,18-24,All,news,2.292,tv
2020,9,US,All,25-34,All,news,5.172,tv
2020,9,US,All,35-44,All,news,11.328,tv
2020,9,US,All,45-54,All,news,26.442,tv
2020,9,US,All,55+,All,news,62.985,tv
2020,10,US,All,18-24,All,news,2.717,tv
2020,10,US,All,25-34,All,news,6.386,tv
2020,10,US,All,35-44,All,news,14.533,tv
2020,10,US,All,45-54,All,news,32.701,tv
2020,10,US,All,55+,All,news,75.191,tv
2020,11,US,All,18-24,All,news,3.985,tv
2020,11,US,All,25-34,All,news,8.966,tv
2020,11,US,All,35-44,All,news,18.629,tv
2020,11,US,All,45-54,All,news,35.928,tv
2020,11,US,All,55+,All,news,73.075,tv
2020,12,US,All,18-24,All,news,2.472,tv
2020,12,US,All,25-34,All,news,4.511,tv
2020,12,US,All,35-44,All,news,11.159,tv
2020,12,US,All,45-54,All,news,25.863,tv
2020,12,US,All,55+,All,news,63.341,tv
2021,1,US,All,18-24,All,news,3.639,tv
2021,1,US,All,25-34,All,news,7.152,tv
2021,1,US,All,35-44,All,news,17.215,tv
2021,1,US,All,45-54,All,news,35.043,tv
2021,1,US,All,55+,All,news,77.367,tv
2021,2,US,All,18-24,All,news,1.857,tv
2021,2,US,All,25-34,All,news,4.212,tv
2021,2,US,All,35-44,All,news,9.928,tv
2021,2,US,All,45-54,All,news,22.245,tv
2021,2,US,All,55+,All,news,56.065,tv
2021,3,US,All,18-24,All,news,1.923,tv
2021,3,US,All,25-34,All,news,4.193,tv
2021,3,US,All,35-44,All,news,10.283,tv
2021,3,US,All,45-54,All,news,22.661,tv
2021,3,US,All,55+,All,news,56.912,tv
2021,4,US,All,18-24,All,news,1.942,tv
2021,4,US,All,25-34,All,news,4.023,tv
2021,4,US,All,35-44,All,news,10.109,tv
2021,4,US,All,45-54,All,news,21.873,tv
2021,4,US,All,55+,All,news,52.045,tv
2021,5,US,All,18-24,All,news,1.677,tv
2021,5,US,All,25-34,All,news,3.553,tv
2021,5,US,All,35-44,All,news,8.892,tv
2021,5,US,All,45-54,All,news,18.755,tv
2021,5,US,All,55+,All,news,47.292,tv
2021,6,US,All,18-24,All,news,1.616,tv
2021,6,US,All,25-34,All,news,3.418,tv
2021,6,US,All,35-44,All,news,8.209,tv
2021,6,US,All,45-54,All,news,18.062,tv
2021,6,US,All,55+,All,news,46.054,tv
2021,7,US,All,18-24,All,news,1.557,tv
2021,7,US,All,25-34,All,news,3.067,tv
2021,7,US,All,35-44,All,news,7.604,tv
2021,7,US,All,45-54,All,news,16.879,tv
2021,7,US,All,55+,All,news,45.368,tv
2021,8,US,All,18-24,All,news,1.715,tv
2021,8,US,All,25-34,All,news,3.587,tv
2021,8,US,All,35-44,All,news,8.807,tv
2021,8,US,All,45-54,All,news,19.822,tv
2021,8,US,All,55+,All,news,51.029,tv
2021,9,US,All,18-24,All,news,1.664,tv
2021,9,US,All,25-34,All,news,3.421,tv
2021,9,US,All,35-44,All,news,8.364,tv
2021,9,US,All,45-54,All,news,18.589,tv
2021,9,US,All,55+,All,news,47.714,tv
2021,10,US,All,18-24,All,news,1.608,tv
2021,10,US,All,25-34,All,news,3.188,tv
2021,10,US,All,35-44,All,news,7.900,tv
2021,10,US,All,45-54,All,news,18.113,tv
2021,10,US,All,55+,All,news,47.390,tv
2021,11,US,All,18-24,All,news,1.790,tv
2021,11,US,All,25-34,All,news,3.218,tv
2021,11,US,All,35-44,All,news,8.205,tv
2021,11,US,All,45-54,All,news,19.423,tv
2021,11,US,All,55+,All,news,48.633,tv
2021,12,US,All,18-24,All,news,1.733,tv
2021,12,US,All,25-34,All,news,3.125,tv
2021,12,US,All,35-44,All,news,8.026,tv
2021,12,US,All,45-54,All,news,18.065,tv
2021,12,US,All,55+,All,news,48.088,tv
2022,1,US,All,18-24,All,news,1.832,tv
2022,1,US,All,25-34,All,news,3.297,tv
2022,1,US,All,35-44,All,news,8.915,tv
2022,1,US,All,45-54,All,news,20.044,tv
2022,1,US,All,55+,All,news,51.929,tv
2022,2,US,All,18-24,All,news,1.620,tv
2022,2,US,All,25-34,All,news,3.202,tv
2022,2,US,All,35-44,All,news,8.735,tv
2022,2,US,All,45-54,All,news,19.584,tv
2022,2,US,All,55+,All,news,48.779,tv
2022,3,US,All,18-24,All,news,1.967,tv
2022,3,US,All,25-34,All,news,4.010,tv
2022,3,US,All,35-44,All,news,10.436,tv
2022,3,US,All,45-54,All,news,23.199,tv
2022,3,US,All,55+,All,news,56.906,tv
2022,4,US,All,18-24,All,news,1.662,tv
2022,4,US,All,25-34,All,news,2.794,tv
2022,4,US,All,35-44,All,news,7.908,tv
2022,4,US,All,45-54,All,news,18.071,tv
2022,4,US,All,55+,All,news,48.535,tv
2022,5,US,All,18-24,All,news,1.713,tv
2022,5,US,All,25-34,All,news,2.842,tv
2022,5,US,All,35-44,All,news,7.715,tv
2022,5,US,All,45-54,All,news,17.863,tv
2022,5,US,All,55+,All,news,47.784,tv
2022,6,US,All,18-24,All,news,1.640,tv
2022,6,US,All,25-34,All,news,2.644,tv
2022,6,US,All,35-44,All,news,7.545,tv
2022,6,US,All,45-54,All,news,17.505,tv
2022,6,US,All,55+,All,news,49.161,tv
2022,7,US,All,18-24,All,news,1.416,tv
2022,7,US,All,25-34,All,news,2.130,tv
2022,7,US,All,35-44,All,news,6.459,tv
2022,7,US,All,45-54,All,news,15.764,tv
2022,7,US,All,55+,All,news,47.254,tv
2022,8,US,All,18-24,All,news,1.401,tv
2022,8,US,All,25-34,All,news,2.463,tv
2022,8,US,All,35-44,All,news,7.091,tv
2022,8,US,All,45-54,All,news,17.032,tv
2022,8,US,All,55+,All,news,50.698,tv
2022,9,US,All,18-24,All,news,1.468,tv
2022,9,US,All,25-34,All,news,2.775,tv
2022,9,US,All,35-44,All,news,7.737,tv
2022,9,US,All,45-54,All,news,17.519,tv
2022,9,US,All,55+,All,news,50.921,tv
2022,10,US,All,18-24,All,news,1.376,tv
2022,10,US,All,25-34,All,news,2.431,tv
2022,10,US,All,35-44,All,news,7.415,tv
2022,10,US,All,45-54,All,news,16.824,tv
2022,10,US,All,55+,All,news,49.765,tv
2022,11,US,All,18-24,All,news,0.000,tv
2022,11,US,All,25-34,All,news,0.000,tv
2022,11,US,All,35-44,All,news,0.000,tv
2022,11,US,All,45-54,All,news,0.000,tv
2022,11,US,All,55+,All,news,0.000,tv
2022,12,US,All,18-24,All,news,0.000,tv
2022,12,US,All,25-34,All,news,0.000,tv
2022,12,US,All,35-44,All,news,0.000,tv
2022,12,US,All,45-54,All,news,0.000,tv
2022,12,US,All,55+,All,news,0.000,tv
2023,1,US,All,18-24,All,news,0.000,tv
2023,1,US,All,25-34,All,news,0.000,tv
2023,1,US,All,35-44,All,news,0.000,tv
2023,1,US,All,45-54,All,news,0.000,tv
2023,1,US,All,55+,All,news,0.000,tv
2023,2,US,All,18-24,All,news,0.000,tv
2023,2,US,All,25-34,All,news,0.000,tv
2023,2,US,All,35-44,All,news,0.000,tv
2023,2,US,All,45-54,All,news,0.000,tv
2023,2,US,All,55+,All,news,0.000,tv
2023,3,US,All,18-24,All,news,0.000,tv
2023,3,US,All,25-34,All,news,0.000,tv
2023,3,US,All,35-44,All,news,0.000,tv
2023,3,US,All,45-54,All,news,0.000,tv
2023,3,US,All,55+,All,news,0.000,tv
2023,4,US,All,18-24,All,news,0.000,tv
2023,4,US,All,25-34,All,news,0.000,tv
2023,4,US,All,35-44,All,news,0.000,tv
2023,4,US,All,45-54,All,news,0.000,tv
2023,4,US,All,55+,All,news,0.000,tv
2023,5,US,All,18-24,All,news,0.000,tv
2023,5,US,All,25-34,All,news,0.000,tv
2023,5,US,All,35-44,All,news,0.000,tv
2023,5,US,All,45-54,All,news,0.000,tv
2023,5,US,All,55+,All,news,0.000,tv
2023,6,US,All,18-24,All,news,0.000,tv
2023,6,US,All,25-34,All,news,0.000,tv
2023,6,US,All,35-44,All,news,0.000,tv
2023,6,US,All,45-54,All,news,0.000,tv
2023,6,US,All,55+,All,news,0.000,tv
2023,7,US,All,18-24,All,news,0.000,tv
2023,7,US,All,25-34,All,news,0.000,tv
2023,7,US,All,35-44,All,news,0.000,tv
2023,7,US,All,45-54,All,news,0.000,tv
2023,7,US,All,55+,All,news,0.000,tv
2023,8,US,All,18-24,All,news,0.000,tv
2023,8,US,All,25-34,All,news,0.000,tv
2023,8,US,All,35-44,All,news,0.000,tv
2023,8,US,All,45-54,All,news,0.000,tv
2023,8,US,All,55+,All,news,0.000,tv
2023,9,US,All,18-24,All,news,0.000,tv
2023,9,US,All,25-34,All,news,0.000,tv
2023,9,US,All,35-44,All,news,0.000,tv
2023,9,US,All,45-54,All,news,0.000,tv
2023,9,US,All,55+,All,news,0.000,tv
2023,10,US,All,18-24,All,news,0.000,tv
2023,10,US,All,25-34,All,news,0.000,tv
2023,10,US,All,35-44,All,news,0.000,tv
2023,10,US,All,45-54,All,news,0.000,tv
2023,10,US,All,55+,All,news,0.000,tv
2023,11,US,All,18-24,All,news,0.000,tv
2023,11,US,All,25-34,All,news,0.000,tv
2023,11,US,All,35-44,All,news,0.000,tv
2023,11,US,All,45-54,All,news,0.000,tv
2023,11,US,All,55+,All,news,0.000,tv
2016,1,US,Male,18-24,All,news,4.740,tv
2016,1,US,Female,18-24,All,news,5.088,tv
2016,1,US,Male,25-34,All,news,9.187,tv
2016,1,US,Female,25-34,All,news,11.085,tv
2016,1,US,Male,35-44,All,news,18.434,tv
2016,1,US,Female,35-44,All,news,20.283,tv
2016,1,US,Male,45-54,All,news,30.010,tv
2016,1,US,Female,45-54,All,news,33.197,tv
2016,1,US,Male,55+,All,news,56.497,tv
2016,1,US,Female,55+,All,news,60.167,tv
2016,2,US,Male,18-24,All,news,4.483,tv
2016,2,US,Female,18-24,All,news,4.505,tv
2016,2,US,Male,25-34,All,news,9.241,tv
2016,2,US,Female,25-34,All,news,10.636,tv
2016,2,US,Male,35-44,All,news,17.413,tv
2016,2,US,Female,35-44,All,news,19.102,tv
2016,2,US,Male,45-54,All,news,28.777,tv
2016,2,US,Female,45-54,All,news,31.595,tv
2016,2,US,Male,55+,All,news,53.718,tv
2016,2,US,Female,55+,All,news,57.411,tv
2016,3,US,Male,18-24,All,news,4.951,tv
2016,3,US,Female,18-24,All,news,4.733,tv
2016,3,US,Male,25-34,All,news,10.139,tv
2016,3,US,Female,25-34,All,news,11.047,tv
2016,3,US,Male,35-44,All,news,19.359,tv
2016,3,US,Female,35-44,All,news,20.139,tv
2016,3,US,Male,45-54,All,news,31.861,tv
2016,3,US,Female,45-54,All,news,34.260,tv
2016,3,US,Male,55+,All,news,59.053,tv
