period,state,medium,partisanship_scenario,diet_threshold,left_pct,right_pct,left_size,right_size
Since 2016,ID,tv,stringent,50,0.0135,0.1153,18491.9916,156771.9825
Since 2016,IL,tv,lenient,50,0.0820,0.0726,861288.8284,763952.3885
Since 2016,IL,tv,stringent,50,0.0357,0.0726,375390.3945,763952.3885
Since 2016,IN,tv,lenient,50,0.0641,0.0892,355542.6793,495649.1430
Since 2016,IN,tv,stringent,50,0.0309,0.0892,171744.5847,495649.1430
Since 2016,KS,tv,lenient,50,0.0579,0.0926,150439.0575,241027.3010
Since 2016,KS,tv,stringent,50,0.0236,0.0926,61259.1632,241027.3010
Since 2016,KY,tv,lenient,50,0.0585,0.1103,216233.2755,407185.9961
Since 2016,KY,tv,stringent,50,0.0251,0.1103,92257.8293,407185.9961
Since 2016,LA,tv,lenient,50,0.0702,0.0993,258961.7339,369963.3189
Since 2016,LA,tv,stringent,50,0.0293,0.0993,108482.6659,369963.3189
Since 2016,MA,tv,lenient,50,0.1207,0.0645,693895.8579,371586.9984
Since 2016,MA,tv,stringent,50,0.0450,0.0645,258947.4177,371586.9984
Since 2016,MD,tv,lenient,50,0.1376,0.0795,710456.8776,410816.7350
Since 2016,MD,tv,stringent,50,0.0549,0.0795,283955.8269,410816.7350
Since 2016,ME,tv,lenient,50,0.0811,0.0798,88657.6762,90188.9882
Since 2016,ME,tv,stringent,50,0.0429,0.0798,47262.7993,90188.9882
Since 2016,MI,tv,lenient,50,0.0753,0.0895,614096.9299,731652.2248
Since 2016,MI,tv,stringent,50,0.0346,0.0895,282110.4205,731652.2248
Since 2016,MN,tv,lenient,50,0.0732,0.0693,339144.1436,320958.3599
Since 2016,MN,tv,stringent,50,0.0319,0.0693,148172.7716,320958.3599
Since 2016,MO,tv,lenient,50,0.0631,0.0955,322157.2852,487863.1368
Since 2016,MO,tv,stringent,50,0.0299,0.0955,152569.8551,487863.1368
Since 2016,MS,tv,lenient,50,0.0621,0.1052,137474.4963,237820.0230
Since 2016,MS,tv,stringent,50,0.0304,0.1052,67475.5042,237820.0230
Since 2016,MT,tv,lenient,50,0.0545,0.1198,40745.1937,88501.6025
Since 2016,MT,tv,stringent,50,0.0301,0.1198,22287.4340,88501.6025
Since 2016,NC,tv,lenient,50,0.0797,0.0951,703528.6167,840628.2972
Since 2016,NC,tv,stringent,50,0.0338,0.0951,298568.6127,840628.2972
Since 2016,ND,tv,lenient,50,0.0441,0.1423,24502.3315,75234.7952
Since 2016,ND,tv,stringent,50,0.0231,0.1423,12404.1310,75234.7952
Since 2016,NE,tv,lenient,50,0.0433,0.0940,80284.8771,168728.6941
Since 2016,NE,tv,stringent,50,0.0184,0.0940,34023.9043,168728.6941
Since 2016,NH,tv,lenient,50,0.0913,0.1119,103440.3465,125444.6560
Since 2016,NH,tv,stringent,50,0.0405,0.1119,46235.5079,125444.6560
Since 2016,NJ,tv,lenient,50,0.1187,0.0951,938466.4480,757269.6143
Since 2016,NJ,tv,stringent,50,0.0440,0.0951,347988.6180,757269.6143
Since 2016,NM,tv,lenient,50,0.0780,0.0834,133468.1006,142772.9421
Since 2016,NM,tv,stringent,50,0.0354,0.0834,60413.4134,142772.9421
Since 2016,NV,tv,lenient,50,0.0945,0.1214,231343.3632,297651.1900
Since 2016,NV,tv,stringent,50,0.0436,0.1214,107076.9256,297651.1900
Since 2016,NY,tv,lenient,50,0.1203,0.0733,1899774.1335,1158383.4266
Since 2016,NY,tv,stringent,50,0.0517,0.0733,817812.4066,1158383.4266
Since 2016,OH,tv,lenient,50,0.0737,0.0953,709628.1858,920569.1325
Since 2016,OH,tv,stringent,50,0.0327,0.0953,314691.3448,920569.1325
Since 2016,OK,tv,lenient,50,0.0518,0.1023,170820.9383,337806.9920
Since 2016,OK,tv,stringent,50,0.0209,0.1023,69053.9032,337806.9920
Since 2016,OR,tv,lenient,50,0.0807,0.0827,277281.7523,285347.9948
Since 2016,OR,tv,stringent,50,0.0390,0.0827,134037.3469,285347.9948
Since 2016,PA,tv,lenient,50,0.0908,0.1041,965489.1720,1107477.3236
Since 2016,PA,tv,stringent,50,0.0400,0.1041,425703.5957,1107477.3236
Since 2016,RI,tv,lenient,50,0.0952,0.0703,85895.7041,64102.5580
Since 2016,RI,tv,stringent,50,0.0424,0.0703,38165.9662,64102.5580
Since 2016,SC,tv,lenient,50,0.0681,0.1078,295704.5115,473925.1759
Since 2016,SC,tv,stringent,50,0.0306,0.1078,133472.0296,473925.1759
Since 2016,SD,tv,lenient,50,0.0547,0.1163,35796.7778,76218.4340
Since 2016,SD,tv,stringent,50,0.0290,0.1163,19446.1762,76218.4340
Since 2016,TN,tv,lenient,50,0.0623,0.1174,350454.0619,663105.7819
Since 2016,TN,tv,stringent,50,0.0275,0.1174,155577.6818,663105.7819
Since 2016,TX,tv,lenient,50,0.0621,0.0774,1496665.0823,1862162.5882
Since 2016,TX,tv,stringent,50,0.0232,0.0774,561071.9925,1862162.5882
Since 2016,UT,tv,lenient,50,0.0495,0.0920,122086.8318,230136.4947
Since 2016,UT,tv,stringent,50,0.0168,0.0920,41236.4892,230136.4947
Since 2016,VA,tv,lenient,50,0.0977,0.1017,696642.0254,726101.1900
Since 2016,VA,tv,stringent,50,0.0374,0.1017,266487.5226,726101.1900
Since 2016,VT,tv,lenient,50,0.1203,0.0667,56599.4039,30978.5931
Since 2016,VT,tv,stringent,50,0.0744,0.0667,35231.1654,30978.5931
Since 2016,WA,tv,lenient,50,0.0961,0.0756,590256.3365,467162.9991
Since 2016,WA,tv,stringent,50,0.0477,0.0756,293517.1673,467162.9991
Since 2016,WI,tv,lenient,50,0.0600,0.0835,295365.8023,412542.5068
Since 2016,WI,tv,stringent,50,0.0266,0.0835,130756.5467,412542.5068
Since 2016,WV,tv,lenient,50,0.0543,0.1368,95717.1807,241834.3814
Since 2016,WV,tv,stringent,50,0.0190,0.1368,33218.4281,241834.3814
Since 2016,WY,tv,lenient,50,0.0482,0.0933,23025.2478,44816.3889
Since 2016,WY,tv,stringent,50,0.0195,0.0933,9582.8300,44816.3889
Last 12 months,AK,web,lenient,50,0.0202,0.0019,4723.4167,506.7500
Last 12 months,AK,web,stringent,50,0.0023,0.0000,565.4167,0.0000
Last 12 months,AL,web,lenient,50,0.0099,0.0110,24783.4167,28422.0000
Last 12 months,AL,web,stringent,50,0.0034,0.0006,8658.9167,1670.8333
Last 12 months,AR,web,lenient,50,0.0142,0.0061,24331.8333,10696.0833
Last 12 months,AR,web,stringent,50,0.0047,0.0005,8221.7500,835.9167
Last 12 months,AZ,web,lenient,50,0.0106,0.0215,41987.7500,85034.6667
Last 12 months,AZ,web,stringent,50,0.0040,0.0023,16179.0000,9193.5833
Last 12 months,CA,web,lenient,50,0.0171,0.0073,392528.3333,167420.5833
Last 12 months,CA,web,stringent,50,0.0059,0.0032,135779.3333,74658.5000
Last 12 months,CO,web,lenient,50,0.0196,0.0114,81691.4167,47400.0000
Last 12 months,CO,web,stringent,50,0.0077,0.0028,31483.3333,11621.5000
Last 12 months,CT,web,lenient,50,0.0119,0.0051,23405.6667,9552.1667
Last 12 months,CT,web,stringent,50,0.0039,0.0001,7715.0833,268.0833
Last 12 months,DC,web,lenient,50,0.0292,0.0079,6970.3333,1874.5833
Last 12 months,DC,web,stringent,50,0.0139,0.0067,3156.6667,1636.5833
Last 12 months,DE,web,lenient,50,0.0072,0.0062,5463.3333,4483.9167
Last 12 months,DE,web,stringent,50,0.0015,0.0024,1157.8333,1785.3333
Last 12 months,FL,web,lenient,50,0.0101,0.0082,134335.6667,110102.2500
Last 12 months,FL,web,stringent,50,0.0022,0.0014,29772.4167,18282.6667
Last 12 months,GA,web,lenient,50,0.0085,0.0079,57215.0000,53387.5000
Last 12 months,GA,web,stringent,50,0.0035,0.0016,23654.4167,10854.2500
Last 12 months,HI,web,lenient,50,0.0078,0.0005,3346.0000,186.0000
Last 12 months,HI,web,stringent,50,0.0025,0.0000,1060.5833,18.0000
Last 12 months,IA,web,lenient,50,0.0110,0.0106,17567.5833,16869.0833
Last 12 months,IA,web,stringent,50,0.0026,0.0030,4103.6667,4787.9167
Last 12 months,ID,web,lenient,50,0.0060,0.0384,4219.8333,26087.0833
Last 12 months,ID,web,stringent,50,0.0016,0.0252,1063.6667,17232.3333
Last 12 months,IL,web,lenient,50,0.0105,0.0072,75878.9167,51696.5833
Last 12 months,IL,web,stringent,50,0.0038,0.0016,27359.9167,11411.5000
Last 12 months,IN,web,lenient,50,0.0059,0.0100,20858.0000,35368.5833
Last 12 months,IN,web,stringent,50,0.0021,0.0058,7131.9167,20800.2500
Last 12 months,KS,web,lenient,50,0.0087,0.0110,13763.5000,16947.5000
Last 12 months,KS,web,stringent,50,0.0017,0.0045,2752.3333,6905.1667
Last 12 months,KY,web,lenient,50,0.0176,0.0121,44138.0833,30224.8333
Last 12 months,KY,web,stringent,50,0.0083,0.0008,20967.1667,2077.7500
Last 12 months,LA,web,lenient,50,0.0108,0.0134,21123.4167,26105.3333
Last 12 months,LA,web,stringent,50,0.0046,0.0043,9009.0833,8542.8333
Last 12 months,MA,web,lenient,50,0.0202,0.0078,83651.5833,33193.9167
Last 12 months,MA,web,stringent,50,0.0048,0.0006,19927.3333,2749.1667
Last 12 months,MD,web,lenient,50,0.0139,0.0076,53793.8333,29480.6667
Last 12 months,MD,web,stringent,50,0.0067,0.0009,26020.8333,3569.2500
Last 12 months,ME,web,lenient,50,0.0127,0.0168,9749.0833,13180.3333
Last 12 months,ME,web,stringent,50,0.0014,0.0000,1111.1667,0.0000
Last 12 months,MI,web,lenient,50,0.0125,0.0109,72551.9167,63232.9167
Last 12 months,MI,web,stringent,50,0.0056,0.0016,32627.9167,9337.2500
Last 12 months,MN,web,lenient,50,0.0105,0.0089,35733.2500,30132.6667
Last 12 months,MN,web,stringent,50,0.0022,0.0019,7523.0000,6291.5000
Last 12 months,MO,web,lenient,50,0.0087,0.0089,32588.2500,33224.6667
Last 12 months,MO,web,stringent,50,0.0031,0.0024,11522.5833,8862.8333
Last 12 months,MS,web,lenient,50,0.0079,0.0053,11496.5000,7776.2500
Last 12 months,MS,web,stringent,50,0.0050,0.0011,7280.0000,1558.5000
Last 12 months,MT,web,lenient,50,0.0161,0.0472,6487.6667,20046.4167
Last 12 months,MT,web,stringent,50,0.0072,0.0085,2760.1667,3918.0833
Last 12 months,NC,web,lenient,50,0.0156,0.0064,94190.0833,39143.8333
Last 12 months,NC,web,stringent,50,0.0065,0.0020,39446.0000,12243.6667
Last 12 months,ND,web,lenient,50,0.0076,0.0031,2588.9167,944.8333
Last 12 months,ND,web,stringent,50,0.0006,0.0031,207.5000,944.8333
Last 12 months,NE,web,lenient,50,0.0124,0.0146,12355.6667,14727.4167
Last 12 months,NE,web,stringent,50,0.0042,0.0026,4239.4167,2556.6667
Last 12 months,NH,web,lenient,50,0.0400,0.0101,54896.7500,13907.8333
Last 12 months,NH,web,stringent,50,0.0245,0.0034,33149.8333,4531.7500
Last 12 months,NJ,web,lenient,50,0.0151,0.0059,92087.8333,35873.7500
Last 12 months,NJ,web,stringent,50,0.0059,0.0041,36140.0833,25276.0833
Last 12 months,NM,web,lenient,50,0.0148,0.0140,13629.6667,13775.9167
Last 12 months,NM,web,stringent,50,0.0080,0.0021,7560.2500,2115.3333
Last 12 months,NV,web,lenient,50,0.0113,0.0063,20556.1667,11631.9167
Last 12 months,NV,web,stringent,50,0.0019,0.0005,3408.0000,964.5000
Last 12 months,NY,web,lenient,50,0.0136,0.0101,157957.5000,117738.9167
Last 12 months,NY,web,stringent,50,0.0052,0.0045,60862.0000,52434.1667
Last 12 months,OH,web,lenient,50,0.0116,0.0108,84660.2500,77745.2500
Last 12 months,OH,web,stringent,50,0.0036,0.0035,25917.9167,24746.0000
Last 12 months,OK,web,lenient,50,0.0086,0.0100,18933.5000,22142.2500
Last 12 months,OK,web,stringent,50,0.0027,0.0039,5973.0833,8811.5000
Last 12 months,OR,web,lenient,50,0.0163,0.0061,38204.6667,13279.5833
Last 12 months,OR,web,stringent,50,0.0070,0.0022,16481.1667,4894.4167
Last 12 months,PA,web,lenient,50,0.0148,0.0100,115295.0000,77937.9167
Last 12 months,PA,web,stringent,50,0.0062,0.0021,48535.9167,16668.8333
Last 12 months,RI,web,lenient,50,0.0084,0.0045,3452.0000,2040.5000
Last 12 months,RI,web,stringent,50,0.0045,0.0033,1984.6667,1563.5000
Last 12 months,SC,web,lenient,50,0.0123,0.0091,34986.3333,25694.0000
Last 12 months,SC,web,stringent,50,0.0057,0.0051,16188.9167,14511.8333
Last 12 months,SD,web,lenient,50,0.0090,0.0107,3375.2500,3968.2500
Last 12 months,SD,web,stringent,50,0.0063,0.0048,2295.2500,1689.6667
Last 12 months,TN,web,lenient,50,0.0106,0.0157,36260.0833,52507.5000
Last 12 months,TN,web,stringent,50,0.0043,0.0038,14920.0833,12804.5000
Last 12 months,TX,web,lenient,50,0.0103,0.0110,177345.2500,189139.6667
Last 12 months,TX,web,stringent,50,0.0033,0.0031,57594.0833,53209.8333
Last 12 months,UT,web,lenient,50,0.0103,0.0779,13679.1667,102881.2500
Last 12 months,UT,web,stringent,50,0.0061,0.0048,8148.4167,7150.7500
Last 12 months,VA,web,lenient,50,0.0185,0.0089,99196.5000,47864.4167
Last 12 months,VA,web,stringent,50,0.0084,0.0013,44606.2500,6957.0000
Last 12 months,VT,web,lenient,50,0.0097,0.0000,2247.4167,0.0000
Last 12 months,VT,web,stringent,50,0.0021,0.0000,480.0000,0.0000
Last 12 months,WA,web,lenient,50,0.0144,0.0134,70743.4167,65890.5833
Last 12 months,WA,web,stringent,50,0.0051,0.0060,25119.3333,29377.5833
Last 12 months,WI,web,lenient,50,0.0092,0.0096,30397.5833,32353.6667
Last 12 months,WI,web,stringent,50,0.0057,0.0046,18789.6667,16099.2500
Last 12 months,WV,web,lenient,50,0.0088,0.0200,9077.2500,20060.7500
Last 12 months,WV,web,stringent,50,0.0030,0.0030,3292.0000,3000.5000
Last 12 months,WY,web,lenient,50,0.0246,0.0056,7477.0000,1874.7500
Last 12 months,WY,web,stringent,50,0.0113,0.0041,3473.4167,1414.6667
Last 3 months,AK,web,lenient,50,0.0066,0.0052,1563.6667,1293.3333
Last 3 months,AK,web,stringent,50,0.0031,0.0000,777.0000,0.0000
Last 3 months,AL,web,lenient,50,0.0047,0.0142,12833.0000,39129.0000
Last 3 months,AL,web,stringent,50,0.0011,0.0010,2963.6667,2775.0000
Last 3 months,AR,web,lenient,50,0.0186,0.0042,29471.6667,6609.0000
Last 3 months,AR,web,stringent,50,0.0037,0.0005,5970.6667,785.3333
Last 3 months,AZ,web,lenient,50,0.0115,0.0221,48077.3333,91887.3333
Last 3 months,AZ,web,stringent,50,0.0069,0.0028,28933.3333,11545.0000
Last 3 months,CA,web,lenient,50,0.0172,0.0090,401815.3333,211559.6667
Last 3 months,CA,web,stringent,50,0.0056,0.0050,132387.6667,117006.6667
Last 3 months,CO,web,lenient,50,0.0254,0.0129,124158.0000,64786.3333
Last 3 months,CO,web,stringent,50,0.0074,0.0034,36023.6667,17476.3333
Last 3 months,CT,web,lenient,50,0.0160,0.0042,34154.6667,8138.3333
Last 3 months,CT,web,stringent,50,0.0060,0.0000,12486.0000,0.0000
Last 3 months,DC,web,lenient,50,0.0222,0.0160,5579.3333,4119.6667
Last 3 months,DC,web,stringent,50,0.0107,0.0133,2448.0000,3519.6667
Last 3 months,DE,web,lenient,50,0.0030,0.0033,1972.0000,2411.6667
Last 3 months,DE,web,stringent,50,0.0016,0.0017,1072.6667,1239.3333
Last 3 months,FL,web,lenient,50,0.0094,0.0082,126574.0000,112102.3333
Last 3 months,FL,web,stringent,50,0.0010,0.0014,14190.3333,18312.3333
Last 3 months,GA,web,lenient,50,0.0089,0.0057,62016.3333,40039.3333
Last 3 months,GA,web,stringent,50,0.0034,0.0014,23705.3333,9644.3333
Last 3 months,HI,web,lenient,50,0.0084,0.0020,3286.0000,744.0000
Last 3 months,HI,web,stringent,50,0.0020,0.0002,856.0000,72.0000
Last 3 months,IA,web,lenient,50,0.0132,0.0141,21370.6667,22892.6667
Last 3 months,IA,web,stringent,50,0.0025,0.0049,3830.3333,8097.0000
Last 3 months,ID,web,lenient,50,0.0020,0.0446,1532.3333,30732.3333
Last 3 months,ID,web,stringent,50,0.0015,0.0242,1141.3333,17071.3333
Last 3 months,IL,web,lenient,50,0.0127,0.0081,92850.6667,59028.3333
Last 3 months,IL,web,stringent,50,0.0050,0.0016,36486.6667,11507.0000
Last 3 months,IN,web,lenient,50,0.0059,0.0127,17454.0000,39678.3333
Last 3 months,IN,web,stringent,50,0.0040,0.0066,11357.0000,21206.0000
Last 3 months,KS,web,lenient,50,0.0124,0.0131,20631.6667,21606.3333
Last 3 months,KS,web,stringent,50,0.0050,0.0016,8674.0000,2611.0000
Last 3 months,KY,web,lenient,50,0.0168,0.0120,43664.6667,31115.0000
Last 3 months,KY,web,stringent,50,0.0086,0.0017,22555.3333,4501.3333
Last 3 months,LA,web,lenient,50,0.0045,0.0153,9059.6667,30571.3333
Last 3 months,LA,web,stringent,50,0.0014,0.0079,2813.3333,16039.0000
Last 3 months,MA,web,lenient,50,0.0145,0.0114,62630.6667,50814.3333
Last 3 months,MA,web,stringent,50,0.0032,0.0016,13946.6667,7491.0000
Last 3 months,MD,web,lenient,50,0.0136,0.0066,53485.0000,25752.3333
Last 3 months,MD,web,stringent,50,0.0059,0.0005,23230.6667,2027.6667
Last 3 months,ME,web,lenient,50,0.0096,0.0357,8004.0000,28761.0000
Last 3 months,ME,web,stringent,50,0.0036,0.0000,3003.0000,0.0000
Last 3 months,MI,web,lenient,50,0.0096,0.0148,53686.6667,83220.0000
Last 3 months,MI,web,stringent,50,0.0041,0.0018,23126.0000,10023.0000
Last 3 months,MN,web,lenient,50,0.0121,0.0090,44011.6667,32383.3333
Last 3 months,MN,web,stringent,50,0.0037,0.0015,13523.3333,5422.3333
Last 3 months,MO,web,lenient,50,0.0100,0.0145,37068.3333,53787.3333
Last 3 months,MO,web,stringent,50,0.0039,0.0064,14587.0000,23646.0000
Last 3 months,MS,web,lenient,50,0.0152,0.0117,21787.3333,16794.3333
Last 3 months,MS,web,stringent,50,0.0079,0.0006,11283.6667,781.6667
Last 3 months,MT,web,lenient,50,0.0029,0.0631,1172.0000,26006.0000
Last 3 months,MT,web,stringent,50,0.0000,0.0104,0.0000,5096.6667
Last 3 months,NC,web,lenient,50,0.0161,0.0042,97699.0000,25516.0000
Last 3 months,NC,web,stringent,50,0.0075,0.0017,45847.6667,10149.6667
Last 3 months,ND,web,lenient,50,0.0041,0.0000,1564.3333,0.0000
Last 3 months,ND,web,stringent,50,0.0012,0.0000,386.6667,0.0000
Last 3 months,NE,web,lenient,50,0.0073,0.0067,7428.6667,6792.6667
Last 3 months,NE,web,stringent,50,0.0038,0.0031,3921.0000,3126.3333
Last 3 months,NH,web,lenient,50,0.0521,0.0133,75876.6667,19034.6667
Last 3 months,NH,web,stringent,50,0.0313,0.0000,43885.0000,0.0000
Last 3 months,NJ,web,lenient,50,0.0190,0.0066,121446.6667,42038.3333
Last 3 months,NJ,web,stringent,50,0.0057,0.0040,36628.6667,25897.0000
Last 3 months,NM,web,lenient,50,0.0093,0.0142,10079.6667,15252.6667
Last 3 months,NM,web,stringent,50,0.0086,0.0035,9306.0000,3798.6667
Last 3 months,NV,web,lenient,50,0.0090,0.0075,16469.6667,13861.3333
Last 3 months,NV,web,stringent,50,0.0010,0.0013,1915.0000,2366.6667
Last 3 months,NY,web,lenient,50,0.0113,0.0122,129363.3333,139922.0000
Last 3 months,NY,web,stringent,50,0.0039,0.0080,44869.0000,91366.0000
Last 3 months,OH,web,lenient,50,0.0142,0.0112,110369.3333,85308.6667
Last 3 months,OH,web,stringent,50,0.0036,0.0027,28504.6667,19640.0000
Last 3 months,OK,web,lenient,50,0.0072,0.0091,15738.0000,20451.0000
Last 3 months,OK,web,stringent,50,0.0014,0.0057,3198.6667,12991.3333
Last 3 months,OR,web,lenient,50,0.0156,0.0078,34584.6667,16205.0000
Last 3 months,OR,web,stringent,50,0.0038,0.0009,7967.0000,1958.6667
Last 3 months,PA,web,lenient,50,0.0102,0.0136,80532.6667,107138.3333
Last 3 months,PA,web,stringent,50,0.0059,0.0022,47274.0000,17216.0000
Last 3 months,RI,web,lenient,50,0.0033,0.0010,1558.6667,438.6667
Last 3 months,RI,web,stringent,50,0.0025,0.0000,1172.0000,0.0000
Last 3 months,SC,web,lenient,50,0.0119,0.0125,32875.0000,34170.0000
Last 3 months,SC,web,stringent,50,0.0052,0.0016,14277.6667,4422.6667
Last 3 months,SD,web,lenient,50,0.0069,0.0061,2734.0000,2807.3333
Last 3 months,SD,web,stringent,50,0.0000,0.0017,0.0000,786.0000
Last 3 months,TN,web,lenient,50,0.0146,0.0140,52340.0000,49673.6667
Last 3 months,TN,web,stringent,50,0.0060,0.0044,21740.0000,15498.0000
Last 3 months,TX,web,lenient,50,0.0111,0.0109,198647.6667,194878.3333
Last 3 months,TX,web,stringent,50,0.0036,0.0037,64154.6667,65503.0000
Last 3 months,UT,web,lenient,50,0.0081,0.0785,5649.0000,69599.3333
Last 3 months,UT,web,stringent,50,0.0030,0.0078,1563.6667,10081.3333
Last 3 months,VA,web,lenient,50,0.0172,0.0056,95260.6667,30663.3333
Last 3 months,VA,web,stringent,50,0.0060,0.0011,33236.0000,5950.6667
Last 3 months,VT,web,lenient,50,0.0138,0.0000,3310.0000,0.0000
Last 3 months,VT,web,stringent,50,0.0049,0.0000,1172.6667,0.0000
Last 3 months,WA,web,lenient,50,0.0158,0.0176,78045.3333,86953.3333
Last 3 months,WA,web,stringent,50,0.0061,0.0080,30046.0000,39371.0000
Last 3 months,WI,web,lenient,50,0.0062,0.0156,21166.6667,55341.6667
Last 3 months,WI,web,stringent,50,0.0032,0.0107,10827.3333,38238.6667
Last 3 months,WV,web,lenient,50,0.0026,0.0211,2400.3333,19251.3333
Last 3 months,WV,web,stringent,50,0.0005,0.0004,390.3333,395.3333
Last 3 months,WY,web,lenient,50,0.0109,0.0021,3944.0000,777.0000
Last 3 months,WY,web,stringent,50,0.0098,0.0021,3553.0000,777.0000
Last 6 months,AK,web,lenient,50,0.0061,0.0026,1345.5000,646.6667
Last 6 months,AK,web,stringent,50,0.0033,0.0000,763.8333,0.0000
Last 6 months,AL,web,lenient,50,0.0078,0.0138,21033.3333,37202.6667
Last 6 months,AL,web,stringent,50,0.0028,0.0007,7418.3333,1784.0000
Last 6 months,AR,web,lenient,50,0.0146,0.0056,23286.3333,9336.8333
Last 6 months,AR,web,stringent,50,0.0041,0.0004,6631.6667,581.0000
Last 6 months,AZ,web,lenient,50,0.0087,0.0196,35673.8333,79592.5000
Last 6 months,AZ,web,stringent,50,0.0039,0.0020,16377.0000,8252.6667
Last 6 months,CA,web,lenient,50,0.0173,0.0081,404566.5000,189984.5000
Last 6 months,CA,web,stringent,50,0.0060,0.0038,140487.8333,89294.0000
Last 6 months,CO,web,lenient,50,0.0224,0.0117,103218.5000,54591.1667
Last 6 months,CO,web,stringent,50,0.0073,0.0026,33796.5000,12320.3333
Last 6 months,CT,web,lenient,50,0.0123,0.0044,25281.8333,8496.1667
Last 6 months,CT,web,stringent,50,0.0048,0.0000,9664.5000,0.0000
Last 6 months,DC,web,lenient,50,0.0263,0.0108,6189.5000,2668.1667
Last 6 months,DC,web,stringent,50,0.0205,0.0094,4623.8333,2368.1667
Last 6 months,DE,web,lenient,50,0.0034,0.0080,2484.5000,5670.6667
Last 6 months,DE,web,stringent,50,0.0021,0.0036,1557.0000,2622.0000
Last 6 months,FL,web,lenient,50,0.0097,0.0086,129852.8333,115356.3333
Last 6 months,FL,web,stringent,50,0.0022,0.0016,29498.0000,20954.8333
Last 6 months,GA,web,lenient,50,0.0071,0.0077,49383.8333,53464.0000
Last 6 months,GA,web,stringent,50,0.0028,0.0014,19870.6667,9799.5000
Last 6 months,HI,web,lenient,50,0.0121,0.0010,5229.5000,372.0000
Last 6 months,HI,web,stringent,50,0.0024,0.0001,1026.6667,36.0000
Last 6 months,IA,web,lenient,50,0.0089,0.0126,14257.1667,20230.1667
Last 6 months,IA,web,stringent,50,0.0016,0.0047,2479.1667,7551.6667
Last 6 months,ID,web,lenient,50,0.0066,0.0503,4458.1667,34024.8333
Last 6 months,ID,web,stringent,50,0.0033,0.0335,2127.3333,22688.0000
Last 6 months,IL,web,lenient,50,0.0106,0.0070,76960.5000,50850.6667
Last 6 months,IL,web,stringent,50,0.0040,0.0012,29179.8333,8377.3333
Last 6 months,IN,web,lenient,50,0.0053,0.0111,17618.8333,37433.6667
Last 6 months,IN,web,stringent,50,0.0024,0.0050,7219.1667,16909.5000
Last 6 months,KS,web,lenient,50,0.0116,0.0125,18659.1667,19329.8333
Last 6 months,KS,web,stringent,50,0.0026,0.0034,4524.8333,4959.5000
Last 6 months,KY,web,lenient,50,0.0178,0.0148,45573.1667,38049.1667
Last 6 months,KY,web,stringent,50,0.0080,0.0012,20924.8333,3002.6667
Last 6 months,LA,web,lenient,50,0.0090,0.0136,18005.6667,27169.8333
Last 6 months,LA,web,stringent,50,0.0043,0.0059,8666.3333,11867.1667
Last 6 months,MA,web,lenient,50,0.0171,0.0101,72962.8333,43893.5000
Last 6 months,MA,web,stringent,50,0.0037,0.0011,16107.3333,4897.8333
Last 6 months,MD,web,lenient,50,0.0120,0.0053,46842.0000,20696.8333
Last 6 months,MD,web,stringent,50,0.0041,0.0005,16170.1667,1800.0000
Last 6 months,ME,web,lenient,50,0.0066,0.0237,5500.0000,19106.0000
Last 6 months,ME,web,stringent,50,0.0018,0.0000,1501.5000,0.0000
Last 6 months,MI,web,lenient,50,0.0117,0.0128,67657.8333,73424.1667
Last 6 months,MI,web,stringent,50,0.0049,0.0020,28193.3333,11481.8333
Last 6 months,MN,web,lenient,50,0.0099,0.0108,35205.5000,37627.1667
Last 6 months,MN,web,stringent,50,0.0022,0.0022,7840.0000,7700.1667
Last 6 months,MO,web,lenient,50,0.0100,0.0134,37476.0000,50110.6667
Last 6 months,MO,web,stringent,50,0.0046,0.0045,17428.3333,16645.6667
Last 6 months,MS,web,lenient,50,0.0119,0.0079,17151.1667,11576.8333
Last 6 months,MS,web,stringent,50,0.0076,0.0013,10959.6667,1986.5000
Last 6 months,MT,web,lenient,50,0.0044,0.0634,1899.6667,27925.5000
Last 6 months,MT,web,stringent,50,0.0005,0.0114,187.8333,5543.3333
Last 6 months,NC,web,lenient,50,0.0174,0.0064,105156.0000,39060.1667
Last 6 months,NC,web,stringent,50,0.0075,0.0018,45332.1667,10816.0000
Last 6 months,ND,web,lenient,50,0.0111,0.0000,3621.5000,0.0000
Last 6 months,ND,web,stringent,50,0.0012,0.0000,380.6667,0.0000
Last 6 months,NE,web,lenient,50,0.0073,0.0146,7068.1667,14849.5000
Last 6 months,NE,web,stringent,50,0.0020,0.0025,2053.8333,2502.0000
Last 6 months,NH,web,lenient,50,0.0459,0.0136,65740.1667,19382.6667
Last 6 months,NH,web,stringent,50,0.0265,0.0026,37210.5000,3710.5000
Last 6 months,NJ,web,lenient,50,0.0156,0.0060,98080.6667,37771.0000
Last 6 months,NJ,web,stringent,50,0.0060,0.0042,37540.1667,25984.5000
Last 6 months,NM,web,lenient,50,0.0160,0.0170,15504.8333,16882.0000
Last 6 months,NM,web,stringent,50,0.0109,0.0027,10799.1667,2775.8333
Last 6 months,NV,web,lenient,50,0.0100,0.0082,18120.6667,14910.6667
Last 6 months,NV,web,stringent,50,0.0018,0.0010,3317.8333,1746.6667
Last 6 months,NY,web,lenient,50,0.0124,0.0101,144135.5000,116648.6667
Last 6 months,NY,web,stringent,50,0.0054,0.0060,63326.5000,68712.5000
