period,state,medium,partisanship_scenario,diet_threshold,left_pct,right_pct,left_size,right_size
Last 6 months,OH,web,lenient,50,0.0120,0.0128,90078.8333,93627.1667
Last 6 months,OH,web,stringent,50,0.0033,0.0048,24727.0000,34538.6667
Last 6 months,OK,web,lenient,50,0.0105,0.0106,23931.3333,24074.5000
Last 6 months,OK,web,stringent,50,0.0039,0.0066,8919.8333,15162.3333
Last 6 months,OR,web,lenient,50,0.0120,0.0094,26469.5000,19718.1667
Last 6 months,OR,web,stringent,50,0.0046,0.0037,9909.0000,7721.6667
Last 6 months,PA,web,lenient,50,0.0120,0.0101,96430.5000,80121.3333
Last 6 months,PA,web,stringent,50,0.0060,0.0021,48954.5000,17227.0000
Last 6 months,RI,web,lenient,50,0.0100,0.0005,4356.5000,219.3333
Last 6 months,RI,web,stringent,50,0.0086,0.0000,3787.1667,0.0000
Last 6 months,SC,web,lenient,50,0.0136,0.0101,38599.3333,27806.1667
Last 6 months,SC,web,stringent,50,0.0053,0.0036,14878.5000,10008.5000
Last 6 months,SD,web,lenient,50,0.0072,0.0120,2719.0000,4769.8333
Last 6 months,SD,web,stringent,50,0.0033,0.0014,1163.6667,580.6667
Last 6 months,TN,web,lenient,50,0.0095,0.0155,33566.3333,52461.5000
Last 6 months,TN,web,stringent,50,0.0037,0.0046,13031.0000,15431.0000
Last 6 months,TX,web,lenient,50,0.0106,0.0106,186148.3333,186284.3333
Last 6 months,TX,web,stringent,50,0.0036,0.0033,63878.1667,57433.1667
Last 6 months,UT,web,lenient,50,0.0070,0.0676,6448.3333,70233.5000
Last 6 months,UT,web,stringent,50,0.0041,0.0060,3841.6667,8428.1667
Last 6 months,VA,web,lenient,50,0.0170,0.0085,94325.1667,46929.8333
Last 6 months,VA,web,stringent,50,0.0077,0.0015,42555.3333,8382.3333
Last 6 months,VT,web,lenient,50,0.0092,0.0000,2218.3333,0.0000
Last 6 months,VT,web,stringent,50,0.0033,0.0000,773.8333,0.0000
Last 6 months,WA,web,lenient,50,0.0126,0.0165,62161.0000,81152.6667
Last 6 months,WA,web,stringent,50,0.0045,0.0068,22069.8333,33644.0000
Last 6 months,WI,web,lenient,50,0.0080,0.0135,26765.3333,46576.3333
Last 6 months,WI,web,stringent,50,0.0053,0.0083,17621.1667,29079.1667
Last 6 months,WV,web,lenient,50,0.0058,0.0155,5124.8333,14481.3333
Last 6 months,WV,web,stringent,50,0.0010,0.0002,946.1667,197.6667
Last 6 months,WY,web,lenient,50,0.0430,0.0023,12981.1667,764.5000
Last 6 months,WY,web,stringent,50,0.0204,0.0011,6220.5000,388.5000
Since 2016,AK,web,lenient,50,0.0188,0.0286,4649.6129,7322.4476
Since 2016,AK,web,stringent,50,0.0066,0.0073,1593.4952,2081.2510
Since 2016,AL,web,lenient,50,0.0143,0.0198,30068.7612,40309.1520
Since 2016,AL,web,stringent,50,0.0064,0.0057,13189.8230,11558.6565
Since 2016,AR,web,lenient,50,0.0160,0.0262,23008.5696,36978.3901
Since 2016,AR,web,stringent,50,0.0062,0.0064,9006.9080,8856.9576
Since 2016,AZ,web,lenient,50,0.0217,0.0230,71388.9783,75788.9424
Since 2016,AZ,web,stringent,50,0.0087,0.0084,28388.1438,26791.9142
Since 2016,CA,web,lenient,50,0.0245,0.0116,459718.2556,213235.4917
Since 2016,CA,web,stringent,50,0.0092,0.0046,172476.9423,83244.8024
Since 2016,CO,web,lenient,50,0.0202,0.0180,69668.8090,59888.7607
Since 2016,CO,web,stringent,50,0.0074,0.0068,25047.5547,22598.5770
Since 2016,CT,web,lenient,50,0.0198,0.0195,30480.2256,29421.2522
Since 2016,CT,web,stringent,50,0.0071,0.0091,10644.1046,12789.1133
Since 2016,DC,web,lenient,50,0.0348,0.0049,8794.0824,1224.6728
Since 2016,DC,web,stringent,50,0.0186,0.0032,4624.9416,778.1827
Since 2016,DE,web,lenient,50,0.0134,0.0330,8304.7277,18471.4333
Since 2016,DE,web,stringent,50,0.0048,0.0063,3075.2405,3601.1223
Since 2016,FL,web,lenient,50,0.0153,0.0164,165540.4217,175401.8486
Since 2016,FL,web,stringent,50,0.0058,0.0051,61423.0471,53158.5082
Since 2016,GA,web,lenient,50,0.0161,0.0136,87871.9084,72430.6381
Since 2016,GA,web,stringent,50,0.0069,0.0046,37279.1050,24507.3001
Since 2016,HI,web,lenient,50,0.0160,0.0076,6426.2875,3215.2311
Since 2016,HI,web,stringent,50,0.0070,0.0037,2740.0552,1702.1947
Since 2016,IA,web,lenient,50,0.0176,0.0169,26144.7681,25229.6013
Since 2016,IA,web,stringent,50,0.0060,0.0054,8910.3004,7872.1937
Since 2016,ID,web,lenient,50,0.0202,0.0314,14264.2062,22234.6319
Since 2016,ID,web,stringent,50,0.0075,0.0113,5380.5175,8093.0732
Since 2016,IL,web,lenient,50,0.0179,0.0099,115859.9933,61902.2121
Since 2016,IL,web,stringent,50,0.0076,0.0036,48607.9116,22260.2482
Since 2016,IN,web,lenient,50,0.0151,0.0146,50129.6054,47309.7427
Since 2016,IN,web,stringent,50,0.0064,0.0050,21084.6210,16562.4118
Since 2016,KS,web,lenient,50,0.0147,0.0229,19827.2254,30469.9446
Since 2016,KS,web,stringent,50,0.0043,0.0055,5807.2570,7244.4261
Since 2016,KY,web,lenient,50,0.0174,0.0135,36667.0061,27843.2780
Since 2016,KY,web,stringent,50,0.0079,0.0044,16699.5920,9086.4732
Since 2016,LA,web,lenient,50,0.0136,0.0198,24442.5202,35129.2227
Since 2016,LA,web,stringent,50,0.0057,0.0066,10233.2154,11726.2804
Since 2016,MA,web,lenient,50,0.0247,0.0128,86610.1342,43699.7555
Since 2016,MA,web,stringent,50,0.0100,0.0043,34887.8841,13797.7500
Since 2016,MD,web,lenient,50,0.0203,0.0167,67184.3995,55056.7447
Since 2016,MD,web,stringent,50,0.0081,0.0051,26617.5791,16346.8775
Since 2016,ME,web,lenient,50,0.0325,0.0141,23813.8915,10062.5159
Since 2016,ME,web,stringent,50,0.0082,0.0030,5958.7424,2091.7276
Since 2016,MI,web,lenient,50,0.0187,0.0181,95026.4546,89120.0101
Since 2016,MI,web,stringent,50,0.0090,0.0062,45102.1694,30781.4618
Since 2016,MN,web,lenient,50,0.0187,0.0175,55379.7623,51964.3060
Since 2016,MN,web,stringent,50,0.0077,0.0076,22253.4003,22557.6261
Since 2016,MO,web,lenient,50,0.0165,0.0178,54377.2336,58962.3376
Since 2016,MO,web,stringent,50,0.0062,0.0075,19828.9196,25112.1743
Since 2016,MS,web,lenient,50,0.0132,0.0166,17933.6078,20561.6653
Since 2016,MS,web,stringent,50,0.0060,0.0049,8164.5354,6222.2288
Since 2016,MT,web,lenient,50,0.0224,0.0263,9808.7646,12375.1245
Since 2016,MT,web,stringent,50,0.0124,0.0080,5552.0015,3631.1091
Since 2016,NC,web,lenient,50,0.0204,0.0151,98811.1807,71742.8231
Since 2016,NC,web,stringent,50,0.0093,0.0060,44484.7882,28702.9989
Since 2016,ND,web,lenient,50,0.0174,0.0242,5116.6759,6715.6140
Since 2016,ND,web,stringent,50,0.0043,0.0081,1239.5855,2349.3718
Since 2016,NE,web,lenient,50,0.0175,0.0253,16045.2652,22697.0303
Since 2016,NE,web,stringent,50,0.0068,0.0075,6197.9230,6877.6587
Since 2016,NH,web,lenient,50,0.0202,0.0155,21255.9525,15052.1610
Since 2016,NH,web,stringent,50,0.0081,0.0048,9100.9578,4667.7817
Since 2016,NJ,web,lenient,50,0.0185,0.0146,94072.8120,72888.9440
Since 2016,NJ,web,stringent,50,0.0075,0.0042,38084.8522,21553.3644
Since 2016,NM,web,lenient,50,0.0218,0.0182,15789.7768,13621.3517
Since 2016,NM,web,stringent,50,0.0102,0.0073,7489.2698,5359.1977
Since 2016,NV,web,lenient,50,0.0163,0.0142,22481.7580,18809.9435
Since 2016,NV,web,stringent,50,0.0061,0.0041,8339.1504,5222.5363
Since 2016,NY,web,lenient,50,0.0232,0.0086,219073.4699,83278.5259
Since 2016,NY,web,stringent,50,0.0100,0.0032,93817.2117,32076.2396
Since 2016,OH,web,lenient,50,0.0156,0.0141,92057.3943,82193.5093
Since 2016,OH,web,stringent,50,0.0060,0.0059,34977.8228,34264.6921
Since 2016,OK,web,lenient,50,0.0145,0.0195,24992.1882,33350.3091
Since 2016,OK,web,stringent,50,0.0056,0.0089,9387.3397,14822.5294
Since 2016,OR,web,lenient,50,0.0261,0.0175,56000.9769,36668.5460
Since 2016,OR,web,stringent,50,0.0137,0.0064,29729.7325,13269.0177
Since 2016,PA,web,lenient,50,0.0184,0.0163,124756.6543,110512.1901
Since 2016,PA,web,stringent,50,0.0082,0.0054,56017.9551,36895.1771
Since 2016,RI,web,lenient,50,0.0242,0.0107,9202.4758,4277.7076
Since 2016,RI,web,stringent,50,0.0112,0.0051,4256.1469,2037.3634
Since 2016,SC,web,lenient,50,0.0143,0.0142,33386.1164,31388.4723
Since 2016,SC,web,stringent,50,0.0057,0.0042,13140.3357,9406.0616
Since 2016,SD,web,lenient,50,0.0206,0.0355,6223.1666,10563.9261
Since 2016,SD,web,stringent,50,0.0080,0.0208,2268.5772,6544.6139
Since 2016,TN,web,lenient,50,0.0180,0.0219,47756.3265,60439.0596
Since 2016,TN,web,stringent,50,0.0076,0.0057,20307.8376,15311.3776
Since 2016,TX,web,lenient,50,0.0158,0.0194,207443.4193,246657.7751
Since 2016,TX,web,stringent,50,0.0061,0.0067,80034.0605,84585.9274
Since 2016,UT,web,lenient,50,0.0206,0.1025,19379.9826,106560.5413
Since 2016,UT,web,stringent,50,0.0065,0.0063,6589.3935,7294.4017
Since 2016,VA,web,lenient,50,0.0233,0.0204,95656.4896,81021.1997
Since 2016,VA,web,stringent,50,0.0106,0.0055,43779.4432,21837.8138
Since 2016,VT,web,lenient,50,0.0294,0.0132,8089.9514,3571.2265
Since 2016,VT,web,stringent,50,0.0096,0.0056,2397.5802,1345.9488
Since 2016,WA,web,lenient,50,0.0216,0.0197,85861.3192,78957.7466
Since 2016,WA,web,stringent,50,0.0086,0.0061,32992.8025,24080.3423
Since 2016,WI,web,lenient,50,0.0191,0.0204,54194.9863,57958.4603
Since 2016,WI,web,stringent,50,0.0080,0.0076,22466.6311,21824.3205
Since 2016,WV,web,lenient,50,0.0136,0.0155,12918.8812,15031.0086
Since 2016,WV,web,stringent,50,0.0048,0.0047,4383.9053,4356.6926
Since 2016,WY,web,lenient,50,0.0212,0.0174,6685.7493,4998.7684
Since 2016,WY,web,stringent,50,0.0097,0.0079,3140.5671,2290.1957
