state,program,network,period,value,medium,domain
MS,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,137614,tv,
MS,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,136726,tv,
AR,FOX AND FRIENDS,FOXNC,Since 2016,136713,tv,
NE,HANNITY,FOXNC,Since 2016,136478,tv,
KS,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,136288,tv,
MS,FOX AND FRIENDS,FOXNC,Since 2016,134834,tv,
WV,OUTNUMBERED,FOXNC,Since 2016,132910,tv,
OR,"FIVE, THE",FOXNC,Since 2016,131999,tv,
KS,AMERICAS NEWSROOM,FOXNC,Since 2016,131950,tv,
MS,"FIVE, THE",FOXNC,Since 2016,131439,tv,
DC,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,131252,tv,
NV,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,130586,tv,
WV,FOX AND FRIENDS,FOXNC,Since 2016,130213,tv,
WV,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,130142,tv,
OR,ANDERSON COOPER 360,CNN,Since 2016,129246,tv,
WV,"FIVE, THE",FOXNC,Since 2016,129131,tv,
WV,AMERICAS NEWSROOM,FOXNC,Since 2016,127779,tv,
OR,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,126964,tv,
NM,HANNITY,FOXNC,Since 2016,126235,tv,
OR,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,125743,tv,
AR,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,118817,tv,
WV,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,118783,tv,
NE,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,116735,tv,
ID,HANNITY,FOXNC,Since 2016,116282,tv,
WV,CNN NEWSROOM,CNN,Since 2016,116025,tv,
UT,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,115161,tv,
UT,CNN NEWSROOM,CNN,Since 2016,114473,tv,
KS,"FIVE, THE",FOXNC,Since 2016,113712,tv,
IA,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,113686,tv,
IA,"FIVE, THE",FOXNC,Since 2016,113359,tv,
MS,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,112827,tv,
KS,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,110718,tv,
IA,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,110168,tv,
RI,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,108098,tv,
NH,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,107836,tv,
KS,FOX AND FRIENDS,FOXNC,Since 2016,106608,tv,
HI,CNN NEWSROOM,CNN,Since 2016,106301,tv,
NM,OUTNUMBERED,FOXNC,Since 2016,103770,tv,
NH,CNN NEWSROOM,CNN,Since 2016,102750,tv,
WV,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,102695,tv,
IA,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,100606,tv,
WV,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,99728,tv,
IA,AMERICAS NEWSROOM,FOXNC,Since 2016,99672,tv,
UT,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,96414,tv,
UT,OUTNUMBERED,FOXNC,Since 2016,96175,tv,
UT,"FIVE, THE",FOXNC,Since 2016,96084,tv,
UT,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,95802,tv,
IA,OUTNUMBERED,FOXNC,Since 2016,95654,tv,
NE,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,95301,tv,
NE,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,94288,tv,
NM,AMERICAS NEWSROOM,FOXNC,Since 2016,94011,tv,
IA,FOX AND FRIENDS,FOXNC,Since 2016,93223,tv,
RI,CNN NEWSROOM,CNN,Since 2016,93043,tv,
NE,"FIVE, THE",FOXNC,Since 2016,90514,tv,
NM,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,89767,tv,
ME,CNN NEWSROOM,CNN,Since 2016,88845,tv,
NM,"FIVE, THE",FOXNC,Since 2016,88307,tv,
NE,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,88300,tv,
NE,CNN NEWSROOM,CNN,Since 2016,87867,tv,
ID,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,86202,tv,
NM,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,85248,tv,
NH,HANNITY,FOXNC,Since 2016,83602,tv,
UT,AMERICAS NEWSROOM,FOXNC,Since 2016,82850,tv,
HI,HANNITY,FOXNC,Since 2016,82206,tv,
NE,OUTNUMBERED,FOXNC,Since 2016,81140,tv,
DE,CNN NEWSROOM,CNN,Since 2016,80006,tv,
UT,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,79379,tv,
ID,OUTNUMBERED,FOXNC,Since 2016,79084,tv,
MT,OUTNUMBERED,FOXNC,Since 2016,78783,tv,
VT,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,78382,tv,
ID,"FIVE, THE",FOXNC,Since 2016,77943,tv,
NE,AMERICAS NEWSROOM,FOXNC,Since 2016,77771,tv,
DC,CNN NEWSROOM,CNN,Since 2016,77203,tv,
HI,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,76629,tv,
NM,ANDERSON COOPER 360,CNN,Since 2016,76130,tv,
NM,SITUATION ROOM,CNN,Since 2016,75708,tv,
UT,FOX NEWS AT NIGHT,FOXNC,Since 2016,74803,tv,
MT,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,73898,tv,
NH,FOX AND FRIENDS,FOXNC,Since 2016,73087,tv,
ID,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,72891,tv,
MT,HANNITY,FOXNC,Since 2016,70893,tv,
DE,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,70885,tv,
NH,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,69986,tv,
NH,"FIVE, THE",FOXNC,Since 2016,68537,tv,
NE,FOX AND FRIENDS,FOXNC,Since 2016,68409,tv,
NH,AMERICAS NEWSROOM,FOXNC,Since 2016,67285,tv,
MT,AMERICAS NEWSROOM,FOXNC,Since 2016,66170,tv,
ID,AMERICAS NEWSROOM,FOXNC,Since 2016,64947,tv,
NH,OUTNUMBERED,FOXNC,Since 2016,62195,tv,
MT,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,61934,tv,
ME,HANNITY,FOXNC,Since 2016,61503,tv,
NH,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,61286,tv,
NH,NEW DAY,CNN,Since 2016,61007,tv,
MT,"FIVE, THE",FOXNC,Since 2016,60193,tv,
VT,CNN NEWSROOM,CNN,Since 2016,59871,tv,
ID,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,58612,tv,
DC,RACHEL MADDOW SHOW,MSNBC,Since 2016,56452,tv,
ID,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,55797,tv,
SD,HANNITY,FOXNC,Since 2016,55582,tv,
ME,FOX AND FRIENDS,FOXNC,Since 2016,55110,tv,
MT,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,54276,tv,
ME,OUTNUMBERED,FOXNC,Since 2016,53479,tv,
HI,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,53005,tv,
RI,HANNITY,FOXNC,Since 2016,52765,tv,
ME,"FIVE, THE",FOXNC,Since 2016,51854,tv,
ME,MORNING JOE,MSNBC,Since 2016,51551,tv,
ID,"STORY, THE",FOXNC,Since 2016,51430,tv,
DE,HANNITY,FOXNC,Since 2016,51397,tv,
HI,ANDERSON COOPER 360,CNN,Since 2016,51016,tv,
HI,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,50630,tv,
ME,AMERICAS NEWSROOM,FOXNC,Since 2016,50140,tv,
HI,"FIVE, THE",FOXNC,Since 2016,50078,tv,
ND,HANNITY,FOXNC,Since 2016,49527,tv,
DC,ALL IN W/ CHRIS HAYES,MSNBC,Since 2016,49339,tv,
HI,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,48902,tv,
MT,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,48596,tv,
HI,11TH HOUR W/B. WILLIAMS,MSNBC,Since 2016,47782,tv,
DC,ANDERSON COOPER 360,CNN,Since 2016,47620,tv,
ME,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,47493,tv,
DC,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,47449,tv,
ME,RACHEL MADDOW SHOW,MSNBC,Since 2016,47024,tv,
HI,CNN TONIGHT,CNN,Since 2016,46511,tv,
ID,CNN NEWSROOM,CNN,Since 2016,45510,tv,
MT,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,44611,tv,
MT,CNN NEWSROOM,CNN,Since 2016,44180,tv,
RI,NEW DAY,CNN,Since 2016,44169,tv,
DC,MORNING JOE,MSNBC,Since 2016,44079,tv,
SD,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,43916,tv,
RI,ANDERSON COOPER 360,CNN,Since 2016,43365,tv,
DC,NEW DAY,CNN,Since 2016,42885,tv,
RI,MORNING JOE,MSNBC,Since 2016,42705,tv,
RI,OUTNUMBERED,FOXNC,Since 2016,42054,tv,
RI,"FIVE, THE",FOXNC,Since 2016,41706,tv,
ND,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,41522,tv,
SD,"FIVE, THE",FOXNC,Since 2016,40894,tv,
DE,SITUATION ROOM,CNN,Since 2016,39774,tv,
RI,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,39753,tv,
DE,ANDERSON COOPER 360,CNN,Since 2016,39294,tv,
SD,CNN NEWSROOM,CNN,Since 2016,38944,tv,
RI,FOX AND FRIENDS,FOXNC,Since 2016,38856,tv,
SD,OUTNUMBERED,FOXNC,Since 2016,38818,tv,
DE,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,37989,tv,
DC,11TH HOUR W/B. WILLIAMS,MSNBC,Since 2016,37527,tv,
SD,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,36510,tv,
DE,NEW DAY,CNN,Since 2016,35985,tv,
DC,SITUATION ROOM,CNN,Since 2016,35870,tv,
DE,"FIVE, THE",FOXNC,Since 2016,35154,tv,
DE,FOX AND FRIENDS,FOXNC,Since 2016,34796,tv,
VT,RACHEL MADDOW SHOW,MSNBC,Since 2016,33479,tv,
SD,AMERICAS NEWSROOM,FOXNC,Since 2016,33291,tv,
VT,NEW DAY,CNN,Since 2016,33096,tv,
DE,OUTNUMBERED,FOXNC,Since 2016,32561,tv,
SD,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,32184,tv,
ND,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,31994,tv,
VT,MORNING JOE,MSNBC,Since 2016,31134,tv,
VT,HANNITY,FOXNC,Since 2016,31128,tv,
VT,DEADLINE:WHITE HOUSE,MSNBC,Since 2016,30268,tv,
ND,"FIVE, THE",FOXNC,Since 2016,29448,tv,
ND,AMERICAS NEWSROOM,FOXNC,Since 2016,29267,tv,
VT,ALL IN W/ CHRIS HAYES,MSNBC,Since 2016,29203,tv,
VT,FOX AND FRIENDS,FOXNC,Since 2016,28988,tv,
VT,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,28963,tv,
ND,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,28244,tv,
ND,FOX AND FRIENDS,FOXNC,Since 2016,27572,tv,
WY,CNN NEWSROOM,CNN,Since 2016,27255,tv,
SD,FOX AND FRIENDS,FOXNC,Since 2016,27184,tv,
WY,HANNITY,FOXNC,Since 2016,27076,tv,
ND,CNN NEWSROOM,CNN,Since 2016,27013,tv,
AK,HANNITY,FOXNC,Since 2016,26730,tv,
SD,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,26384,tv,
WY,AMERICAS NEWSROOM,FOXNC,Since 2016,25617,tv,
WY,OUTNUMBERED,FOXNC,Since 2016,25055,tv,
ND,OUTNUMBERED,FOXNC,Since 2016,25002,tv,
WY,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,24002,tv,
WY,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,23439,tv,
WY,"FIVE, THE",FOXNC,Since 2016,21952,tv,
WY,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,20331,tv,
ND,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,20325,tv,
WY,FOX AND FRIENDS,FOXNC,Since 2016,18815,tv,
WY,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,16907,tv,
AK,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,15758,tv,
AK,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,15625,tv,
AK,CNN NEWSROOM,CNN,Since 2016,15359,tv,
AK,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,12751,tv,
AK,FOX NEWS AT NIGHT,FOXNC,Since 2016,12085,tv,
AK,ALL IN W/ CHRIS HAYES,MSNBC,Since 2016,11429,tv,
AK,AMERICAS NEWS HQ,FOXNC,Since 2016,11359,tv,
AK,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,11166,tv,
AK,11TH HOUR W/B. WILLIAMS,MSNBC,Since 2016,10595,tv,
CA,,,Last 3 months,397430,web,foxnews.com
FL,,,Last 3 months,332512,web,foxnews.com
TX,,,Last 3 months,298210,web,foxnews.com
CA,,,Last 3 months,237551,web,newsweek.com
CA,,,Last 3 months,228286,web,npr.org
UT,,,Last 3 months,214643,web,ksl.com
CA,,,Last 3 months,199628,web,theguardian.com
PA,,,Last 3 months,183842,web,foxnews.com
CA,,,Last 3 months,180497,web,pbs.org
FL,,,Last 3 months,180279,web,newsweek.com
CA,,,Last 3 months,156068,web,sfchronicle.com
NY,,,Last 3 months,153850,web,foxnews.com
VA,,,Last 3 months,148799,web,foxnews.com
TX,,,Last 3 months,140220,web,newsweek.com
TX,,,Last 3 months,133014,web,npr.org
MI,,,Last 3 months,132499,web,foxnews.com
NY,,,Last 3 months,128357,web,theguardian.com
PA,,,Last 3 months,120261,web,newsweek.com
CA,,,Last 3 months,115801,web,theatlantic.com
FL,,,Last 3 months,113282,web,newsmax.com
FL,,,Last 3 months,112400,web,npr.org
AZ,,,Last 3 months,104384,web,foxnews.com
GA,,,Last 3 months,104104,web,foxnews.com
NY,,,Last 3 months,102018,web,newsweek.com
TX,,,Last 3 months,102016,web,theguardian.com
NJ,,,Last 3 months,100701,web,theguardian.com
NC,,,Last 3 months,94655,web,foxnews.com
OH,,,Last 3 months,93136,web,foxnews.com
WA,,,Last 3 months,92086,web,theguardian.com
FL,,,Last 3 months,90910,web,theguardian.com
CA,,,Last 3 months,90248,web,rawstory.com
NY,,,Last 3 months,89327,web,npr.org
TN,,,Last 3 months,89014,web,foxnews.com
CO,,,Last 3 months,85243,web,foxnews.com
WA,,,Last 3 months,84435,web,foxnews.com
PA,,,Last 3 months,81545,web,npr.org
MN,,,Last 3 months,80871,web,foxnews.com
VA,,,Last 3 months,78711,web,theguardian.com
FL,,,Last 3 months,75952,web,pbs.org
NY,,,Last 3 months,74530,web,nymag.com
CA,,,Last 3 months,74114,web,dailykos.com
IL,,,Last 3 months,73768,web,foxnews.com
OK,,,Last 3 months,72969,web,foxnews.com
NJ,,,Last 3 months,72633,web,foxnews.com
AZ,,,Last 3 months,71942,web,newsweek.com
OH,,,Last 3 months,68778,web,newsweek.com
WA,,,Last 3 months,67579,web,newsweek.com
CA,,,Last 3 months,67442,web,msnbc.com
WA,,,Last 3 months,66783,web,npr.org
OH,,,Last 3 months,65232,web,npr.org
PA,,,Last 3 months,64229,web,theguardian.com
TX,,,Last 3 months,63696,web,drudgereport.com
NY,,,Last 3 months,63296,web,pbs.org
TX,,,Last 3 months,62843,web,pbs.org
IL,,,Last 3 months,61959,web,newsweek.com
IL,,,Last 3 months,61861,web,theguardian.com
MD,,,Last 3 months,59793,web,foxnews.com
MI,,,Last 3 months,59039,web,newsweek.com
NC,,,Last 3 months,58976,web,theguardian.com
OH,,,Last 3 months,58785,web,theguardian.com
VA,,,Last 3 months,58506,web,npr.org
KS,,,Last 3 months,57818,web,foxnews.com
IL,,,Last 3 months,57708,web,npr.org
TX,,,Last 3 months,56843,web,newsmax.com
FL,,,Last 3 months,55026,web,breitbart.com
VA,,,Last 3 months,54960,web,newsweek.com
TX,,,Last 3 months,54273,web,rawstory.com
NC,,,Last 3 months,52866,web,npr.org
AL,,,Last 3 months,52424,web,foxnews.com
VA,,,Last 3 months,50770,web,thedailybeast.com
NC,,,Last 3 months,50736,web,newsweek.com
WA,,,Last 3 months,50142,web,pbs.org
NJ,,,Last 3 months,49762,web,npr.org
GA,,,Last 3 months,49159,web,newsweek.com
NY,,,Last 3 months,49082,web,slate.com
MO,,,Last 3 months,49044,web,pbs.org
CO,,,Last 3 months,48996,web,newsweek.com
NY,,,Last 3 months,48787,web,theatlantic.com
WI,,,Last 3 months,48443,web,foxnews.com
NJ,,,Last 3 months,48130,web,pbs.org
IL,,,Last 3 months,47691,web,rawstory.com
FL,,,Last 3 months,47097,web,univision.com
MI,,,Last 3 months,46652,web,pbs.org
MA,,,Last 3 months,46343,web,foxnews.com
MO,,,Last 3 months,45937,web,foxnews.com
MA,,,Last 3 months,45043,web,newyorker.com
FL,,,Last 3 months,44594,web,rawstory.com
IN,,,Last 3 months,44473,web,theguardian.com
NJ,,,Last 3 months,44194,web,thedailybeast.com
MA,,,Last 3 months,44112,web,theguardian.com
VA,,,Last 3 months,43086,web,theatlantic.com
VA,,,Last 3 months,42904,web,dailykos.com
MO,,,Last 3 months,42768,web,newsweek.com
NY,,,Last 3 months,42678,web,newyorker.com
MI,,,Last 3 months,42611,web,theguardian.com
AL,,,Last 3 months,42584,web,rawstory.com
MI,,,Last 3 months,42445,web,metrotimes.com
NY,,,Last 3 months,41882,web,vox.com
PA,,,Last 3 months,41814,web,vox.com
VA,,,Last 3 months,41569,web,pbs.org
MD,,,Last 3 months,41558,web,theguardian.com
MA,,,Last 3 months,41479,web,npr.org
PA,,,Last 3 months,41294,web,pbs.org
IL,,,Last 3 months,40886,web,pbs.org
TX,,,Last 3 months,40720,web,vox.com
MI,,,Last 3 months,40422,web,npr.org
TX,,,Last 3 months,39513,web,msnbc.com
AZ,,,Last 3 months,39127,web,npr.org
CT,,,Last 3 months,39065,web,foxnews.com
NV,,,Last 3 months,38557,web,foxnews.com
MD,,,Last 3 months,38489,web,newsweek.com
IN,,,Last 3 months,38486,web,npr.org
CO,,,Last 3 months,38413,web,theguardian.com
MI,,,Last 3 months,38244,web,abc12.com
KY,,,Last 3 months,38163,web,npr.org
MI,,,Last 3 months,38110,web,newsmax.com
NJ,,,Last 3 months,37437,web,slate.com
ME,,,Last 3 months,37378,web,pressherald.com
PA,,,Last 3 months,37212,web,rawstory.com
AL,,,Last 3 months,36969,web,thedailybeast.com
FL,,,Last 3 months,36794,web,vox.com
PA,,,Last 3 months,36678,web,theatlantic.com
CO,,,Last 3 months,36670,web,pbs.org
NJ,,,Last 3 months,36267,web,theatlantic.com
WV,,,Last 3 months,35514,web,foxnews.com
CO,,,Last 3 months,35450,web,npr.org
IA,,,Last 3 months,35335,web,npr.org
MN,,,Last 3 months,34923,web,newsweek.com
CT,,,Last 3 months,34615,web,npr.org
PA,,,Last 3 months,34494,web,newyorker.com
MO,,,Last 3 months,34318,web,theguardian.com
NJ,,,Last 3 months,34316,web,newsweek.com
IL,,,Last 3 months,34248,web,msnbc.com
GA,,,Last 3 months,33162,web,theguardian.com
NJ,,,Last 3 months,33095,web,msnbc.com
WA,,,Last 3 months,32807,web,rawstory.com
OR,,,Last 3 months,32776,web,foxnews.com
AZ,,,Last 3 months,32410,web,drudgereport.com
MD,,,Last 3 months,32289,web,msnbc.com
WI,,,Last 3 months,32256,web,newsweek.com
PA,,,Last 3 months,32240,web,atlasobscura.com
AL,,,Last 3 months,31701,web,salon.com
MA,,,Last 3 months,31260,web,slate.com
VA,,,Last 3 months,31014,web,vox.com
WY,,,Last 3 months,30710,web,dailykos.com
IA,,,Last 3 months,30565,web,alternet.org
OR,,,Last 3 months,30377,web,newsweek.com
MD,,,Last 3 months,30345,web,npr.org
IA,,,Last 3 months,30251,web,foxnews.com
MA,,,Last 3 months,30217,web,newsweek.com
NH,,,Last 3 months,30183,web,dailykos.com
CT,,,Last 3 months,29812,web,newsweek.com
AK,,,Last 3 months,29601,web,foxnews.com
TN,,,Last 3 months,29587,web,npr.org
OR,,,Last 3 months,29519,web,npr.org
WA,,,Last 3 months,29456,web,bustle.com
UT,,,Last 3 months,29383,web,dailywire.com
KY,,,Last 3 months,29258,web,crooksandliars.com
KY,,,Last 3 months,29258,web,talkingpointsmemo.com
WA,,,Last 3 months,29083,web,dailywire.com
AR,,,Last 3 months,28919,web,foxnews.com
MA,,,Last 3 months,28903,web,thedailybeast.com
KY,,,Last 3 months,28854,web,foxnews.com
NC,,,Last 3 months,28526,web,pbs.org
MA,,,Last 3 months,28471,web,vox.com
MI,,,Last 3 months,28141,web,dailykos.com
IL,,,Last 3 months,27897,web,vice.com
MN,,,Last 3 months,27769,web,rawstory.com
CT,,,Last 3 months,27640,web,pbs.org
MN,,,Last 3 months,27359,web,drudgereport.com
WI,,,Last 3 months,27242,web,npr.org
MA,,,Last 3 months,27240,web,theatlantic.com
MN,,,Last 3 months,26992,web,pbs.org
MD,,,Last 3 months,26860,web,theatlantic.com
MA,,,Last 3 months,26394,web,wbur.org
AZ,,,Last 3 months,26300,web,theguardian.com
VA,,,Last 3 months,26230,web,thecut.com
WY,,,Last 3 months,26142,web,msnbc.com
NC,,,Last 3 months,26095,web,slate.com
GA,,,Last 3 months,25349,web,npr.org
AL,,,Last 3 months,25187,web,newsweek.com
WA,,,Last 3 months,25095,web,slate.com
MD,,,Last 3 months,25056,web,slate.com
SC,,,Last 3 months,25052,web,newsweek.com
IL,,,Last 3 months,24967,web,dailykos.com
IA,,,Last 3 months,24853,web,theguardian.com
KS,,,Last 3 months,24589,web,rawstory.com
SC,,,Last 3 months,24337,web,foxnews.com
IA,,,Last 3 months,24305,web,rawstory.com
OR,,,Last 3 months,24296,web,opb.org
IN,,,Last 3 months,24101,web,foxnews.com
CO,,,Last 3 months,23886,web,theatlantic.com
OH,,,Last 3 months,23721,web,pbs.org
NV,,,Last 3 months,23664,web,newsweek.com
WA,,,Last 3 months,23620,web,vox.com
NC,,,Last 3 months,23457,web,newsmax.com
MI,,,Last 3 months,23307,web,msnbc.com
MN,,,Last 3 months,23152,web,alternet.org
IL,,,Last 3 months,23141,web,senate.gov
MD,,,Last 3 months,22801,web,vox.com
LA,,,Last 3 months,22460,web,foxnews.com
WV,,,Last 3 months,22445,web,fauquier.com
NV,,,Last 3 months,22433,web,rawstory.com
MO,,,Last 3 months,22411,web,thegatewaypundit.com
TN,,,Last 3 months,22398,web,pbs.org
AZ,,,Last 3 months,22212,web,dailycaller.com
GA,,,Last 3 months,22081,web,pbs.org
GA,,,Last 3 months,22040,web,newsmax.com
AL,,,Last 3 months,22015,web,msnbc.com
AR,,,Last 3 months,22002,web,newsweek.com
CT,,,Last 3 months,21832,web,haaretz.com
KY,,,Last 3 months,21693,web,msnbc.com
CO,,,Last 3 months,21622,web,wnd.com
MT,,,Last 3 months,21601,web,foxnews.com
WY,,,Last 3 months,21581,web,rawstory.com
MD,,,Last 3 months,21458,web,rawstory.com
NJ,,,Last 3 months,21395,web,vox.com
CT,,,Last 3 months,21364,web,aljazeera.com
IN,,,Last 3 months,21217,web,nationalreview.com
AZ,,,Last 3 months,21012,web,breitbart.com
CO,,,Last 3 months,20943,web,rawstory.com
IA,,,Last 3 months,20905,web,newsweek.com
AR,,,Last 3 months,20791,web,arktimes.com
AZ,,,Last 3 months,20733,web,newsmax.com
IN,,,Last 3 months,20718,web,newsweek.com
OK,,,Last 3 months,20684,web,theblaze.com
MO,,,Last 3 months,20602,web,hotair.com
IN,,,Last 3 months,20558,web,spiegel.de
CT,,,Last 3 months,20503,web,newsmax.com
IN,,,Last 3 months,20375,web,freerepublic.com
MO,,,Last 3 months,20251,web,americanthinker.com
MO,,,Last 3 months,20251,web,theconservativetreehouse.com
MO,,,Last 3 months,20251,web,100percentfedup.com
ME,,,Last 3 months,20194,web,foxnews.com
SC,,,Last 3 months,20104,web,theguardian.com
AZ,,,Last 3 months,19990,web,atlasobscura.com
KS,,,Last 3 months,19902,web,npr.org
MT,,,Last 3 months,19826,web,msnbc.com
OH,,,Last 3 months,19635,web,newyorker.com
AZ,,,Last 3 months,19566,web,pbs.org
OH,,,Last 3 months,19524,web,thegatewaypundit.com
WI,,,Last 3 months,19482,web,theguardian.com
ME,,,Last 3 months,19369,web,pbs.org
GA,,,Last 3 months,19120,web,vogue.com
OR,,,Last 3 months,19100,web,wweek.com
CT,,,Last 3 months,19073,web,breitbart.com
NC,,,Last 3 months,19000,web,newyorker.com
AL,,,Last 3 months,18979,web,waff.com
MT,,,Last 3 months,18957,web,newsmax.com
CO,,,Last 3 months,18936,web,msnbc.com
CO,,,Last 3 months,18922,web,vice.com
AL,,,Last 3 months,18833,web,npr.org
CT,,,Last 3 months,18832,web,theguardian.com
NC,,,Last 3 months,18830,web,nymag.com
OR,,,Last 3 months,18768,web,theatlantic.com
OH,,,Last 3 months,18668,web,townhall.com
IA,,,Last 3 months,18578,web,slate.com
OK,,,Last 3 months,18155,web,newsweek.com
AL,,,Last 3 months,18132,web,theguardian.com
GA,,,Last 3 months,18030,web,rawstory.com
AR,,,Last 3 months,18000,web,breitbart.com
KS,,,Last 3 months,17946,web,newsweek.com
KY,,,Last 3 months,17904,web,pbs.org
ID,,,Last 3 months,17711,web,cdapress.com
MO,,,Last 3 months,17657,web,townhall.com
KY,,,Last 3 months,17564,web,newsweek.com
WV,,,Last 3 months,17505,web,theguardian.com
WY,,,Last 3 months,17453,web,theatlantic.com
WI,,,Last 3 months,17447,web,msnbc.com
OH,,,Last 3 months,17343,web,newsmax.com
NM,,,Last 3 months,17280,web,foxnews.com
NE,,,Last 3 months,17250,web,norfolkdailynews.com
GA,,,Last 3 months,17198,web,twitchy.com
OH,,,Last 3 months,17097,web,msnbc.com
KY,,,Last 3 months,17078,web,rawstory.com
CT,,,Last 3 months,16953,web,newhavenindependent.org
WI,,,Last 3 months,16887,web,nationalreview.com
NM,,,Last 3 months,16816,web,newsweek.com
TN,,,Last 3 months,16814,web,newsweek.com
DE,,,Last 3 months,16767,web,foxnews.com
IA,,,Last 3 months,16752,web,breitbart.com
ME,,,Last 3 months,16417,web,npr.org
WI,,,Last 3 months,16406,web,americanthinker.com
MD,,,Last 3 months,16266,web,newyorker.com
IA,,,Last 3 months,16237,web,newsmax.com
NC,,,Last 3 months,16155,web,rawstory.com
OR,,,Last 3 months,16102,web,pbs.org
WI,,,Last 3 months,15934,web,thegatewaypundit.com
MS,,,Last 3 months,15915,web,foxnews.com
GA,,,Last 3 months,15838,web,thegatewaypundit.com
OR,,,Last 3 months,15786,web,slate.com
OR,,,Last 3 months,15667,web,theguardian.com
WY,,,Last 3 months,15655,web,redstate.com
OR,,,Last 3 months,15579,web,thedailybeast.com
NM,,,Last 3 months,15251,web,theguardian.com
SC,,,Last 3 months,14960,web,thegatewaypundit.com
IA,,,Last 3 months,14934,web,politicalwire.com
LA,,,Last 3 months,14920,web,newsweek.com
LA,,,Last 3 months,14800,web,theguardian.com
SC,,,Last 3 months,14783,web,npr.org
WI,,,Last 3 months,14657,web,dailywire.com
UT,,,Last 3 months,14644,web,foxnews.com
WI,,,Last 3 months,14551,web,pbs.org
OK,,,Last 3 months,14425,web,breitbart.com
AR,,,Last 3 months,14377,web,theatlantic.com
ID,,,Last 3 months,14352,web,npr.org
SC,,,Last 3 months,14249,web,breitbart.com
TN,,,Last 3 months,14175,web,theatlantic.com
