year,month,variable,archetype,value
2022,5,sizes,Partisan Cable (left),17054925.19355
2022,6,sizes,Partisan Cable (left),19328608.46667
2022,7,sizes,Partisan Cable (left),18108038.38710
2022,8,sizes,Partisan Cable (left),17964688.58065
2022,9,sizes,Partisan Cable (left),19860560.70000
2022,10,sizes,Partisan Cable (left),17208769.64516
2022,11,sizes,Partisan Cable (left),19533267.73333
2022,12,sizes,Partisan Cable (left),18440115.45161
2023,1,sizes,Partisan Cable (left),17683056.25806
2023,2,sizes,Partisan Cable (left),16368865.92857
2023,3,sizes,Partisan Cable (left),16357137.09677
2023,4,sizes,Partisan Cable (left),17929488.00000
2023,5,sizes,Partisan Cable (left),16933880.64516
2023,6,sizes,Partisan Cable (left),18609069.66667
2023,7,sizes,Partisan Cable (left),16199649.96774
2023,8,sizes,Partisan Cable (left),19189894.19355
2023,9,sizes,Partisan Cable (left),17035644.83333
2023,10,sizes,Partisan Cable (left),20522889.51613
2023,11,sizes,Partisan Cable (left),17970188.73333
2023,12,sizes,Partisan Cable (left),17306276.09677
2024,1,sizes,Partisan Cable (left),17125205.32258
2024,2,sizes,Partisan Cable (left),16859283.65517
2024,3,sizes,Partisan Cable (left),17124228.83871
2024,4,sizes,Partisan Cable (left),17809614.06667
2024,5,sizes,Partisan Cable (left),17990031.54839
2024,6,sizes,Partisan Cable (left),19872860.76667
2024,7,sizes,Partisan Cable (left),21105437.19355
2024,8,sizes,Partisan Cable (left),22654252.09677
2024,9,sizes,Partisan Cable (left),20362913.93333
2024,10,sizes,Partisan Cable (left),20345363.83871
2024,11,sizes,Partisan Cable (left),20925707.33333
2024,12,sizes,Partisan Cable (left),12748241.87097
2025,1,sizes,Partisan Cable (left),15605037.67742
2025,2,sizes,Partisan Cable (left),14577282.46429
2025,3,sizes,Partisan Cable (left),14603003.90323
2025,4,sizes,Partisan Cable (left),14689990.53333
2025,5,sizes,Partisan Cable (left),13357450.58065
2025,6,sizes,Partisan Cable (left),16828647.16667
2025,7,sizes,Partisan Cable (left),14535568.25806
2025,8,sizes,Partisan Cable (left),13112779.80645
2025,9,sizes,Partisan Cable (left),14702023.06667
2016,1,sizes,Spanish News,16329145.61287
2016,2,sizes,Spanish News,15400509.60712
2016,3,sizes,Spanish News,14587115.58066
2016,4,sizes,Spanish News,14662567.90000
2016,5,sizes,Spanish News,14722216.22581
2016,6,sizes,Spanish News,15681347.56662
2016,7,sizes,Spanish News,14232185.87093
2016,8,sizes,Spanish News,14737751.83872
2016,9,sizes,Spanish News,15038512.23333
2016,10,sizes,Spanish News,15209909.00001
2016,11,sizes,Spanish News,15586669.59998
2016,12,sizes,Spanish News,14935614.87099
2017,1,sizes,Spanish News,15368253.96775
2017,2,sizes,Spanish News,15159073.92857
2017,3,sizes,Spanish News,14693262.29035
2017,4,sizes,Spanish News,14281526.90000
2017,5,sizes,Spanish News,14511178.09681
2017,6,sizes,Spanish News,14356735.96668
2017,7,sizes,Spanish News,14192284.58066
2017,8,sizes,Spanish News,14164740.58066
2017,9,sizes,Spanish News,15655330.93333
2017,10,sizes,Spanish News,14379982.34286
2017,11,sizes,Spanish News,14117187.13331
2017,12,sizes,Spanish News,13933204.09678
2018,1,sizes,Spanish News,14634969.83870
2018,2,sizes,Spanish News,13925814.67859
2018,3,sizes,Spanish News,14177105.61286
2018,4,sizes,Spanish News,14172369.96667
2018,5,sizes,Spanish News,14049595.70969
2018,6,sizes,Spanish News,14900720.63335
2018,7,sizes,Spanish News,13943187.22578
2018,8,sizes,Spanish News,13109946.12906
2018,9,sizes,Spanish News,13699862.03333
2018,10,sizes,Spanish News,13449207.90322
2018,11,sizes,Spanish News,13605960.16670
2018,12,sizes,Spanish News,13155641.61291
2019,1,sizes,Spanish News,13803150.45161
2019,2,sizes,Spanish News,13864291.53571
2019,3,sizes,Spanish News,13414375.03226
2019,4,sizes,Spanish News,13328375.96667
2019,5,sizes,Spanish News,13608004.19355
2019,6,sizes,Spanish News,13784577.03333
2019,7,sizes,Spanish News,13791632.80645
2019,8,sizes,Spanish News,13278762.90323
2019,9,sizes,Spanish News,13874451.30000
2019,10,sizes,Spanish News,13655344.67742
2019,11,sizes,Spanish News,13790177.93333
2019,12,sizes,Spanish News,13482641.74194
2020,1,sizes,Spanish News,13897254.38710
2020,2,sizes,Spanish News,13483524.44828
2020,3,sizes,Spanish News,14674139.45161
2020,4,sizes,Spanish News,13851826.43333
2020,5,sizes,Spanish News,12823280.48387
2020,6,sizes,Spanish News,12377848.10000
2020,7,sizes,Spanish News,12145468.51613
2020,8,sizes,Spanish News,12467335.70968
2020,9,sizes,Spanish News,12067277.93333
2020,10,sizes,Spanish News,11909561.77419
2020,11,sizes,Spanish News,12692486.40000
2020,12,sizes,Spanish News,12232747.45161
2021,1,sizes,Spanish News,12473536.06452
2021,2,sizes,Spanish News,10993389.57143
2021,3,sizes,Spanish News,12004955.25806
2021,4,sizes,Spanish News,12232129.66667
2021,5,sizes,Spanish News,12187157.45161
2021,6,sizes,Spanish News,12228260.40000
2021,7,sizes,Spanish News,12108157.87097
2021,8,sizes,Spanish News,11683531.03226
2021,9,sizes,Spanish News,11816336.13333
2021,10,sizes,Spanish News,11847307.87097
2021,11,sizes,Spanish News,11716592.53333
2021,12,sizes,Spanish News,11966820.12903
2022,1,sizes,Spanish News,12059279.83871
2022,2,sizes,Spanish News,11497046.17857
2022,3,sizes,Spanish News,11766473.58065
2022,4,sizes,Spanish News,10747521.93333
2022,5,sizes,Spanish News,11136424.51613
2022,6,sizes,Spanish News,10786973.80000
2022,7,sizes,Spanish News,10540722.06452
2022,8,sizes,Spanish News,10223588.06452
2022,9,sizes,Spanish News,10925903.36667
2022,10,sizes,Spanish News,10428462.25806
2022,11,sizes,Spanish News,10996545.90000
2022,12,sizes,Spanish News,11125111.25806
2023,1,sizes,Spanish News,10357888.12903
2023,2,sizes,Spanish News,9891652.64286
2023,3,sizes,Spanish News,9662173.80645
2023,4,sizes,Spanish News,9634945.93333
2023,5,sizes,Spanish News,9402294.96774
2023,6,sizes,Spanish News,8940062.70000
2023,7,sizes,Spanish News,9086599.25806
2023,8,sizes,Spanish News,8805725.16129
2023,9,sizes,Spanish News,8966111.73333
2023,10,sizes,Spanish News,9761827.58065
2023,11,sizes,Spanish News,9818980.13333
2023,12,sizes,Spanish News,9654352.29032
2024,1,sizes,Spanish News,9590412.64516
2024,2,sizes,Spanish News,9311206.75862
2024,3,sizes,Spanish News,9336900.38710
2024,4,sizes,Spanish News,9286796.33333
2024,5,sizes,Spanish News,9152356.54839
2024,6,sizes,Spanish News,9460480.30000
2024,7,sizes,Spanish News,9712873.22581
2024,8,sizes,Spanish News,8600829.29032
2024,9,sizes,Spanish News,8822765.30000
2024,10,sizes,Spanish News,9116259.38710
2024,11,sizes,Spanish News,9468879.96667
2024,12,sizes,Spanish News,8393783.48387
2025,1,sizes,Spanish News,9460608.61290
2025,2,sizes,Spanish News,8967139.96429
2025,3,sizes,Spanish News,9247419.06452
2025,4,sizes,Spanish News,9422230.86667
2025,5,sizes,Spanish News,9198041.35484
2025,6,sizes,Spanish News,9044164.63333
2025,7,sizes,Spanish News,8571102.22581
2025,8,sizes,Spanish News,8304868.90323
2025,9,sizes,Spanish News,8561124.10000
2016,1,sizes,Other Cable,15788674.54844
2016,2,sizes,Other Cable,14770309.14284
2016,3,sizes,Other Cable,17603826.29027
2016,4,sizes,Other Cable,16304330.86666
2016,5,sizes,Other Cable,15213050.22581
2016,6,sizes,Other Cable,15699831.09998
2016,7,sizes,Other Cable,17283869.38708
2016,8,sizes,Other Cable,17900796.87096
2016,9,sizes,Other Cable,15674847.23336
2016,10,sizes,Other Cable,13294502.12904
2016,11,sizes,Other Cable,12438723.40001
2016,12,sizes,Other Cable,15344097.70968
2017,1,sizes,Other Cable,14344761.61290
2017,2,sizes,Other Cable,14073435.96428
2017,3,sizes,Other Cable,15888941.51615
2017,4,sizes,Other Cable,15188371.90002
2017,5,sizes,Other Cable,14891224.22585
2017,6,sizes,Other Cable,14376831.96664
2017,7,sizes,Other Cable,15682565.83874
2017,8,sizes,Other Cable,15575226.87094
2017,9,sizes,Other Cable,14558003.80002
2017,10,sizes,Other Cable,16068986.39999
2017,11,sizes,Other Cable,16161349.13334
2017,12,sizes,Other Cable,15674972.77421
2018,1,sizes,Other Cable,15992498.87094
2018,2,sizes,Other Cable,16346866.32144
2018,3,sizes,Other Cable,16820143.90325
2018,4,sizes,Other Cable,14704167.29999
2018,5,sizes,Other Cable,14723951.29037
2018,6,sizes,Other Cable,14500620.83333
2018,7,sizes,Other Cable,15539610.74196
2018,8,sizes,Other Cable,16662900.19360
2018,9,sizes,Other Cable,18627646.46667
2018,10,sizes,Other Cable,16161664.38708
2018,11,sizes,Other Cable,14065272.33332
2018,12,sizes,Other Cable,14971605.38710
2019,1,sizes,Other Cable,14417561.29032
2019,2,sizes,Other Cable,13849804.42857
2019,3,sizes,Other Cable,16467188.61290
2019,4,sizes,Other Cable,16942871.83333
2019,5,sizes,Other Cable,16690160.03226
2019,6,sizes,Other Cable,16645589.53333
2019,7,sizes,Other Cable,16020955.61290
2019,8,sizes,Other Cable,18136537.22581
2019,9,sizes,Other Cable,14978696.76667
2019,10,sizes,Other Cable,13935802.93548
2019,11,sizes,Other Cable,13777631.76667
2019,12,sizes,Other Cable,14344843.83871
2020,1,sizes,Other Cable,13379146.22581
2020,2,sizes,Other Cable,14308971.79310
2020,3,sizes,Other Cable,13956957.67742
2020,4,sizes,Other Cable,12149454.76667
2020,5,sizes,Other Cable,11693413.80645
2020,6,sizes,Other Cable,12489308.40000
2020,7,sizes,Other Cable,13176275.16129
2020,8,sizes,Other Cable,13505336.96774
2020,9,sizes,Other Cable,12963105.13333
2020,10,sizes,Other Cable,12555147.93548
2020,11,sizes,Other Cable,9866223.10000
2020,12,sizes,Other Cable,14014391.09677
2021,1,sizes,Other Cable,11696881.25806
2021,2,sizes,Other Cable,14209847.17857
2021,3,sizes,Other Cable,15741775.38710
2021,4,sizes,Other Cable,15863485.46667
2021,5,sizes,Other Cable,15264819.80645
2021,6,sizes,Other Cable,15305686.96667
2021,7,sizes,Other Cable,13193762.38710
2021,8,sizes,Other Cable,12896580.29032
2021,9,sizes,Other Cable,13695021.73333
2021,10,sizes,Other Cable,14671557.32258
2021,11,sizes,Other Cable,14780926.60000
2021,12,sizes,Other Cable,14484172.19355
2022,1,sizes,Other Cable,15645635.67742
2022,2,sizes,Other Cable,13117350.67857
2022,3,sizes,Other Cable,13820989.09677
2022,4,sizes,Other Cable,13905140.13333
2022,5,sizes,Other Cable,14281544.22581
2022,6,sizes,Other Cable,13441192.66667
2022,7,sizes,Other Cable,12943538.74194
2022,8,sizes,Other Cable,13356138.35484
2022,9,sizes,Other Cable,11960703.90000
2022,10,sizes,Other Cable,11985940.25806
2022,11,sizes,Other Cable,10931283.16667
2022,12,sizes,Other Cable,11760810.90323
2023,1,sizes,Other Cable,12002466.74194
2023,2,sizes,Other Cable,11165225.35714
2023,3,sizes,Other Cable,12225125.58065
2023,4,sizes,Other Cable,11074984.36667
2023,5,sizes,Other Cable,11698647.93548
2023,6,sizes,Other Cable,12234538.86667
2023,7,sizes,Other Cable,12415236.29032
2023,8,sizes,Other Cable,11961376.32258
2023,9,sizes,Other Cable,11695883.83333
2023,10,sizes,Other Cable,10548229.22581
2023,11,sizes,Other Cable,10163334.00000
2023,12,sizes,Other Cable,11509398.58065
2024,1,sizes,Other Cable,11117034.32258
2024,2,sizes,Other Cable,10598248.31034
2024,3,sizes,Other Cable,11256271.70968
2024,4,sizes,Other Cable,10650060.26667
2024,5,sizes,Other Cable,9367699.45161
2024,6,sizes,Other Cable,10489529.00000
2024,7,sizes,Other Cable,8351134.80645
2024,8,sizes,Other Cable,9252931.06452
2024,9,sizes,Other Cable,9588853.76667
2024,10,sizes,Other Cable,8623269.64516
2024,11,sizes,Other Cable,8326216.10000
2024,12,sizes,Other Cable,9980399.09677
2025,1,sizes,Other Cable,9113131.80645
2025,2,sizes,Other Cable,8895635.25000
2025,3,sizes,Other Cable,9480858.06452
2025,4,sizes,Other Cable,9314924.33333
2025,5,sizes,Other Cable,9219967.90323
2025,6,sizes,Other Cable,8607418.46667
2025,7,sizes,Other Cable,8162963.80645
2025,8,sizes,Other Cable,7672809.12903
2025,9,sizes,Other Cable,8418436.96667
