year,month,medium,gender,age_group,ethnicity,political_lean,partisanship_scenario,diet_threshold,value
2019,1,tv,All,18-24,asian,R,lenient,50,0.033
2019,1,tv,All,25-34,asian,R,lenient,50,0.025
2019,1,tv,All,35-44,asian,R,lenient,50,0.039
2019,1,tv,All,45-54,asian,R,lenient,50,0.061
2019,1,tv,All,55+,asian,R,lenient,50,0.066
2019,1,tv,All,18-24,black,R,lenient,50,0.016
2019,1,tv,All,25-34,black,R,lenient,50,0.021
2019,1,tv,All,35-44,black,R,lenient,50,0.012
2019,1,tv,All,45-54,black,R,lenient,50,0.010
2019,1,tv,All,55+,black,R,lenient,50,0.014
2019,1,tv,All,18-24,hispanic,R,lenient,50,0.025
2019,1,tv,All,25-34,hispanic,R,lenient,50,0.023
2019,1,tv,All,35-44,hispanic,R,lenient,50,0.030
2019,1,tv,All,45-54,hispanic,R,lenient,50,0.031
2019,1,tv,All,55+,hispanic,R,lenient,50,0.039
2019,1,tv,All,18-24,white+other,R,lenient,50,0.061
2019,1,tv,All,25-34,white+other,R,lenient,50,0.047
2019,1,tv,All,35-44,white+other,R,lenient,50,0.063
2019,1,tv,All,45-54,white+other,R,lenient,50,0.114
2019,1,tv,All,55+,white+other,R,lenient,50,0.170
2019,2,tv,All,18-24,asian,R,lenient,50,0.036
2019,2,tv,All,25-34,asian,R,lenient,50,0.035
2019,2,tv,All,35-44,asian,R,lenient,50,0.040
2019,2,tv,All,45-54,asian,R,lenient,50,0.060
2019,2,tv,All,55+,asian,R,lenient,50,0.074
2019,2,tv,All,18-24,black,R,lenient,50,0.013
2019,2,tv,All,25-34,black,R,lenient,50,0.013
2019,2,tv,All,35-44,black,R,lenient,50,0.014
2019,2,tv,All,45-54,black,R,lenient,50,0.014
2019,2,tv,All,55+,black,R,lenient,50,0.014
2019,2,tv,All,18-24,hispanic,R,lenient,50,0.021
2019,2,tv,All,25-34,hispanic,R,lenient,50,0.016
2019,2,tv,All,35-44,hispanic,R,lenient,50,0.024
2019,2,tv,All,45-54,hispanic,R,lenient,50,0.035
2019,2,tv,All,55+,hispanic,R,lenient,50,0.041
2019,2,tv,All,18-24,white+other,R,lenient,50,0.064
2019,2,tv,All,25-34,white+other,R,lenient,50,0.047
2019,2,tv,All,35-44,white+other,R,lenient,50,0.064
2019,2,tv,All,45-54,white+other,R,lenient,50,0.121
2019,2,tv,All,55+,white+other,R,lenient,50,0.174
2019,3,tv,All,18-24,asian,R,lenient,50,0.044
2019,3,tv,All,25-34,asian,R,lenient,50,0.024
2019,3,tv,All,35-44,asian,R,lenient,50,0.040
2019,3,tv,All,45-54,asian,R,lenient,50,0.059
2019,3,tv,All,55+,asian,R,lenient,50,0.071
2019,3,tv,All,18-24,black,R,lenient,50,0.014
2019,3,tv,All,25-34,black,R,lenient,50,0.015
2019,3,tv,All,35-44,black,R,lenient,50,0.014
2019,3,tv,All,45-54,black,R,lenient,50,0.014
2019,3,tv,All,55+,black,R,lenient,50,0.014
2019,3,tv,All,18-24,hispanic,R,lenient,50,0.024
2019,3,tv,All,25-34,hispanic,R,lenient,50,0.017
2019,3,tv,All,35-44,hispanic,R,lenient,50,0.027
2019,3,tv,All,45-54,hispanic,R,lenient,50,0.031
2019,3,tv,All,55+,hispanic,R,lenient,50,0.038
2019,3,tv,All,18-24,white+other,R,lenient,50,0.059
2019,3,tv,All,25-34,white+other,R,lenient,50,0.046
2019,3,tv,All,35-44,white+other,R,lenient,50,0.064
2019,3,tv,All,45-54,white+other,R,lenient,50,0.111
2019,3,tv,All,55+,white+other,R,lenient,50,0.172
2019,4,tv,All,18-24,asian,R,lenient,50,0.034
2019,4,tv,All,25-34,asian,R,lenient,50,0.032
2019,4,tv,All,35-44,asian,R,lenient,50,0.039
2019,4,tv,All,45-54,asian,R,lenient,50,0.064
2019,4,tv,All,55+,asian,R,lenient,50,0.076
2019,4,tv,All,18-24,black,R,lenient,50,0.019
2019,4,tv,All,25-34,black,R,lenient,50,0.022
2019,4,tv,All,35-44,black,R,lenient,50,0.016
2019,4,tv,All,45-54,black,R,lenient,50,0.014
2019,4,tv,All,55+,black,R,lenient,50,0.014
2019,4,tv,All,18-24,hispanic,R,lenient,50,0.027
2019,4,tv,All,25-34,hispanic,R,lenient,50,0.023
2019,4,tv,All,35-44,hispanic,R,lenient,50,0.024
2019,4,tv,All,45-54,hispanic,R,lenient,50,0.030
2019,4,tv,All,55+,hispanic,R,lenient,50,0.041
2019,4,tv,All,18-24,white+other,R,lenient,50,0.059
2019,4,tv,All,25-34,white+other,R,lenient,50,0.042
2019,4,tv,All,35-44,white+other,R,lenient,50,0.062
2019,4,tv,All,45-54,white+other,R,lenient,50,0.114
2019,4,tv,All,55+,white+other,R,lenient,50,0.172
2019,5,tv,All,18-24,asian,R,lenient,50,0.034
2019,5,tv,All,25-34,asian,R,lenient,50,0.040
2019,5,tv,All,35-44,asian,R,lenient,50,0.036
2019,5,tv,All,45-54,asian,R,lenient,50,0.055
2019,5,tv,All,55+,asian,R,lenient,50,0.080
2019,5,tv,All,18-24,black,R,lenient,50,0.014
2019,5,tv,All,25-34,black,R,lenient,50,0.016
2019,5,tv,All,35-44,black,R,lenient,50,0.014
2019,5,tv,All,45-54,black,R,lenient,50,0.010
2019,5,tv,All,55+,black,R,lenient,50,0.012
2019,5,tv,All,18-24,hispanic,R,lenient,50,0.023
2019,5,tv,All,25-34,hispanic,R,lenient,50,0.019
2019,5,tv,All,35-44,hispanic,R,lenient,50,0.021
2019,5,tv,All,45-54,hispanic,R,lenient,50,0.028
2019,5,tv,All,55+,hispanic,R,lenient,50,0.038
2019,5,tv,All,18-24,white+other,R,lenient,50,0.061
2019,5,tv,All,25-34,white+other,R,lenient,50,0.044
2019,5,tv,All,35-44,white+other,R,lenient,50,0.057
2019,5,tv,All,45-54,white+other,R,lenient,50,0.107
2019,5,tv,All,55+,white+other,R,lenient,50,0.165
2019,6,tv,All,18-24,asian,R,lenient,50,0.029
2019,6,tv,All,25-34,asian,R,lenient,50,0.040
2019,6,tv,All,35-44,asian,R,lenient,50,0.040
2019,6,tv,All,45-54,asian,R,lenient,50,0.051
2019,6,tv,All,55+,asian,R,lenient,50,0.065
2019,6,tv,All,18-24,black,R,lenient,50,0.021
2019,6,tv,All,25-34,black,R,lenient,50,0.020
2019,6,tv,All,35-44,black,R,lenient,50,0.019
2019,6,tv,All,45-54,black,R,lenient,50,0.010
2019,6,tv,All,55+,black,R,lenient,50,0.014
2019,6,tv,All,18-24,hispanic,R,lenient,50,0.021
2019,6,tv,All,25-34,hispanic,R,lenient,50,0.015
2019,6,tv,All,35-44,hispanic,R,lenient,50,0.024
2019,6,tv,All,45-54,hispanic,R,lenient,50,0.027
2019,6,tv,All,55+,hispanic,R,lenient,50,0.043
2019,6,tv,All,18-24,white+other,R,lenient,50,0.058
2019,6,tv,All,25-34,white+other,R,lenient,50,0.041
2019,6,tv,All,35-44,white+other,R,lenient,50,0.055
2019,6,tv,All,45-54,white+other,R,lenient,50,0.104
2019,6,tv,All,55+,white+other,R,lenient,50,0.165
2019,7,tv,All,18-24,asian,R,lenient,50,0.024
2019,7,tv,All,25-34,asian,R,lenient,50,0.044
2019,7,tv,All,35-44,asian,R,lenient,50,0.037
2019,7,tv,All,45-54,asian,R,lenient,50,0.059
2019,7,tv,All,55+,asian,R,lenient,50,0.073
2019,7,tv,All,18-24,black,R,lenient,50,0.016
2019,7,tv,All,25-34,black,R,lenient,50,0.017
2019,7,tv,All,35-44,black,R,lenient,50,0.014
2019,7,tv,All,45-54,black,R,lenient,50,0.013
2019,7,tv,All,55+,black,R,lenient,50,0.012
2019,7,tv,All,18-24,hispanic,R,lenient,50,0.022
2019,7,tv,All,25-34,hispanic,R,lenient,50,0.023
2019,7,tv,All,35-44,hispanic,R,lenient,50,0.025
2019,7,tv,All,45-54,hispanic,R,lenient,50,0.033
2019,7,tv,All,55+,hispanic,R,lenient,50,0.039
2019,7,tv,All,18-24,white+other,R,lenient,50,0.069
2019,7,tv,All,25-34,white+other,R,lenient,50,0.043
2019,7,tv,All,35-44,white+other,R,lenient,50,0.061
2019,7,tv,All,45-54,white+other,R,lenient,50,0.118
2019,7,tv,All,55+,white+other,R,lenient,50,0.174
2019,8,tv,All,18-24,asian,R,lenient,50,0.044
2019,8,tv,All,25-34,asian,R,lenient,50,0.025
2019,8,tv,All,35-44,asian,R,lenient,50,0.038
2019,8,tv,All,45-54,asian,R,lenient,50,0.062
2019,8,tv,All,55+,asian,R,lenient,50,0.068
2019,8,tv,All,18-24,black,R,lenient,50,0.016
2019,8,tv,All,25-34,black,R,lenient,50,0.024
2019,8,tv,All,35-44,black,R,lenient,50,0.017
2019,8,tv,All,45-54,black,R,lenient,50,0.015
2019,8,tv,All,55+,black,R,lenient,50,0.012
2019,8,tv,All,18-24,hispanic,R,lenient,50,0.024
2019,8,tv,All,25-34,hispanic,R,lenient,50,0.020
2019,8,tv,All,35-44,hispanic,R,lenient,50,0.024
2019,8,tv,All,45-54,hispanic,R,lenient,50,0.028
2019,8,tv,All,55+,hispanic,R,lenient,50,0.037
2019,8,tv,All,18-24,white+other,R,lenient,50,0.063
2019,8,tv,All,25-34,white+other,R,lenient,50,0.046
2019,8,tv,All,35-44,white+other,R,lenient,50,0.065
2019,8,tv,All,45-54,white+other,R,lenient,50,0.118
2019,8,tv,All,55+,white+other,R,lenient,50,0.174
2019,9,tv,All,18-24,asian,R,lenient,50,0.026
2019,9,tv,All,25-34,asian,R,lenient,50,0.021
2019,9,tv,All,35-44,asian,R,lenient,50,0.031
2019,9,tv,All,45-54,asian,R,lenient,50,0.062
2019,9,tv,All,55+,asian,R,lenient,50,0.067
2019,9,tv,All,18-24,black,R,lenient,50,0.016
2019,9,tv,All,25-34,black,R,lenient,50,0.020
2019,9,tv,All,35-44,black,R,lenient,50,0.015
2019,9,tv,All,45-54,black,R,lenient,50,0.012
2019,9,tv,All,55+,black,R,lenient,50,0.014
2019,9,tv,All,18-24,hispanic,R,lenient,50,0.022
2019,9,tv,All,25-34,hispanic,R,lenient,50,0.017
2019,9,tv,All,35-44,hispanic,R,lenient,50,0.023
2019,9,tv,All,45-54,hispanic,R,lenient,50,0.032
2019,9,tv,All,55+,hispanic,R,lenient,50,0.036
2019,9,tv,All,18-24,white+other,R,lenient,50,0.055
2019,9,tv,All,25-34,white+other,R,lenient,50,0.038
2019,9,tv,All,35-44,white+other,R,lenient,50,0.057
2019,9,tv,All,45-54,white+other,R,lenient,50,0.108
2019,9,tv,All,55+,white+other,R,lenient,50,0.169
2019,10,tv,All,18-24,asian,R,lenient,50,0.040
2019,10,tv,All,25-34,asian,R,lenient,50,0.031
2019,10,tv,All,35-44,asian,R,lenient,50,0.038
2019,10,tv,All,45-54,asian,R,lenient,50,0.073
2019,10,tv,All,55+,asian,R,lenient,50,0.074
2019,10,tv,All,18-24,black,R,lenient,50,0.020
2019,10,tv,All,25-34,black,R,lenient,50,0.016
2019,10,tv,All,35-44,black,R,lenient,50,0.020
2019,10,tv,All,45-54,black,R,lenient,50,0.012
2019,10,tv,All,55+,black,R,lenient,50,0.013
2019,10,tv,All,18-24,hispanic,R,lenient,50,0.022
2019,10,tv,All,25-34,hispanic,R,lenient,50,0.013
2019,10,tv,All,35-44,hispanic,R,lenient,50,0.021
2019,10,tv,All,45-54,hispanic,R,lenient,50,0.030
2019,10,tv,All,55+,hispanic,R,lenient,50,0.037
2019,10,tv,All,18-24,white+other,R,lenient,50,0.060
2019,10,tv,All,25-34,white+other,R,lenient,50,0.039
2019,10,tv,All,35-44,white+other,R,lenient,50,0.061
2019,10,tv,All,45-54,white+other,R,lenient,50,0.113
2019,10,tv,All,55+,white+other,R,lenient,50,0.177
2019,11,tv,All,18-24,asian,R,lenient,50,0.022
2019,11,tv,All,25-34,asian,R,lenient,50,0.018
2019,11,tv,All,35-44,asian,R,lenient,50,0.038
2019,11,tv,All,45-54,asian,R,lenient,50,0.052
2019,11,tv,All,55+,asian,R,lenient,50,0.082
2019,11,tv,All,18-24,black,R,lenient,50,0.022
2019,11,tv,All,25-34,black,R,lenient,50,0.020
2019,11,tv,All,35-44,black,R,lenient,50,0.018
2019,11,tv,All,45-54,black,R,lenient,50,0.012
2019,11,tv,All,55+,black,R,lenient,50,0.015
2019,11,tv,All,18-24,hispanic,R,lenient,50,0.021
2019,11,tv,All,25-34,hispanic,R,lenient,50,0.018
2019,11,tv,All,35-44,hispanic,R,lenient,50,0.020
2019,11,tv,All,45-54,hispanic,R,lenient,50,0.031
2019,11,tv,All,55+,hispanic,R,lenient,50,0.037
2019,11,tv,All,18-24,white+other,R,lenient,50,0.064
2019,11,tv,All,25-34,white+other,R,lenient,50,0.046
2019,11,tv,All,35-44,white+other,R,lenient,50,0.063
2019,11,tv,All,45-54,white+other,R,lenient,50,0.119
2019,11,tv,All,55+,white+other,R,lenient,50,0.176
2019,12,tv,All,18-24,asian,R,lenient,50,0.022
2019,12,tv,All,25-34,asian,R,lenient,50,0.028
2019,12,tv,All,35-44,asian,R,lenient,50,0.033
2019,12,tv,All,45-54,asian,R,lenient,50,0.071
2019,12,tv,All,55+,asian,R,lenient,50,0.077
2019,12,tv,All,18-24,black,R,lenient,50,0.021
2019,12,tv,All,25-34,black,R,lenient,50,0.012
2019,12,tv,All,35-44,black,R,lenient,50,0.012
2019,12,tv,All,45-54,black,R,lenient,50,0.010
2019,12,tv,All,55+,black,R,lenient,50,0.017
2019,12,tv,All,18-24,hispanic,R,lenient,50,0.018
2019,12,tv,All,25-34,hispanic,R,lenient,50,0.019
2019,12,tv,All,35-44,hispanic,R,lenient,50,0.020
2019,12,tv,All,45-54,hispanic,R,lenient,50,0.031
2019,12,tv,All,55+,hispanic,R,lenient,50,0.037
2019,12,tv,All,18-24,white+other,R,lenient,50,0.068
2019,12,tv,All,25-34,white+other,R,lenient,50,0.044
2019,12,tv,All,35-44,white+other,R,lenient,50,0.064
2019,12,tv,All,45-54,white+other,R,lenient,50,0.120
2019,12,tv,All,55+,white+other,R,lenient,50,0.179
2020,1,tv,All,18-24,asian,R,lenient,50,0.029
2020,1,tv,All,25-34,asian,R,lenient,50,0.034
2020,1,tv,All,35-44,asian,R,lenient,50,0.045
2020,1,tv,All,45-54,asian,R,lenient,50,0.067
2020,1,tv,All,55+,asian,R,lenient,50,0.093
2020,1,tv,All,18-24,black,R,lenient,50,0.022
2020,1,tv,All,25-34,black,R,lenient,50,0.018
2020,1,tv,All,35-44,black,R,lenient,50,0.015
2020,1,tv,All,45-54,black,R,lenient,50,0.015
2020,1,tv,All,55+,black,R,lenient,50,0.016
2020,1,tv,All,18-24,hispanic,R,lenient,50,0.021
2020,1,tv,All,25-34,hispanic,R,lenient,50,0.024
2020,1,tv,All,35-44,hispanic,R,lenient,50,0.022
2020,1,tv,All,45-54,hispanic,R,lenient,50,0.038
2020,1,tv,All,55+,hispanic,R,lenient,50,0.041
2020,1,tv,All,18-24,white+other,R,lenient,50,0.080
2020,1,tv,All,25-34,white+other,R,lenient,50,0.064
2020,1,tv,All,35-44,white+other,R,lenient,50,0.084
2020,1,tv,All,45-54,white+other,R,lenient,50,0.143
2020,1,tv,All,55+,white+other,R,lenient,50,0.190
2020,2,tv,All,18-24,asian,R,lenient,50,0.036
2020,2,tv,All,25-34,asian,R,lenient,50,0.041
2020,2,tv,All,35-44,asian,R,lenient,50,0.033
2020,2,tv,All,45-54,asian,R,lenient,50,0.066
2020,2,tv,All,55+,asian,R,lenient,50,0.099
2020,2,tv,All,18-24,black,R,lenient,50,0.015
2020,2,tv,All,25-34,black,R,lenient,50,0.015
2020,2,tv,All,35-44,black,R,lenient,50,0.011
2020,2,tv,All,45-54,black,R,lenient,50,0.010
2020,2,tv,All,55+,black,R,lenient,50,0.011
2020,2,tv,All,18-24,hispanic,R,lenient,50,0.019
2020,2,tv,All,25-34,hispanic,R,lenient,50,0.019
2020,2,tv,All,35-44,hispanic,R,lenient,50,0.027
2020,2,tv,All,45-54,hispanic,R,lenient,50,0.041
2020,2,tv,All,55+,hispanic,R,lenient,50,0.043
2020,2,tv,All,18-24,white+other,R,lenient,50,0.071
2020,2,tv,All,25-34,white+other,R,lenient,50,0.060
2020,2,tv,All,35-44,white+other,R,lenient,50,0.081
2020,2,tv,All,45-54,white+other,R,lenient,50,0.138
2020,2,tv,All,55+,white+other,R,lenient,50,0.192
2020,3,tv,All,18-24,asian,R,lenient,50,0.074
2020,3,tv,All,25-34,asian,R,lenient,50,0.057
2020,3,tv,All,35-44,asian,R,lenient,50,0.057
2020,3,tv,All,45-54,asian,R,lenient,50,0.102
2020,3,tv,All,55+,asian,R,lenient,50,0.117
2020,3,tv,All,18-24,black,R,lenient,50,0.021
2020,3,tv,All,25-34,black,R,lenient,50,0.022
2020,3,tv,All,35-44,black,R,lenient,50,0.021
2020,3,tv,All,45-54,black,R,lenient,50,0.015
2020,3,tv,All,55+,black,R,lenient,50,0.015
2020,3,tv,All,18-24,hispanic,R,lenient,50,0.026
2020,3,tv,All,25-34,hispanic,R,lenient,50,0.022
2020,3,tv,All,35-44,hispanic,R,lenient,50,0.039
2020,3,tv,All,45-54,hispanic,R,lenient,50,0.043
2020,3,tv,All,55+,hispanic,R,lenient,50,0.048
2020,3,tv,All,18-24,white+other,R,lenient,50,0.098
2020,3,tv,All,25-34,white+other,R,lenient,50,0.079
2020,3,tv,All,35-44,white+other,R,lenient,50,0.100
2020,3,tv,All,45-54,white+other,R,lenient,50,0.161
2020,3,tv,All,55+,white+other,R,lenient,50,0.205
2020,4,tv,All,18-24,asian,R,lenient,50,0.082
2020,4,tv,All,25-34,asian,R,lenient,50,0.073
2020,4,tv,All,35-44,asian,R,lenient,50,0.068
2020,4,tv,All,45-54,asian,R,lenient,50,0.090
2020,4,tv,All,55+,asian,R,lenient,50,0.117
2020,4,tv,All,18-24,black,R,lenient,50,0.019
2020,4,tv,All,25-34,black,R,lenient,50,0.022
2020,4,tv,All,35-44,black,R,lenient,50,0.018
2020,4,tv,All,45-54,black,R,lenient,50,0.015
2020,4,tv,All,55+,black,R,lenient,50,0.018
2020,4,tv,All,18-24,hispanic,R,lenient,50,0.025
2020,4,tv,All,25-34,hispanic,R,lenient,50,0.022
2020,4,tv,All,35-44,hispanic,R,lenient,50,0.034
2020,4,tv,All,45-54,hispanic,R,lenient,50,0.044
2020,4,tv,All,55+,hispanic,R,lenient,50,0.050
2020,4,tv,All,18-24,white+other,R,lenient,50,0.092
2020,4,tv,All,25-34,white+other,R,lenient,50,0.076
2020,4,tv,All,35-44,white+other,R,lenient,50,0.100
2020,4,tv,All,45-54,white+other,R,lenient,50,0.160
2020,4,tv,All,55+,white+other,R,lenient,50,0.207
2020,5,tv,All,18-24,asian,R,lenient,50,0.068
2020,5,tv,All,25-34,asian,R,lenient,50,0.054
2020,5,tv,All,35-44,asian,R,lenient,50,0.046
2020,5,tv,All,45-54,asian,R,lenient,50,0.091
2020,5,tv,All,55+,asian,R,lenient,50,0.111
2020,5,tv,All,18-24,black,R,lenient,50,0.023
2020,5,tv,All,25-34,black,R,lenient,50,0.019
2020,5,tv,All,35-44,black,R,lenient,50,0.019
2020,5,tv,All,45-54,black,R,lenient,50,0.017
2020,5,tv,All,55+,black,R,lenient,50,0.015
2020,5,tv,All,18-24,hispanic,R,lenient,50,0.027
2020,5,tv,All,25-34,hispanic,R,lenient,50,0.018
2020,5,tv,All,35-44,hispanic,R,lenient,50,0.031
2020,5,tv,All,45-54,hispanic,R,lenient,50,0.038
2020,5,tv,All,55+,hispanic,R,lenient,50,0.047
2020,5,tv,All,18-24,white+other,R,lenient,50,0.076
2020,5,tv,All,25-34,white+other,R,lenient,50,0.058
2020,5,tv,All,35-44,white+other,R,lenient,50,0.086
2020,5,tv,All,45-54,white+other,R,lenient,50,0.145
2020,5,tv,All,55+,white+other,R,lenient,50,0.199
2020,6,tv,All,18-24,asian,R,lenient,50,0.072
2020,6,tv,All,25-34,asian,R,lenient,50,0.053
2020,6,tv,All,35-44,asian,R,lenient,50,0.036
2020,6,tv,All,45-54,asian,R,lenient,50,0.090
2020,6,tv,All,55+,asian,R,lenient,50,0.107
2020,6,tv,All,18-24,black,R,lenient,50,0.017
2020,6,tv,All,25-34,black,R,lenient,50,0.019
2020,6,tv,All,35-44,black,R,lenient,50,0.017
2020,6,tv,All,45-54,black,R,lenient,50,0.016
2020,6,tv,All,55+,black,R,lenient,50,0.012
2020,6,tv,All,18-24,hispanic,R,lenient,50,0.021
2020,6,tv,All,25-34,hispanic,R,lenient,50,0.021
2020,6,tv,All,35-44,hispanic,R,lenient,50,0.025
2020,6,tv,All,45-54,hispanic,R,lenient,50,0.040
2020,6,tv,All,55+,hispanic,R,lenient,50,0.047
2020,6,tv,All,18-24,white+other,R,lenient,50,0.084
2020,6,tv,All,25-34,white+other,R,lenient,50,0.062
2020,6,tv,All,35-44,white+other,R,lenient,50,0.088
2020,6,tv,All,45-54,white+other,R,lenient,50,0.149
2020,6,tv,All,55+,white+other,R,lenient,50,0.201
2020,7,tv,All,18-24,asian,R,lenient,50,0.052
2020,7,tv,All,25-34,asian,R,lenient,50,0.059
2020,7,tv,All,35-44,asian,R,lenient,50,0.046
2020,7,tv,All,45-54,asian,R,lenient,50,0.079
2020,7,tv,All,55+,asian,R,lenient,50,0.110
2020,7,tv,All,18-24,black,R,lenient,50,0.021
2020,7,tv,All,25-34,black,R,lenient,50,0.026
2020,7,tv,All,35-44,black,R,lenient,50,0.016
2020,7,tv,All,45-54,black,R,lenient,50,0.014
2020,7,tv,All,55+,black,R,lenient,50,0.015
2020,7,tv,All,18-24,hispanic,R,lenient,50,0.026
2020,7,tv,All,25-34,hispanic,R,lenient,50,0.019
2020,7,tv,All,35-44,hispanic,R,lenient,50,0.026
2020,7,tv,All,45-54,hispanic,R,lenient,50,0.037
2020,7,tv,All,55+,hispanic,R,lenient,50,0.048
2020,7,tv,All,18-24,white+other,R,lenient,50,0.068
2020,7,tv,All,25-34,white+other,R,lenient,50,0.059
2020,7,tv,All,35-44,white+other,R,lenient,50,0.085
2020,7,tv,All,45-54,white+other,R,lenient,50,0.138
2020,7,tv,All,55+,white+other,R,lenient,50,0.196
2020,8,tv,All,18-24,asian,R,lenient,50,0.069
2020,8,tv,All,25-34,asian,R,lenient,50,0.046
2020,8,tv,All,35-44,asian,R,lenient,50,0.057
2020,8,tv,All,45-54,asian,R,lenient,50,0.086
2020,8,tv,All,55+,asian,R,lenient,50,0.114
2020,8,tv,All,18-24,black,R,lenient,50,0.016
2020,8,tv,All,25-34,black,R,lenient,50,0.014
2020,8,tv,All,35-44,black,R,lenient,50,0.021
2020,8,tv,All,45-54,black,R,lenient,50,0.015
2020,8,tv,All,55+,black,R,lenient,50,0.014
2020,8,tv,All,18-24,hispanic,R,lenient,50,0.023
2020,8,tv,All,25-34,hispanic,R,lenient,50,0.025
2020,8,tv,All,35-44,hispanic,R,lenient,50,0.027
2020,8,tv,All,45-54,hispanic,R,lenient,50,0.041
2020,8,tv,All,55+,hispanic,R,lenient,50,0.048
2020,8,tv,All,18-24,white+other,R,lenient,50,0.079
2020,8,tv,All,25-34,white+other,R,lenient,50,0.063
2020,8,tv,All,35-44,white+other,R,lenient,50,0.091
2020,8,tv,All,45-54,white+other,R,lenient,50,0.146
2020,8,tv,All,55+,white+other,R,lenient,50,0.206
2020,9,tv,All,18-24,asian,R,lenient,50,0.060
2020,9,tv,All,25-34,asian,R,lenient,50,0.055
2020,9,tv,All,35-44,asian,R,lenient,50,0.043
2020,9,tv,All,45-54,asian,R,lenient,50,0.087
2020,9,tv,All,55+,asian,R,lenient,50,0.110
2020,9,tv,All,18-24,black,R,lenient,50,0.021
2020,9,tv,All,25-34,black,R,lenient,50,0.020
2020,9,tv,All,35-44,black,R,lenient,50,0.017
2020,9,tv,All,45-54,black,R,lenient,50,0.014
2020,9,tv,All,55+,black,R,lenient,50,0.013
2020,9,tv,All,18-24,hispanic,R,lenient,50,0.023
2020,9,tv,All,25-34,hispanic,R,lenient,50,0.021
2020,9,tv,All,35-44,hispanic,R,lenient,50,0.034
2020,9,tv,All,45-54,hispanic,R,lenient,50,0.046
2020,9,tv,All,55+,hispanic,R,lenient,50,0.045
2020,9,tv,All,18-24,white+other,R,lenient,50,0.083
2020,9,tv,All,25-34,white+other,R,lenient,50,0.076
2020,9,tv,All,35-44,white+other,R,lenient,50,0.092
2020,9,tv,All,45-54,white+other,R,lenient,50,0.151
2020,9,tv,All,55+,white+other,R,lenient,50,0.208
2020,10,tv,All,18-24,asian,R,lenient,50,0.055
2020,10,tv,All,25-34,asian,R,lenient,50,0.057
2020,10,tv,All,35-44,asian,R,lenient,50,0.047
2020,10,tv,All,45-54,asian,R,lenient,50,0.089
2020,10,tv,All,55+,asian,R,lenient,50,0.133
2020,10,tv,All,18-24,black,R,lenient,50,0.022
2020,10,tv,All,25-34,black,R,lenient,50,0.026
2020,10,tv,All,35-44,black,R,lenient,50,0.020
2020,10,tv,All,45-54,black,R,lenient,50,0.012
2020,10,tv,All,55+,black,R,lenient,50,0.017
2020,10,tv,All,18-24,hispanic,R,lenient,50,0.032
2020,10,tv,All,25-34,hispanic,R,lenient,50,0.027
2020,10,tv,All,35-44,hispanic,R,lenient,50,0.036
2020,10,tv,All,45-54,hispanic,R,lenient,50,0.047
2020,10,tv,All,55+,hispanic,R,lenient,50,0.049
2020,10,tv,All,18-24,white+other,R,lenient,50,0.089
2020,10,tv,All,25-34,white+other,R,lenient,50,0.074
2020,10,tv,All,35-44,white+other,R,lenient,50,0.097
2020,10,tv,All,45-54,white+other,R,lenient,50,0.159
2020,10,tv,All,55+,white+other,R,lenient,50,0.217
2020,11,tv,All,18-24,asian,R,lenient,50,0.067
2020,11,tv,All,25-34,asian,R,lenient,50,0.072
2020,11,tv,All,35-44,asian,R,lenient,50,0.082
2020,11,tv,All,45-54,asian,R,lenient,50,0.106
2020,11,tv,All,55+,asian,R,lenient,50,0.151
2020,11,tv,All,18-24,black,R,lenient,50,0.030
2020,11,tv,All,25-34,black,R,lenient,50,0.031
2020,11,tv,All,35-44,black,R,lenient,50,0.026
2020,11,tv,All,45-54,black,R,lenient,50,0.018
2020,11,tv,All,55+,black,R,lenient,50,0.020
2020,11,tv,All,18-24,hispanic,R,lenient,50,0.036
2020,11,tv,All,25-34,hispanic,R,lenient,50,0.033
2020,11,tv,All,35-44,hispanic,R,lenient,50,0.051
2020,11,tv,All,45-54,hispanic,R,lenient,50,0.060
2020,11,tv,All,55+,hispanic,R,lenient,50,0.058
2020,11,tv,All,18-24,white+other,R,lenient,50,0.117
2020,11,tv,All,25-34,white+other,R,lenient,50,0.118
2020,11,tv,All,35-44,white+other,R,lenient,50,0.136
2020,11,tv,All,45-54,white+other,R,lenient,50,0.192
2020,11,tv,All,55+,white+other,R,lenient,50,0.230
2020,12,tv,All,18-24,asian,R,lenient,50,0.043
2020,12,tv,All,25-34,asian,R,lenient,50,0.040
2020,12,tv,All,35-44,asian,R,lenient,50,0.052
2020,12,tv,All,45-54,asian,R,lenient,50,0.069
2020,12,tv,All,55+,asian,R,lenient,50,0.108
2020,12,tv,All,18-24,black,R,lenient,50,0.018
2020,12,tv,All,25-34,black,R,lenient,50,0.022
2020,12,tv,All,35-44,black,R,lenient,50,0.019
2020,12,tv,All,45-54,black,R,lenient,50,0.017
2020,12,tv,All,55+,black,R,lenient,50,0.018
2020,12,tv,All,18-24,hispanic,R,lenient,50,0.021
2020,12,tv,All,25-34,hispanic,R,lenient,50,0.019
2020,12,tv,All,35-44,hispanic,R,lenient,50,0.021
2020,12,tv,All,45-54,hispanic,R,lenient,50,0.040
2020,12,tv,All,55+,hispanic,R,lenient,50,0.039
2020,12,tv,All,18-24,white+other,R,lenient,50,0.070
