archetype,delta,start year,start month,end year,end month
Other Cable,-1769833,2017,12,2022,4
No or Minimal News,46286180,2017,12,2022,5
Hard Broadcast News,-6394820,2017,12,2022,5
Soft Broadcast News,-21646415,2017,12,2022,5
Partisan Cable (right),1232219,2017,12,2022,5
Partisan Cable (left),-8110977,2017,12,2022,5
Spanish News,-2796780,2017,12,2022,5
Other Cable,-1393429,2017,12,2022,5
No or Minimal News,47826813,2017,12,2022,6
Hard Broadcast News,-7047059,2017,12,2022,6
Soft Broadcast News,-23474866,2017,12,2022,6
Partisan Cable (right),1112281,2017,12,2022,6
Partisan Cable (left),-5837294,2017,12,2022,6
Spanish News,-3146230,2017,12,2022,6
Other Cable,-2233780,2017,12,2022,6
No or Minimal News,52596949,2017,12,2022,7
Hard Broadcast News,-9108415,2017,12,2022,7
Soft Broadcast News,-23509964,2017,12,2022,7
Partisan Cable (right),437470,2017,12,2022,7
Partisan Cable (left),-7057864,2017,12,2022,7
Spanish News,-3392482,2017,12,2022,7
Other Cable,-2731434,2017,12,2022,7
No or Minimal News,53212099,2017,12,2022,8
Hard Broadcast News,-11125151,2017,12,2022,8
Soft Broadcast News,-22339920,2017,12,2022,8
Partisan Cable (right),764462,2017,12,2022,8
Partisan Cable (left),-7201213,2017,12,2022,8
Spanish News,-3709616,2017,12,2022,8
Other Cable,-2318834,2017,12,2022,8
No or Minimal News,46371192,2017,12,2022,9
Hard Broadcast News,-3262297,2017,12,2022,9
Soft Broadcast News,-23815700,2017,12,2022,9
Partisan Cable (right),183201,2017,12,2022,9
Partisan Cable (left),-5305341,2017,12,2022,9
Spanish News,-3007301,2017,12,2022,9
Other Cable,-3714269,2017,12,2022,9
No or Minimal News,50611650,2017,12,2022,10
Hard Broadcast News,-5356697,2017,12,2022,10
Soft Broadcast News,-21957952,2017,12,2022,10
Partisan Cable (right),82520,2017,12,2022,10
Partisan Cable (left),-7957132,2017,12,2022,10
Spanish News,-3504742,2017,12,2022,10
Other Cable,-3689033,2017,12,2022,10
No or Minimal News,43590725,2017,12,2022,11
Hard Broadcast News,-3912743,2017,12,2022,11
Soft Broadcast News,-21114733,2017,12,2022,11
Partisan Cable (right),3083842,2017,12,2022,11
Partisan Cable (left),-5632634,2017,12,2022,11
Spanish News,-2936658,2017,12,2022,11
Other Cable,-4743690,2017,12,2022,11
No or Minimal News,47212465,2017,12,2022,12
Hard Broadcast News,-4466897,2017,12,2022,12
Soft Broadcast News,-20413305,2017,12,2022,12
Partisan Cable (right),-642657,2017,12,2022,12
Partisan Cable (left),-6725787,2017,12,2022,12
Spanish News,-2808093,2017,12,2022,12
Other Cable,-3914162,2017,12,2022,12
No or Minimal News,48884608,2017,12,2023,1
Hard Broadcast News,-3576247,2017,12,2023,1
Soft Broadcast News,-21433830,2017,12,2023,1
Partisan Cable (right),-885913,2017,12,2023,1
Partisan Cable (left),-7482846,2017,12,2023,1
Spanish News,-3575316,2017,12,2023,1
Other Cable,-3672506,2017,12,2023,1
No or Minimal News,54717884,2017,12,2023,2
Hard Broadcast News,-6301990,2017,12,2023,2
Soft Broadcast News,-21937459,2017,12,2023,2
Partisan Cable (right),-758562,2017,12,2023,2
Partisan Cable (left),-8797036,2017,12,2023,2
Spanish News,-4041551,2017,12,2023,2
Other Cable,-4509747,2017,12,2023,2
No or Minimal News,53174536,2017,12,2023,3
Hard Broadcast News,-5012708,2017,12,2023,3
Soft Broadcast News,-22368740,2017,12,2023,3
Partisan Cable (right),-975769,2017,12,2023,3
Partisan Cable (left),-8808765,2017,12,2023,3
Spanish News,-4271030,2017,12,2023,3
Other Cable,-3449847,2017,12,2023,3
No or Minimal News,55554458,2017,12,2023,4
Hard Broadcast News,-8041545,2017,12,2023,4
Soft Broadcast News,-22381735,2017,12,2023,4
Partisan Cable (right),-716884,2017,12,2023,4
Partisan Cable (left),-7236414,2017,12,2023,4
Spanish News,-4298258,2017,12,2023,4
Other Cable,-4599988,2017,12,2023,4
No or Minimal News,57214491,2017,12,2023,5
Hard Broadcast News,-7066423,2017,12,2023,5
Soft Broadcast News,-22542986,2017,12,2023,5
Partisan Cable (right),-2578626,2017,12,2023,5
Partisan Cable (left),-8232021,2017,12,2023,5
Spanish News,-4530909,2017,12,2023,5
Other Cable,-3976325,2017,12,2023,5
No or Minimal News,59547650,2017,12,2023,6
Hard Broadcast News,-10117238,2017,12,2023,6
Soft Broadcast News,-23424195,2017,12,2023,6
Partisan Cable (right),-2733370,2017,12,2023,6
Partisan Cable (left),-6556832,2017,12,2023,6
Spanish News,-4993141,2017,12,2023,6
Other Cable,-3440434,2017,12,2023,6
No or Minimal News,62863797,2017,12,2023,7
Hard Broadcast News,-11620168,2017,12,2023,7
Soft Broadcast News,-23067584,2017,12,2023,7
Partisan Cable (right),-2877674,2017,12,2023,7
Partisan Cable (left),-8966252,2017,12,2023,7
Spanish News,-4846605,2017,12,2023,7
Other Cable,-3259736,2017,12,2023,7
No or Minimal News,58095451,2017,12,2023,8
Hard Broadcast News,-11240889,2017,12,2023,8
Soft Broadcast News,-23001808,2017,12,2023,8
Partisan Cable (right),-756160,2017,12,2023,8
Partisan Cable (left),-5976008,2017,12,2023,8
Spanish News,-5127479,2017,12,2023,8
Other Cable,-3713596,2017,12,2023,8
No or Minimal News,59964210,2017,12,2023,9
Hard Broadcast News,-8490380,2017,12,2023,9
Soft Broadcast News,-23238450,2017,12,2023,9
Partisan Cable (right),-2064061,2017,12,2023,9
Partisan Cable (left),-8130257,2017,12,2023,9
Spanish News,-4967092,2017,12,2023,9
Other Cable,-3979089,2017,12,2023,9
No or Minimal News,56597849,2017,12,2023,10
Hard Broadcast News,-6214167,2017,12,2023,10
Soft Broadcast News,-23890894,2017,12,2023,10
Partisan Cable (right),-150578,2017,12,2023,10
Partisan Cable (left),-4643013,2017,12,2023,10
Spanish News,-4171377,2017,12,2023,10
Other Cable,-5126744,2017,12,2023,10
No or Minimal News,59856374,2017,12,2023,11
Hard Broadcast News,-6468166,2017,12,2023,11
Soft Broadcast News,-22029421,2017,12,2023,11
Partisan Cable (right),-2071270,2017,12,2023,11
Partisan Cable (left),-7195713,2017,12,2023,11
Spanish News,-4114224,2017,12,2023,11
Other Cable,-5511639,2017,12,2023,11
No or Minimal News,61355617,2017,12,2023,12
Hard Broadcast News,-5628526,2017,12,2023,12
Soft Broadcast News,-22735887,2017,12,2023,12
Partisan Cable (right),-4275842,2017,12,2023,12
Partisan Cable (left),-7859626,2017,12,2023,12
Spanish News,-4278852,2017,12,2023,12
Other Cable,-4165574,2017,12,2023,12
No or Minimal News,61589077,2017,12,2024,1
Hard Broadcast News,-7375439,2017,12,2024,1
Soft Broadcast News,-21643711,2017,12,2024,1
Partisan Cable (right),-3114477,2017,12,2024,1
Partisan Cable (left),-8040697,2017,12,2024,1
Spanish News,-4342791,2017,12,2024,1
Other Cable,-4557938,2017,12,2024,1
No or Minimal News,65220278,2017,12,2024,2
Hard Broadcast News,-6743786,2017,12,2024,2
Soft Broadcast News,-24624110,2017,12,2024,2
Partisan Cable (right),-3383901,2017,12,2024,2
Partisan Cable (left),-8306618,2017,12,2024,2
Spanish News,-4621997,2017,12,2024,2
Other Cable,-5076724,2017,12,2024,2
No or Minimal News,60820285,2017,12,2024,3
Hard Broadcast News,-3160108,2017,12,2024,3
Soft Broadcast News,-25085434,2017,12,2024,3
Partisan Cable (right),-3131843,2017,12,2024,3
Partisan Cable (left),-8041673,2017,12,2024,3
Spanish News,-4596304,2017,12,2024,3
Other Cable,-4418701,2017,12,2024,3
No or Minimal News,64674425,2017,12,2024,4
Hard Broadcast News,-7386439,2017,12,2024,4
Soft Broadcast News,-24168965,2017,12,2024,4
Partisan Cable (right),-3576949,2017,12,2024,4
Partisan Cable (left),-7356288,2017,12,2024,4
Spanish News,-4646408,2017,12,2024,4
Other Cable,-5024913,2017,12,2024,4
No or Minimal News,67462909,2017,12,2024,5
Hard Broadcast News,-9655563,2017,12,2024,5
Soft Broadcast News,-23742690,2017,12,2024,5
Partisan Cable (right),-3315587,2017,12,2024,5
Partisan Cable (left),-7175870,2017,12,2024,5
Spanish News,-4780848,2017,12,2024,5
Other Cable,-6307273,2017,12,2024,5
No or Minimal News,60147982,2017,12,2024,6
Hard Broadcast News,-5361207,2017,12,2024,6
Soft Broadcast News,-25300327,2017,12,2024,6
Partisan Cable (right),-2137943,2017,12,2024,6
Partisan Cable (left),-5293041,2017,12,2024,6
Spanish News,-4472724,2017,12,2024,6
Other Cable,-5185444,2017,12,2024,6
No or Minimal News,54831153,2017,12,2024,7
Hard Broadcast News,-2462213,2017,12,2024,7
Soft Broadcast News,-27108511,2017,12,2024,7
Partisan Cable (right),2848195,2017,12,2024,7
Partisan Cable (left),-4060465,2017,12,2024,7
Spanish News,-4220331,2017,12,2024,7
Other Cable,-7323838,2017,12,2024,7
No or Minimal News,61579108,2017,12,2024,8
Hard Broadcast News,-7412941,2017,12,2024,8
Soft Broadcast News,-26337176,2017,12,2024,8
Partisan Cable (right),-773651,2017,12,2024,8
Partisan Cable (left),-2511650,2017,12,2024,8
Spanish News,-5332375,2017,12,2024,8
Other Cable,-6422042,2017,12,2024,8
No or Minimal News,50758944,2017,12,2024,9
Hard Broadcast News,6550986,2017,12,2024,9
Soft Broadcast News,-26582468,2017,12,2024,9
Partisan Cable (right),-453546,2017,12,2024,9
Partisan Cable (left),-4802988,2017,12,2024,9
Spanish News,-5110439,2017,12,2024,9
Other Cable,-6086119,2017,12,2024,9
No or Minimal News,58206149,2017,12,2024,10
Hard Broadcast News,-2205170,2017,12,2024,10
Soft Broadcast News,-25537469,2017,12,2024,10
Partisan Cable (right),567685,2017,12,2024,10
Partisan Cable (left),-4820538,2017,12,2024,10
Spanish News,-4816945,2017,12,2024,10
Other Cable,-7051703,2017,12,2024,10
No or Minimal News,48833228,2017,12,2024,11
Hard Broadcast News,1915007,2017,12,2024,11
Soft Broadcast News,-26108542,2017,12,2024,11
Partisan Cable (right),5706494,2017,12,2024,11
Partisan Cable (left),-4240195,2017,12,2024,11
Spanish News,-4464324,2017,12,2024,11
Other Cable,-7348757,2017,12,2024,11
No or Minimal News,69873413,2017,12,2024,12
Hard Broadcast News,-6914348,2017,12,2024,12
Soft Broadcast News,-23979139,2017,12,2024,12
Partisan Cable (right),-1142104,2017,12,2024,12
Partisan Cable (left),-12417660,2017,12,2024,12
Spanish News,-5539421,2017,12,2024,12
Other Cable,-5694574,2017,12,2024,12
No or Minimal News,56262930,2017,12,2025,1
Hard Broadcast News,3158633,2017,12,2025,1
Soft Broadcast News,-27925073,2017,12,2025,1
Partisan Cable (right),3370895,2017,12,2025,1
Partisan Cable (left),-9560864,2017,12,2025,1
Spanish News,-4472595,2017,12,2025,1
Other Cable,-6561841,2017,12,2025,1
No or Minimal News,71752632,2017,12,2025,2
Hard Broadcast News,-9473455,2017,12,2025,2
Soft Broadcast News,-26963963,2017,12,2025,2
Partisan Cable (right),1267262,2017,12,2025,2
Partisan Cable (left),-10588620,2017,12,2025,2
Spanish News,-4966064,2017,12,2025,2
Other Cable,-6779338,2017,12,2025,2
No or Minimal News,66261004,2017,12,2025,3
Hard Broadcast News,-3642383,2017,12,2025,3
Soft Broadcast News,-27831771,2017,12,2025,3
Partisan Cable (right),948942,2017,12,2025,3
Partisan Cable (left),-10562898,2017,12,2025,3
Spanish News,-4685785,2017,12,2025,3
Other Cable,-6194115,2017,12,2025,3
No or Minimal News,73755256,2017,12,2025,4
Hard Broadcast News,-9801051,2017,12,2025,4
Soft Broadcast News,-27354304,2017,12,2025,4
Partisan Cable (right),-918644,2017,12,2025,4
Partisan Cable (left),-10475911,2017,12,2025,4
Spanish News,-4510973,2017,12,2025,4
Other Cable,-6360048,2017,12,2025,4
No or Minimal News,75288830,2017,12,2025,5
Hard Broadcast News,-9174874,2017,12,2025,5
Soft Broadcast News,-26979516,2017,12,2025,5
Partisan Cable (right),-1865132,2017,12,2025,5
Partisan Cable (left),-11808451,2017,12,2025,5
Spanish News,-4735163,2017,12,2025,5
Other Cable,-6455005,2017,12,2025,5
No or Minimal News,73662531,2017,12,2025,6
Hard Broadcast News,-12193537,2017,12,2025,6
Soft Broadcast News,-27821091,2017,12,2025,6
Partisan Cable (right),941496,2017,12,2025,6
Partisan Cable (left),-8337255,2017,12,2025,6
Spanish News,-4889039,2017,12,2025,6
Other Cable,-7067554,2017,12,2025,6
No or Minimal News,79842702,2017,12,2025,7
Hard Broadcast News,-13107281,2017,12,2025,7
Soft Broadcast News,-27632342,2017,12,2025,7
Partisan Cable (right),-1335700,2017,12,2025,7
Partisan Cable (left),-10630334,2017,12,2025,7
Spanish News,-5362102,2017,12,2025,7
Other Cable,-7512009,2017,12,2025,7
No or Minimal News,81868690,2017,12,2025,8
Hard Broadcast News,-12264164,2017,12,2025,8
Soft Broadcast News,-27055391,2017,12,2025,8
Partisan Cable (right),-2624472,2017,12,2025,8
Partisan Cable (left),-12053122,2017,12,2025,8
Spanish News,-5628335,2017,12,2025,8
Other Cable,-8002164,2017,12,2025,8
No or Minimal News,78714444,2017,12,2025,9
Hard Broadcast News,-11096747,2017,12,2025,9
Soft Broadcast News,-27061863,2017,12,2025,9
Partisan Cable (right),702653,2017,12,2025,9
Partisan Cable (left),-10463879,2017,12,2025,9
Spanish News,-5372080,2017,12,2025,9
Other Cable,-7256536,2017,12,2025,9
No or Minimal News,7170942,2018,1,2018,2
Hard Broadcast News,-4166717,2018,1,2018,2
Soft Broadcast News,-1262416,2018,1,2018,2
Partisan Cable (right),-585434,2018,1,2018,2
Partisan Cable (left),-798216,2018,1,2018,2
Spanish News,-709155,2018,1,2018,2
Other Cable,354367,2018,1,2018,2
No or Minimal News,6052404,2018,1,2018,3
Hard Broadcast News,-3635073,2018,1,2018,3
Soft Broadcast News,-1239214,2018,1,2018,3
Partisan Cable (right),-1176612,2018,1,2018,3
Partisan Cable (left),-425007,2018,1,2018,3
Spanish News,-457864,2018,1,2018,3
Other Cable,827645,2018,1,2018,3
No or Minimal News,10314152,2018,1,2018,4
Hard Broadcast News,-4454335,2018,1,2018,4
Soft Broadcast News,-3303067,2018,1,2018,4
Partisan Cable (right),-494792,2018,1,2018,4
Partisan Cable (left),-325177,2018,1,2018,4
Spanish News,-462600,2018,1,2018,4
Other Cable,-1288332,2018,1,2018,4
No or Minimal News,8635798,2018,1,2018,5
Hard Broadcast News,-6409738,2018,1,2018,5
Soft Broadcast News,1503205,2018,1,2018,5
Partisan Cable (right),-1130051,2018,1,2018,5
Partisan Cable (left),-731065,2018,1,2018,5
Spanish News,-585374,2018,1,2018,5
Other Cable,-1268548,2018,1,2018,5
No or Minimal News,12998953,2018,1,2018,6
Hard Broadcast News,-4009255,2018,1,2018,6
Soft Broadcast News,-5686188,2018,1,2018,6
Partisan Cable (right),-236135,2018,1,2018,6
Partisan Cable (left),-1916153,2018,1,2018,6
Spanish News,265751,2018,1,2018,6
Other Cable,-1491878,2018,1,2018,6
No or Minimal News,15525213,2018,1,2018,7
Hard Broadcast News,-5685559,2018,1,2018,7
Soft Broadcast News,-6264412,2018,1,2018,7
Partisan Cable (right),-1126480,2018,1,2018,7
Partisan Cable (left),-1425137,2018,1,2018,7
Spanish News,-691783,2018,1,2018,7
Other Cable,-452888,2018,1,2018,7
No or Minimal News,14802083,2018,1,2018,8
Hard Broadcast News,-5719234,2018,1,2018,8
Soft Broadcast News,-5937788,2018,1,2018,8
Partisan Cable (right),-1873177,2018,1,2018,8
Partisan Cable (left),-313582,2018,1,2018,8
Spanish News,-1525024,2018,1,2018,8
Other Cable,670401,2018,1,2018,8
No or Minimal News,9483205,2018,1,2018,9
Hard Broadcast News,-4811137,2018,1,2018,9
Soft Broadcast News,-7050814,2018,1,2018,9
Partisan Cable (right),104434,2018,1,2018,9
Partisan Cable (left),1595043,2018,1,2018,9
Spanish News,-935108,2018,1,2018,9
Other Cable,2635148,2018,1,2018,9
No or Minimal News,11596185,2018,1,2018,10
Hard Broadcast News,-8502049,2018,1,2018,10
Soft Broadcast News,-1539415,2018,1,2018,10
Partisan Cable (right),1007141,2018,1,2018,10
Partisan Cable (left),-461461,2018,1,2018,10
Spanish News,-1185762,2018,1,2018,10
Other Cable,169166,2018,1,2018,10
No or Minimal News,6292785,2018,1,2018,11
Hard Broadcast News,-2537701,2018,1,2018,11
Soft Broadcast News,-3651690,2018,1,2018,11
Partisan Cable (right),1136704,2018,1,2018,11
Partisan Cable (left),2754721,2018,1,2018,11
Spanish News,-1029010,2018,1,2018,11
Other Cable,-1927227,2018,1,2018,11
No or Minimal News,10591332,2018,1,2018,12
Hard Broadcast News,-1108592,2018,1,2018,12
Soft Broadcast News,-5010790,2018,1,2018,12
Partisan Cable (right),-1810219,2018,1,2018,12
Partisan Cable (left),874934,2018,1,2018,12
Spanish News,-1479328,2018,1,2018,12
Other Cable,-1020893,2018,1,2018,12
No or Minimal News,13200522,2018,1,2019,1
Hard Broadcast News,2273312,2018,1,2019,1
Soft Broadcast News,-12695266,2018,1,2019,1
Partisan Cable (right),-840118,2018,1,2019,1
Partisan Cable (left),1569899,2018,1,2019,1
Spanish News,-831819,2018,1,2019,1
Other Cable,-1574938,2018,1,2019,1
No or Minimal News,15566005,2018,1,2019,2
Hard Broadcast News,4321684,2018,1,2019,2
Soft Broadcast News,-15139965,2018,1,2019,2
Partisan Cable (right),-596215,2018,1,2019,2
Partisan Cable (left),-124925,2018,1,2019,2
Spanish News,-770678,2018,1,2019,2
Other Cable,-2142694,2018,1,2019,2
No or Minimal News,16381055,2018,1,2019,3
Hard Broadcast News,3255670,2018,1,2019,3
Soft Broadcast News,-14696418,2018,1,2019,3
Partisan Cable (right),-1314447,2018,1,2019,3
Partisan Cable (left),-1834791,2018,1,2019,3
Spanish News,-1220595,2018,1,2019,3
Other Cable,474690,2018,1,2019,3
No or Minimal News,22381479,2018,1,2019,4
Hard Broadcast News,-2957743,2018,1,2019,4
Soft Broadcast News,-13937989,2018,1,2019,4
Partisan Cable (right),-1478546,2018,1,2019,4
Partisan Cable (left),-2519182,2018,1,2019,4
Spanish News,-1306594,2018,1,2019,4
Other Cable,950373,2018,1,2019,4
No or Minimal News,21263135,2018,1,2019,5
Hard Broadcast News,188801,2018,1,2019,5
Soft Broadcast News,-14444774,2018,1,2019,5
Partisan Cable (right),-2243341,2018,1,2019,5
Partisan Cable (left),-3325892,2018,1,2019,5
Spanish News,-1026966,2018,1,2019,5
Other Cable,697661,2018,1,2019,5
No or Minimal News,21817283,2018,1,2019,6
Hard Broadcast News,1328943,2018,1,2019,6
Soft Broadcast News,-16708632,2018,1,2019,6
Partisan Cable (right),-2401825,2018,1,2019,6
Partisan Cable (left),-2803172,2018,1,2019,6
Spanish News,-850393,2018,1,2019,6
Other Cable,653091,2018,1,2019,6
No or Minimal News,25072957,2018,1,2019,7
Hard Broadcast News,-5442669,2018,1,2019,7
Soft Broadcast News,-16849420,2018,1,2019,7
Partisan Cable (right),-1068433,2018,1,2019,7
Partisan Cable (left),195446,2018,1,2019,7
Spanish News,-843337,2018,1,2019,7
Other Cable,28457,2018,1,2019,7
No or Minimal News,25955569,2018,1,2019,8
Hard Broadcast News,-6126062,2018,1,2019,8
Soft Broadcast News,-16097528,2018,1,2019,8
Partisan Cable (right),-1261253,2018,1,2019,8
Partisan Cable (left),-1907521,2018,1,2019,8
Spanish News,-1356207,2018,1,2019,8
Other Cable,2144038,2018,1,2019,8
No or Minimal News,21922863,2018,1,2019,9
Hard Broadcast News,3273549,2018,1,2019,9
Soft Broadcast News,-18012502,2018,1,2019,9
Partisan Cable (right),-1512921,2018,1,2019,9
Partisan Cable (left),-1063137,2018,1,2019,9
Spanish News,-760519,2018,1,2019,9
Other Cable,-1013802,2018,1,2019,9
No or Minimal News,22755373,2018,1,2019,10
Hard Broadcast News,486645,2018,1,2019,10
Soft Broadcast News,-17225054,2018,1,2019,10
Partisan Cable (right),-1001684,2018,1,2019,10
Partisan Cable (left),898197,2018,1,2019,10
Spanish News,-979625,2018,1,2019,10
Other Cable,-2056696,2018,1,2019,10
No or Minimal News,20856023,2018,1,2019,11
Hard Broadcast News,4306980,2018,1,2019,11
Soft Broadcast News,-18753536,2018,1,2019,11
Partisan Cable (right),-831717,2018,1,2019,11
Partisan Cable (left),315118,2018,1,2019,11
Spanish News,-844792,2018,1,2019,11
Other Cable,-2214867,2018,1,2019,11
No or Minimal News,19014004,2018,1,2019,12
Hard Broadcast News,5853504,2018,1,2019,12
Soft Broadcast News,-18778494,2018,1,2019,12
Partisan Cable (right),-311469,2018,1,2019,12
Partisan Cable (left),-138213,2018,1,2019,12
Spanish News,-1152328,2018,1,2019,12
Other Cable,-1647655,2018,1,2019,12
No or Minimal News,17141830,2018,1,2020,1
Hard Broadcast News,4138870,2018,1,2020,1
Soft Broadcast News,-19686275,2018,1,2020,1
Partisan Cable (right),2123740,2018,1,2020,1
Partisan Cable (left),2536294,2018,1,2020,1
Spanish News,-737715,2018,1,2020,1
Other Cable,-2613353,2018,1,2020,1
No or Minimal News,20054270,2018,1,2020,2
Hard Broadcast News,4499969,2018,1,2020,2
Soft Broadcast News,-19950402,2018,1,2020,2
Partisan Cable (right),1830344,2018,1,2020,2
