state,program,network,period,value,medium,domain
NV,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,146598,tv,
MS,FOX AND FRIENDS,FOXNC,Since 2016,144453,tv,
MS,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,143668,tv,
AR,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,143213,tv,
AR,AMERICAS NEWSROOM,FOXNC,Since 2016,142314,tv,
NE,HANNITY,FOXNC,Since 2016,138566,tv,
WV,OUTNUMBERED,FOXNC,Since 2016,137120,tv,
NE,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,136854,tv,
OR,"FIVE, THE",FOXNC,Since 2016,134678,tv,
NV,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,133090,tv,
KS,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,133011,tv,
MS,"FIVE, THE",FOXNC,Since 2016,131887,tv,
KS,AMERICAS NEWSROOM,FOXNC,Since 2016,131847,tv,
NM,HANNITY,FOXNC,Since 2016,131666,tv,
WV,FOX AND FRIENDS,FOXNC,Since 2016,131207,tv,
AR,FOX AND FRIENDS,FOXNC,Since 2016,131115,tv,
OR,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,130855,tv,
OR,ANDERSON COOPER 360,CNN,Since 2016,130236,tv,
WV,AMERICAS NEWSROOM,FOXNC,Since 2016,129502,tv,
OR,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,127606,tv,
WV,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,127428,tv,
NH,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,127284,tv,
RI,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,126025,tv,
WV,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,125912,tv,
WV,"FIVE, THE",FOXNC,Since 2016,125571,tv,
UT,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,123874,tv,
IA,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,122496,tv,
ID,HANNITY,FOXNC,Since 2016,121445,tv,
WV,CNN NEWSROOM,CNN,Since 2016,121327,tv,
UT,CNN NEWSROOM,CNN,Since 2016,119621,tv,
MS,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,112014,tv,
KS,"FIVE, THE",FOXNC,Since 2016,111804,tv,
AR,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,111256,tv,
NH,CNN NEWSROOM,CNN,Since 2016,108795,tv,
IA,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,108606,tv,
IA,"FIVE, THE",FOXNC,Since 2016,108112,tv,
NM,OUTNUMBERED,FOXNC,Since 2016,106772,tv,
HI,CNN NEWSROOM,CNN,Since 2016,106562,tv,
KS,FOX AND FRIENDS,FOXNC,Since 2016,105133,tv,
WV,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,104908,tv,
KS,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,103185,tv,
WV,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,102165,tv,
NE,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,101532,tv,
IA,AMERICAS NEWSROOM,FOXNC,Since 2016,99131,tv,
IA,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,98809,tv,
UT,OUTNUMBERED,FOXNC,Since 2016,98255,tv,
NE,CNN NEWSROOM,CNN,Since 2016,96405,tv,
UT,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,96148,tv,
NM,AMERICAS NEWSROOM,FOXNC,Since 2016,95718,tv,
NM,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,95536,tv,
IA,OUTNUMBERED,FOXNC,Since 2016,94273,tv,
IA,FOX AND FRIENDS,FOXNC,Since 2016,94215,tv,
RI,CNN NEWSROOM,CNN,Since 2016,93796,tv,
UT,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,93700,tv,
VT,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,92898,tv,
ID,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,92861,tv,
UT,"FIVE, THE",FOXNC,Since 2016,92768,tv,
UT,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,92545,tv,
NE,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,92164,tv,
HI,HANNITY,FOXNC,Since 2016,91861,tv,
HI,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,90624,tv,
NH,HANNITY,FOXNC,Since 2016,88393,tv,
NM,"FIVE, THE",FOXNC,Since 2016,87738,tv,
MT,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,87520,tv,
ME,CNN NEWSROOM,CNN,Since 2016,86596,tv,
NE,"FIVE, THE",FOXNC,Since 2016,85737,tv,
NM,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,85541,tv,
DC,CNN NEWSROOM,CNN,Since 2016,84368,tv,
UT,AMERICAS NEWSROOM,FOXNC,Since 2016,83892,tv,
DE,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,83623,tv,
MT,OUTNUMBERED,FOXNC,Since 2016,82716,tv,
NE,OUTNUMBERED,FOXNC,Since 2016,82451,tv,
ID,OUTNUMBERED,FOXNC,Since 2016,82223,tv,
NE,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,81970,tv,
DE,CNN NEWSROOM,CNN,Since 2016,81747,tv,
NM,SITUATION ROOM,CNN,Since 2016,80341,tv,
NM,ANDERSON COOPER 360,CNN,Since 2016,78910,tv,
ID,"FIVE, THE",FOXNC,Since 2016,76689,tv,
NH,FOX AND FRIENDS,FOXNC,Since 2016,76241,tv,
MT,HANNITY,FOXNC,Since 2016,75333,tv,
NE,AMERICAS NEWSROOM,FOXNC,Since 2016,75224,tv,
UT,FOX NEWS AT NIGHT,FOXNC,Since 2016,75142,tv,
ID,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,75048,tv,
NH,AMERICAS NEWSROOM,FOXNC,Since 2016,73152,tv,
NH,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,73056,tv,
NE,FOX AND FRIENDS,FOXNC,Since 2016,72112,tv,
NH,NEW DAY,CNN,Since 2016,71300,tv,
NH,"FIVE, THE",FOXNC,Since 2016,71115,tv,
ID,AMERICAS NEWSROOM,FOXNC,Since 2016,70864,tv,
MT,AMERICAS NEWSROOM,FOXNC,Since 2016,70826,tv,
NH,OUTNUMBERED,FOXNC,Since 2016,67602,tv,
ME,HANNITY,FOXNC,Since 2016,67544,tv,
NH,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,67391,tv,
DC,RACHEL MADDOW SHOW,MSNBC,Since 2016,63732,tv,
MT,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,61344,tv,
VT,CNN NEWSROOM,CNN,Since 2016,60400,tv,
ME,FOX AND FRIENDS,FOXNC,Since 2016,60382,tv,
ME,OUTNUMBERED,FOXNC,Since 2016,59726,tv,
MT,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,59085,tv,
MT,"FIVE, THE",FOXNC,Since 2016,57770,tv,
ME,"FIVE, THE",FOXNC,Since 2016,57207,tv,
ID,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,56981,tv,
HI,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,56689,tv,
HI,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,56509,tv,
DE,HANNITY,FOXNC,Since 2016,55948,tv,
RI,HANNITY,FOXNC,Since 2016,55853,tv,
ID,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,55278,tv,
DC,ALL IN W/ CHRIS HAYES,MSNBC,Since 2016,55071,tv,
ND,HANNITY,FOXNC,Since 2016,53701,tv,
ME,AMERICAS NEWSROOM,FOXNC,Since 2016,53590,tv,
DC,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,53401,tv,
SD,HANNITY,FOXNC,Since 2016,53195,tv,
ID,"STORY, THE",FOXNC,Since 2016,53027,tv,
ME,MORNING JOE,MSNBC,Since 2016,52942,tv,
ME,NEW DAY,CNN,Since 2016,52555,tv,
HI,"FIVE, THE",FOXNC,Since 2016,52512,tv,
ME,RACHEL MADDOW SHOW,MSNBC,Since 2016,52236,tv,
RI,NEW DAY,CNN,Since 2016,52001,tv,
DC,ANDERSON COOPER 360,CNN,Since 2016,51911,tv,
MT,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,50144,tv,
HI,OUTNUMBERED,FOXNC,Since 2016,50135,tv,
DC,NEW DAY,CNN,Since 2016,49932,tv,
ID,CNN NEWSROOM,CNN,Since 2016,49763,tv,
HI,ANDERSON COOPER 360,CNN,Since 2016,49638,tv,
ND,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,48881,tv,
DC,MORNING JOE,MSNBC,Since 2016,48746,tv,
HI,RACHEL MADDOW SHOW,MSNBC,Since 2016,48106,tv,
HI,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,47805,tv,
RI,ANDERSON COOPER 360,CNN,Since 2016,44178,tv,
RI,OUTNUMBERED,FOXNC,Since 2016,43421,tv,
MT,CNN NEWSROOM,CNN,Since 2016,43189,tv,
MT,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,43094,tv,
DE,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,42722,tv,
DE,NEW DAY,CNN,Since 2016,42297,tv,
DC,11TH HOUR W/B. WILLIAMS,MSNBC,Since 2016,42113,tv,
DE,SITUATION ROOM,CNN,Since 2016,41211,tv,
RI,MORNING JOE,MSNBC,Since 2016,41159,tv,
RI,"FIVE, THE",FOXNC,Since 2016,40867,tv,
SD,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,40703,tv,
RI,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,40628,tv,
RI,RACHEL MADDOW SHOW,MSNBC,Since 2016,40443,tv,
DE,ANDERSON COOPER 360,CNN,Since 2016,40325,tv,
SD,CNN NEWSROOM,CNN,Since 2016,39384,tv,
VT,NEW DAY,CNN,Since 2016,39225,tv,
DC,SITUATION ROOM,CNN,Since 2016,38993,tv,
DE,"FIVE, THE",FOXNC,Since 2016,38824,tv,
SD,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,38698,tv,
SD,"FIVE, THE",FOXNC,Since 2016,38223,tv,
DE,OUTNUMBERED,FOXNC,Since 2016,36944,tv,
SD,OUTNUMBERED,FOXNC,Since 2016,36842,tv,
DE,FOX AND FRIENDS,FOXNC,Since 2016,36193,tv,
VT,HANNITY,FOXNC,Since 2016,34186,tv,
ND,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,33575,tv,
SD,AMERICAS NEWSROOM,FOXNC,Since 2016,33468,tv,
VT,RACHEL MADDOW SHOW,MSNBC,Since 2016,33108,tv,
VT,MORNING JOE,MSNBC,Since 2016,32014,tv,
VT,DEADLINE:WHITE HOUSE,MSNBC,Since 2016,31053,tv,
VT,FOX AND FRIENDS,FOXNC,Since 2016,30981,tv,
ND,CNN NEWSROOM,CNN,Since 2016,30328,tv,
ND,AMERICAS NEWSROOM,FOXNC,Since 2016,30137,tv,
WY,HANNITY,FOXNC,Since 2016,29662,tv,
VT,ALL IN W/ CHRIS HAYES,MSNBC,Since 2016,29368,tv,
ND,OUTNUMBERED,FOXNC,Since 2016,28748,tv,
ND,FOX AND FRIENDS,FOXNC,Since 2016,28291,tv,
WY,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,28162,tv,
ND,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,28002,tv,
SD,FOX AND FRIENDS,FOXNC,Since 2016,27834,tv,
VT,"FIVE, THE",FOXNC,Since 2016,27769,tv,
ND,"FIVE, THE",FOXNC,Since 2016,27694,tv,
SD,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,27478,tv,
AK,HANNITY,FOXNC,Since 2016,27268,tv,
WY,OUTNUMBERED,FOXNC,Since 2016,27112,tv,
WY,AMERICAS NEWSROOM,FOXNC,Since 2016,26990,tv,
WY,CNN NEWSROOM,CNN,Since 2016,26571,tv,
WY,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,25613,tv,
SD,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,25420,tv,
WY,"FIVE, THE",FOXNC,Since 2016,23682,tv,
ND,THE OREILLY FACTOR,FOXNC,Since 2016,22659,tv,
WY,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,22609,tv,
WY,FOX AND FRIENDS,FOXNC,Since 2016,20000,tv,
AK,MSNBC LIVE WKND EDITION,MSNBC,Since 2016,18676,tv,
WY,NEW DAY,CNN,Since 2016,18096,tv,
AK,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,16573,tv,
AK,CNN NEWSROOM,CNN,Since 2016,15201,tv,
AK,AMERICAS NEWS HQ,FOXNC,Since 2016,13381,tv,
AK,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,12327,tv,
AK,FOX NEWS AT NIGHT,FOXNC,Since 2016,11779,tv,
AK,FOX NEWS SUNDAY,FOXNC,Since 2016,11039,tv,
AK,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,10716,tv,
AK,OUTNUMBERED,FOXNC,Since 2016,10304,tv,
CA,,,Last 3 months,375174,web,foxnews.com
FL,,,Last 3 months,307697,web,foxnews.com
TX,,,Last 3 months,280102,web,foxnews.com
CA,,,Last 3 months,279433,web,theguardian.com
CA,,,Last 3 months,224361,web,npr.org
NY,,,Last 3 months,181245,web,foxnews.com
PA,,,Last 3 months,179644,web,foxnews.com
UT,,,Last 3 months,173118,web,ksl.com
MI,,,Last 3 months,139454,web,foxnews.com
CA,,,Last 3 months,135563,web,sfchronicle.com
NC,,,Last 3 months,133508,web,foxnews.com
OH,,,Last 3 months,127495,web,foxnews.com
WA,,,Last 3 months,119900,web,foxnews.com
TN,,,Last 3 months,119633,web,foxnews.com
VA,,,Last 3 months,111964,web,foxnews.com
CA,,,Last 3 months,108951,web,newsweek.com
PA,,,Last 3 months,107882,web,npr.org
CA,,,Last 3 months,107223,web,pbs.org
CA,,,Last 3 months,105252,web,theatlantic.com
NY,,,Last 3 months,105023,web,theguardian.com
FL,,,Last 3 months,104660,web,npr.org
CO,,,Last 3 months,103315,web,foxnews.com
IL,,,Last 3 months,101837,web,foxnews.com
FL,,,Last 3 months,100104,web,newsweek.com
FL,,,Last 3 months,97797,web,newsmax.com
GA,,,Last 3 months,94717,web,foxnews.com
FL,,,Last 3 months,93373,web,theguardian.com
NY,,,Last 3 months,89093,web,npr.org
CA,,,Last 3 months,86602,web,nymag.com
MD,,,Last 3 months,82243,web,foxnews.com
TX,,,Last 3 months,81441,web,theguardian.com
CT,,,Last 3 months,80628,web,foxnews.com
TX,,,Last 3 months,79866,web,npr.org
IN,,,Last 3 months,78528,web,foxnews.com
NY,,,Last 3 months,78235,web,newsweek.com
NJ,,,Last 3 months,75553,web,foxnews.com
CA,,,Last 3 months,75548,web,msnbc.com
CA,,,Last 3 months,75135,web,thedailybeast.com
WA,,,Last 3 months,74879,web,npr.org
WI,,,Last 3 months,73612,web,foxnews.com
MN,,,Last 3 months,71318,web,foxnews.com
PA,,,Last 3 months,70125,web,newsweek.com
TX,,,Last 3 months,70105,web,newsweek.com
AZ,,,Last 3 months,67361,web,foxnews.com
OH,,,Last 3 months,66528,web,npr.org
OK,,,Last 3 months,65789,web,foxnews.com
NY,,,Last 3 months,65467,web,thegatewaypundit.com
OR,,,Last 3 months,64565,web,foxnews.com
MI,,,Last 3 months,63962,web,npr.org
NY,,,Last 3 months,61963,web,pbs.org
NJ,,,Last 3 months,61811,web,npr.org
NC,,,Last 3 months,61202,web,npr.org
MA,,,Last 3 months,58731,web,theguardian.com
MO,,,Last 3 months,58455,web,foxnews.com
NY,,,Last 3 months,57849,web,newyorker.com
NY,,,Last 3 months,56143,web,gothamist.com
MT,,,Last 3 months,55959,web,foxnews.com
OH,,,Last 3 months,55264,web,theguardian.com
PA,,,Last 3 months,54889,web,theguardian.com
IL,,,Last 3 months,53671,web,theguardian.com
NJ,,,Last 3 months,52791,web,theguardian.com
CO,,,Last 3 months,50240,web,theguardian.com
AL,,,Last 3 months,50238,web,foxnews.com
MA,,,Last 3 months,50136,web,foxnews.com
IL,,,Last 3 months,49923,web,newsweek.com
AR,,,Last 3 months,48774,web,foxnews.com
WA,,,Last 3 months,48549,web,theguardian.com
NY,,,Last 3 months,48415,web,nymag.com
AZ,,,Last 3 months,47973,web,npr.org
FL,,,Last 3 months,47342,web,pbs.org
PA,,,Last 3 months,47189,web,pbs.org
TX,,,Last 3 months,46972,web,breitbart.com
VA,,,Last 3 months,46877,web,npr.org
FL,,,Last 3 months,45430,web,breitbart.com
VA,,,Last 3 months,45429,web,theguardian.com
NC,,,Last 3 months,45228,web,theguardian.com
KS,,,Last 3 months,44566,web,foxnews.com
CT,,,Last 3 months,44458,web,newsweek.com
FL,,,Last 3 months,44366,web,theblaze.com
IL,,,Last 3 months,43198,web,npr.org
TX,,,Last 3 months,42843,web,univision.com
GA,,,Last 3 months,42519,web,newsweek.com
AZ,,,Last 3 months,41598,web,slate.com
AZ,,,Last 3 months,41534,web,vice.com
FL,,,Last 3 months,41339,web,rawstory.com
NY,,,Last 3 months,41150,web,fivethirtyeight.com
MN,,,Last 3 months,41028,web,npr.org
MS,,,Last 3 months,40915,web,foxnews.com
FL,,,Last 3 months,40564,web,thedailybeast.com
IL,,,Last 3 months,40355,web,rawstory.com
WA,,,Last 3 months,40323,web,rawstory.com
GA,,,Last 3 months,39944,web,npr.org
MN,,,Last 3 months,39155,web,fivethirtyeight.com
AZ,,,Last 3 months,39078,web,dailywire.com
MN,,,Last 3 months,38939,web,drudgereport.com
TX,,,Last 3 months,38922,web,theatlantic.com
NJ,,,Last 3 months,38554,web,newsweek.com
MA,,,Last 3 months,38163,web,npr.org
OR,,,Last 3 months,38127,web,npr.org
SC,,,Last 3 months,38048,web,foxnews.com
MI,,,Last 3 months,37997,web,theguardian.com
NC,,,Last 3 months,37844,web,pbs.org
WA,,,Last 3 months,37792,web,senate.gov
TN,,,Last 3 months,37700,web,beforeitsnews.com
MN,,,Last 3 months,37195,web,vox.com
GA,,,Last 3 months,36923,web,theguardian.com
PA,,,Last 3 months,36901,web,newsmax.com
IL,,,Last 3 months,36811,web,theatlantic.com
MI,,,Last 3 months,36586,web,pbs.org
PA,,,Last 3 months,36561,web,msnbc.com
NJ,,,Last 3 months,36266,web,theatlantic.com
AZ,,,Last 3 months,36259,web,newsweek.com
NJ,,,Last 3 months,36252,web,pbs.org
OH,,,Last 3 months,36217,web,newsweek.com
WI,,,Last 3 months,36019,web,npr.org
MN,,,Last 3 months,35275,web,pbs.org
TX,,,Last 3 months,35079,web,thegatewaypundit.com
CO,,,Last 3 months,34956,web,newsweek.com
AZ,,,Last 3 months,34843,web,thedailybeast.com
VA,,,Last 3 months,34794,web,drudgereport.com
NJ,,,Last 3 months,34372,web,dailykos.com
IN,,,Last 3 months,34211,web,newsweek.com
TX,,,Last 3 months,34135,web,fivethirtyeight.com
MD,,,Last 3 months,34069,web,newsweek.com
IA,,,Last 3 months,33923,web,theguardian.com
WA,,,Last 3 months,33758,web,townhall.com
TX,,,Last 3 months,33657,web,dailywire.com
MI,,,Last 3 months,33584,web,newsmax.com
NH,,,Last 3 months,33561,web,foxnews.com
NJ,,,Last 3 months,33511,web,fivethirtyeight.com
WA,,,Last 3 months,33265,web,dailywire.com
PA,,,Last 3 months,33237,web,newyorker.com
MN,,,Last 3 months,33140,web,theguardian.com
KY,,,Last 3 months,32839,web,foxnews.com
ME,,,Last 3 months,32692,web,pressherald.com
IA,,,Last 3 months,32640,web,newsweek.com
VA,,,Last 3 months,32381,web,aljazeera.com
RI,,,Last 3 months,32306,web,foxnews.com
ID,,,Last 3 months,31127,web,cdapress.com
PA,,,Last 3 months,30463,web,nymag.com
WI,,,Last 3 months,30386,web,pbs.org
PA,,,Last 3 months,29371,web,dailykos.com
MN,,,Last 3 months,29281,web,newsweek.com
CO,,,Last 3 months,29260,web,dickmorris.com
ME,,,Last 3 months,29007,web,foxnews.com
MA,,,Last 3 months,28888,web,theatlantic.com
WA,,,Last 3 months,28702,web,newsweek.com
NJ,,,Last 3 months,28694,web,vox.com
MD,,,Last 3 months,28508,web,theatlantic.com
NJ,,,Last 3 months,28495,web,slate.com
CT,,,Last 3 months,28008,web,newsmax.com
MO,,,Last 3 months,27995,web,dailycaller.com
IA,,,Last 3 months,27855,web,foxnews.com
MI,,,Last 3 months,27639,web,newsweek.com
WA,,,Last 3 months,27280,web,redstate.com
OR,,,Last 3 months,27224,web,fivethirtyeight.com
NE,,,Last 3 months,27146,web,pbs.org
OH,,,Last 3 months,26955,web,theatlantic.com
LA,,,Last 3 months,26900,web,foxnews.com
WA,,,Last 3 months,26595,web,theatlantic.com
AL,,,Last 3 months,26474,web,waff.com
ME,,,Last 3 months,26250,web,theguardian.com
IL,,,Last 3 months,26151,web,dailykos.com
NC,,,Last 3 months,25886,web,dailywire.com
TN,,,Last 3 months,25884,web,theroot.com
VA,,,Last 3 months,25846,web,pbs.org
MA,,,Last 3 months,25781,web,dailykos.com
IA,,,Last 3 months,25669,web,vox.com
VA,,,Last 3 months,25606,web,dailykos.com
KY,,,Last 3 months,25365,web,npr.org
CT,,,Last 3 months,25120,web,npr.org
MO,,,Last 3 months,24906,web,salon.com
UT,,,Last 3 months,24898,web,theblaze.com
WV,,,Last 3 months,24661,web,foxnews.com
GA,,,Last 3 months,24654,web,newyorker.com
MA,,,Last 3 months,24594,web,teenvogue.com
AZ,,,Last 3 months,24481,web,drudgereport.com
MI,,,Last 3 months,24254,web,dailykos.com
AZ,,,Last 3 months,24219,web,mic.com
VA,,,Last 3 months,24194,web,fivethirtyeight.com
NC,,,Last 3 months,24063,web,newsweek.com
MD,,,Last 3 months,24030,web,theguardian.com
IN,,,Last 3 months,23913,web,dailycaller.com
IA,,,Last 3 months,23891,web,alternet.org
NH,,,Last 3 months,23804,web,theguardian.com
ID,,,Last 3 months,23717,web,foxnews.com
OH,,,Last 3 months,23670,web,newyorker.com
MA,,,Last 3 months,23535,web,newsweek.com
IL,,,Last 3 months,23434,web,breitbart.com
GA,,,Last 3 months,23380,web,vox.com
MI,,,Last 3 months,23367,web,thedailybeast.com
WY,,,Last 3 months,23272,web,msnbc.com
MO,,,Last 3 months,22908,web,thegatewaypundit.com
VA,,,Last 3 months,22588,web,newsweek.com
OK,,,Last 3 months,22543,web,npr.org
MS,,,Last 3 months,22447,web,newsweek.com
NC,,,Last 3 months,22278,web,newyorker.com
WI,,,Last 3 months,22080,web,theguardian.com
MO,,,Last 3 months,21781,web,npr.org
NV,,,Last 3 months,21718,web,foxnews.com
IL,,,Last 3 months,21648,web,vox.com
AZ,,,Last 3 months,21610,web,pbs.org
VA,,,Last 3 months,21443,web,theatlantic.com
MO,,,Last 3 months,21402,web,hotair.com
MO,,,Last 3 months,21398,web,theconservativetreehouse.com
IL,,,Last 3 months,21393,web,bustle.com
WI,,,Last 3 months,21337,web,thedailybeast.com
TN,,,Last 3 months,21267,web,vice.com
TN,,,Last 3 months,21247,web,rawstory.com
MA,,,Last 3 months,21050,web,theblaze.com
MO,,,Last 3 months,21015,web,americanthinker.com
MN,,,Last 3 months,20955,web,rawstory.com
GA,,,Last 3 months,20946,web,theatlantic.com
CO,,,Last 3 months,20824,web,npr.org
MI,,,Last 3 months,20743,web,fivethirtyeight.com
WI,,,Last 3 months,20635,web,nationalreview.com
MO,,,Last 3 months,20617,web,100percentfedup.com
MS,,,Last 3 months,20576,web,thedailybeast.com
NV,,,Last 3 months,20285,web,npr.org
IN,,,Last 3 months,20228,web,dailysignal.com
CO,,,Last 3 months,20033,web,dailywire.com
IN,,,Last 3 months,19824,web,npr.org
OK,,,Last 3 months,19821,web,theblaze.com
MI,,,Last 3 months,19581,web,metrotimes.com
NC,,,Last 3 months,19560,web,pitchfork.com
CO,,,Last 3 months,19440,web,fivethirtyeight.com
TN,,,Last 3 months,19440,web,wnd.com
OH,,,Last 3 months,19416,web,dailykos.com
OH,,,Last 3 months,19353,web,newsmax.com
MO,,,Last 3 months,19338,web,pjmedia.com
GA,,,Last 3 months,19304,web,pbs.org
CT,,,Last 3 months,19178,web,pressherald.com
CO,,,Last 3 months,19149,web,theatlantic.com
WI,,,Last 3 months,19103,web,thegatewaypundit.com
NC,,,Last 3 months,18984,web,thedailybeast.com
ID,,,Last 3 months,18976,web,theblaze.com
OH,,,Last 3 months,18913,web,thedailybeast.com
NH,,,Last 3 months,18829,web,npr.org
NH,,,Last 3 months,18702,web,fivethirtyeight.com
DE,,,Last 3 months,18633,web,ijr.com
IA,,,Last 3 months,18601,web,theatlantic.com
AL,,,Last 3 months,18382,web,townhall.com
IN,,,Last 3 months,18337,web,theatlantic.com
MD,,,Last 3 months,18281,web,washingtontimes.com
OH,,,Last 3 months,18257,web,thegatewaypundit.com
TN,,,Last 3 months,18245,web,theguardian.com
IN,,,Last 3 months,18225,web,ijr.com
WI,,,Last 3 months,18113,web,newsweek.com
WV,,,Last 3 months,18100,web,fauquier.com
CT,,,Last 3 months,18057,web,rawstory.com
MD,,,Last 3 months,17981,web,msnbc.com
AL,,,Last 3 months,17962,web,npr.org
MA,,,Last 3 months,17924,web,vox.com
ME,,,Last 3 months,17923,web,dailykos.com
IA,,,Last 3 months,17879,web,fivethirtyeight.com
IN,,,Last 3 months,17849,web,billoreilly.com
CO,,,Last 3 months,17819,web,pbs.org
NC,,,Last 3 months,17818,web,nymag.com
AL,,,Last 3 months,17815,web,newsweek.com
TN,,,Last 3 months,17762,web,memphisflyer.com
UT,,,Last 3 months,17721,web,nationalreview.com
OR,,,Last 3 months,17700,web,secondnexus.com
WY,,,Last 3 months,17459,web,rawstory.com
GA,,,Last 3 months,17404,web,vogue.com
WI,,,Last 3 months,17399,web,americanthinker.com
WI,,,Last 3 months,17399,web,theconservativetreehouse.com
MA,,,Last 3 months,17211,web,thedailybeast.com
LA,,,Last 3 months,17106,web,npr.org
TN,,,Last 3 months,16962,web,newsweek.com
GA,,,Last 3 months,16940,web,nymag.com
UT,,,Last 3 months,16879,web,foxnews.com
KY,,,Last 3 months,16754,web,theguardian.com
TN,,,Last 3 months,16701,web,npr.org
MD,,,Last 3 months,16622,web,dailydot.com
MD,,,Last 3 months,16461,web,thedailybeast.com
MS,,,Last 3 months,16375,web,theguardian.com
IN,,,Last 3 months,16359,web,rawstory.com
CT,,,Last 3 months,16350,web,theguardian.com
OR,,,Last 3 months,16160,web,wweek.com
OR,,,Last 3 months,15939,web,christianpost.com
IA,,,Last 3 months,15922,web,drudgereport.com
CO,,,Last 3 months,15920,web,nymag.com
ID,,,Last 3 months,15769,web,npr.org
NV,,,Last 3 months,15400,web,theatlantic.com
IN,,,Last 3 months,15335,web,theguardian.com
ME,,,Last 3 months,15310,web,npr.org
NM,,,Last 3 months,15298,web,foxnews.com
OR,,,Last 3 months,15242,web,senate.gov
MS,,,Last 3 months,15120,web,pbs.org
MD,,,Last 3 months,15047,web,vox.com
UT,,,Last 3 months,14868,web,dailykos.com
UT,,,Last 3 months,14704,web,theguardian.com
MS,,,Last 3 months,14590,web,dailydot.com
CT,,,Last 3 months,14577,web,newhavenindependent.org
MN,,,Last 3 months,14396,web,theatlantic.com
MD,,,Last 3 months,14199,web,salon.com
NV,,,Last 3 months,14155,web,rawstory.com
CT,,,Last 3 months,14108,web,americanmilitarynews.com
CT,,,Last 3 months,14108,web,theblaze.com
NH,,,Last 3 months,14093,web,newsweek.com
IA,,,Last 3 months,14079,web,slate.com
MT,,,Last 3 months,13963,web,dailykos.com
KY,,,Last 3 months,13927,web,theintercept.com
KS,,,Last 3 months,13864,web,newsweek.com
NV,,,Last 3 months,13368,web,msnbc.com
SC,,,Last 3 months,13320,web,newsweek.com
