start year,start month,end year,end month,archetype,delta
2016,6,2019,1,Hard Broadcast News,472657
2016,6,2019,1,Soft Broadcast News,-9794606
2016,6,2019,1,FOX+Newsmax,1888085
2016,6,2019,1,CNN+MSNBC,2798170
2016,6,2019,1,Spanish News,-476317
2016,6,2019,1,Other Cable,-4905898
2016,6,2019,2,No or Minimal News,19858621
2016,6,2019,2,Hard Broadcast News,1924329
2016,6,2019,2,Soft Broadcast News,-12251675
2016,6,2019,2,FOX+Newsmax,2160927
2016,6,2019,2,CNN+MSNBC,904125
2016,6,2019,2,Spanish News,-478189
2016,6,2019,2,Other Cable,-4276646
2016,6,2019,3,No or Minimal News,21604074
2016,6,2019,3,Hard Broadcast News,-1040604
2016,6,2019,3,Soft Broadcast News,-11002873
2016,6,2019,3,FOX+Newsmax,1520960
2016,6,2019,3,CNN+MSNBC,-785922
2016,6,2019,3,Spanish News,-1031820
2016,6,2019,3,Other Cable,-1490370
2016,6,2019,4,No or Minimal News,26289228
2016,6,2019,4,Hard Broadcast News,-5412215
2016,6,2019,4,Soft Broadcast News,-10907760
2016,6,2019,4,FOX+Newsmax,1378144
2016,6,2019,4,CNN+MSNBC,-1502471
2016,6,2019,4,Spanish News,-1054355
2016,6,2019,4,Other Cable,-930495
2016,6,2019,5,No or Minimal News,24851931
2016,6,2019,5,Hard Broadcast News,-1733958
2016,6,2019,5,Soft Broadcast News,-11234250
2016,6,2019,5,FOX+Newsmax,479552
2016,6,2019,5,CNN+MSNBC,-2160083
2016,6,2019,5,Spanish News,-965642
2016,6,2019,5,Other Cable,-1400646
2016,6,2019,6,No or Minimal News,26016064
2016,6,2019,6,Hard Broadcast News,-901229
2016,6,2019,6,Soft Broadcast News,-13544475
2016,6,2019,6,FOX+Newsmax,353338
2016,6,2019,6,CNN+MSNBC,-1904163
2016,6,2019,6,Spanish News,-1043933
2016,6,2019,6,Other Cable,-1212028
2016,6,2019,7,No or Minimal News,30194010
2016,6,2019,7,Hard Broadcast News,-8314693
2016,6,2019,7,Soft Broadcast News,-13408355
2016,6,2019,7,FOX+Newsmax,1778256
2016,6,2019,7,CNN+MSNBC,1338761
2016,6,2019,7,Spanish News,-1062705
2016,6,2019,7,Other Cable,-2703995
2016,6,2019,8,No or Minimal News,31776978
2016,6,2019,8,Hard Broadcast News,-9734352
2016,6,2019,8,Soft Broadcast News,-12462158
2016,6,2019,8,FOX+Newsmax,1506791
2016,6,2019,8,CNN+MSNBC,-559635
2016,6,2019,8,Spanish News,-1102354
2016,6,2019,8,Other Cable,-1345956
2016,6,2019,9,No or Minimal News,27230709
2016,6,2019,9,Hard Broadcast News,-1309669
2016,6,2019,9,Soft Broadcast News,-13095290
2016,6,2019,9,FOX+Newsmax,1246902
2016,6,2019,9,CNN+MSNBC,-17140
2016,6,2019,9,Spanish News,-613535
2016,6,2019,9,Other Cable,-3880169
2016,6,2019,10,No or Minimal News,27104844
2016,6,2019,10,Hard Broadcast News,-4083262
2016,6,2019,10,Soft Broadcast News,-11607786
2016,6,2019,10,FOX+Newsmax,1711463
2016,6,2019,10,CNN+MSNBC,1823123
2016,6,2019,10,Spanish News,-856872
2016,6,2019,10,Other Cable,-4486076
2016,6,2019,11,No or Minimal News,25326214
2016,6,2019,11,Hard Broadcast News,-942455
2016,6,2019,11,Soft Broadcast News,-13258568
2016,6,2019,11,FOX+Newsmax,1930685
2016,6,2019,11,CNN+MSNBC,1432696
2016,6,2019,11,Spanish News,-630992
2016,6,2019,11,Other Cable,-4296092
2016,6,2019,12,No or Minimal News,24099622
2016,6,2019,12,Hard Broadcast News,661930
2016,6,2019,12,Soft Broadcast News,-12072448
2016,6,2019,12,FOX+Newsmax,2556367
2016,6,2019,12,CNN+MSNBC,1119261
2016,6,2019,12,Spanish News,-981226
2016,6,2019,12,Other Cable,-5815878
2016,6,2020,1,No or Minimal News,22637481
2016,6,2020,1,Hard Broadcast News,-1227755
2016,6,2020,1,Soft Broadcast News,-14751437
2016,6,2020,1,FOX+Newsmax,4949201
2016,6,2020,1,CNN+MSNBC,3656099
2016,6,2020,1,Spanish News,-358706
2016,6,2020,1,Other Cable,-5273214
2016,6,2020,2,No or Minimal News,25883639
2016,6,2020,2,Hard Broadcast News,-1852130
2016,6,2020,2,Soft Broadcast News,-14230684
2016,6,2020,2,FOX+Newsmax,4691017
2016,6,2020,2,CNN+MSNBC,406121
2016,6,2020,2,Spanish News,-854757
2016,6,2020,2,Other Cable,-4422647
2016,6,2020,3,No or Minimal News,12627713
2016,6,2020,3,Hard Broadcast News,907862
2016,6,2020,3,Soft Broadcast News,-16634991
2016,6,2020,3,FOX+Newsmax,8785105
2016,6,2020,3,CNN+MSNBC,9605358
2016,6,2020,3,Spanish News,524846
2016,6,2020,3,Other Cable,-6230616
2016,6,2020,4,No or Minimal News,23149551
2016,6,2020,4,Hard Broadcast News,-6796145
2016,6,2020,4,Soft Broadcast News,-15164373
2016,6,2020,4,FOX+Newsmax,7898755
2016,6,2020,4,CNN+MSNBC,6936982
2016,6,2020,4,Spanish News,-323280
2016,6,2020,4,Other Cable,-6101644
2016,6,2020,5,No or Minimal News,30053126
2016,6,2020,5,Hard Broadcast News,-9290857
2016,6,2020,5,Soft Broadcast News,-15451919
2016,6,2020,5,FOX+Newsmax,5770947
2016,6,2020,5,CNN+MSNBC,6589685
2016,6,2020,5,Spanish News,-1412304
2016,6,2020,5,Other Cable,-6718021
2016,6,2020,6,No or Minimal News,33073988
2016,6,2020,6,Hard Broadcast News,-10477093
2016,6,2020,6,Soft Broadcast News,-17361096
2016,6,2020,6,FOX+Newsmax,6095172
2016,6,2020,6,CNN+MSNBC,6379751
2016,6,2020,6,Spanish News,-1909350
2016,6,2020,6,Other Cable,-6159211
2016,6,2020,7,No or Minimal News,38664523
2016,6,2020,7,Hard Broadcast News,-12548265
2016,6,2020,7,Soft Broadcast News,-17653758
2016,6,2020,7,FOX+Newsmax,4904472
2016,6,2020,7,CNN+MSNBC,3713204
2016,6,2020,7,Spanish News,-2061791
2016,6,2020,7,Other Cable,-5390989
2016,6,2020,8,No or Minimal News,36093697
2016,6,2020,8,Hard Broadcast News,-12727061
2016,6,2020,8,Soft Broadcast News,-18972693
2016,6,2020,8,FOX+Newsmax,6774367
2016,6,2020,8,CNN+MSNBC,5830012
2016,6,2020,8,Spanish News,-2043117
2016,6,2020,8,Other Cable,-5349183
2016,6,2020,9,No or Minimal News,31302329
2016,6,2020,9,Hard Broadcast News,-5678744
2016,6,2020,9,Soft Broadcast News,-18730134
2016,6,2020,9,FOX+Newsmax,7654753
2016,6,2020,9,CNN+MSNBC,4602955
2016,6,2020,9,Spanish News,-2275542
2016,6,2020,9,Other Cable,-6344720
2016,6,2020,10,No or Minimal News,26653282
2016,6,2020,10,Hard Broadcast News,-3270595
2016,6,2020,10,Soft Broadcast News,-20381795
2016,6,2020,10,FOX+Newsmax,9293950
2016,6,2020,10,CNN+MSNBC,7264246
2016,6,2020,10,Spanish News,-2526827
2016,6,2020,10,Other Cable,-6543712
2016,6,2020,11,No or Minimal News,16948264
2016,6,2020,11,Hard Broadcast News,-8134270
2016,6,2020,11,Soft Broadcast News,-20306313
2016,6,2020,11,FOX+Newsmax,13902312
2016,6,2020,11,CNN+MSNBC,19505033
2016,6,2020,11,Spanish News,-1491440
2016,6,2020,11,Other Cable,-9984915
2016,6,2020,12,No or Minimal News,37718899
2016,6,2020,12,Hard Broadcast News,-12727885
2016,6,2020,12,Soft Broadcast News,-15422279
2016,6,2020,12,FOX+Newsmax,3348724
2016,6,2020,12,CNN+MSNBC,6620458
2016,6,2020,12,Spanish News,-2038778
2016,6,2020,12,Other Cable,-6951322
2016,6,2021,1,No or Minimal News,27533114
2016,6,2021,1,Hard Broadcast News,-7923095
2016,6,2021,1,Soft Broadcast News,-21583570
2016,6,2021,1,FOX+Newsmax,6269259
2016,6,2021,1,CNN+MSNBC,17173170
2016,6,2021,1,Spanish News,-1752526
2016,6,2021,1,Other Cable,-9232928
2016,6,2021,2,No or Minimal News,45207230
2016,6,2021,2,Hard Broadcast News,-16027643
2016,6,2021,2,Soft Broadcast News,-20194905
2016,6,2021,2,FOX+Newsmax,2519812
2016,6,2021,2,CNN+MSNBC,6916169
2016,6,2021,2,Spanish News,-3326360
2016,6,2021,2,Other Cable,-4504562
2016,6,2021,3,No or Minimal News,44507709
2016,6,2021,3,Hard Broadcast News,-12887413
2016,6,2021,3,Soft Broadcast News,-18071925
2016,6,2021,3,FOX+Newsmax,1565156
2016,6,2021,3,CNN+MSNBC,1310915
2016,6,2021,3,Spanish News,-2319846
2016,6,2021,3,Other Cable,-3533729
2016,6,2021,4,No or Minimal News,43536031
2016,6,2021,4,Hard Broadcast News,-11958043
2016,6,2021,4,Soft Broadcast News,-18507345
2016,6,2021,4,FOX+Newsmax,1749269
2016,6,2021,4,CNN+MSNBC,1258827
2016,6,2021,4,Spanish News,-1961554
2016,6,2021,4,Other Cable,-3601242
2016,6,2021,5,No or Minimal News,48047018
2016,6,2021,5,Hard Broadcast News,-13379778
2016,6,2021,5,Soft Broadcast News,-17334302
2016,6,2021,5,FOX+Newsmax,1214911
2016,6,2021,5,CNN+MSNBC,-1593949
2016,6,2021,5,Spanish News,-2193389
2016,6,2021,5,Other Cable,-4204934
2016,6,2021,6,No or Minimal News,50686093
2016,6,2021,6,Hard Broadcast News,-16413740
2016,6,2021,6,Soft Broadcast News,-17477303
2016,6,2021,6,FOX+Newsmax,1014414
2016,6,2021,6,CNN+MSNBC,-2427977
2016,6,2021,6,Spanish News,-1948570
2016,6,2021,6,Other Cable,-2827285
2016,6,2021,7,No or Minimal News,52980138
2016,6,2021,7,Hard Broadcast News,-14444300
2016,6,2021,7,Soft Broadcast News,-16177595
2016,6,2021,7,FOX+Newsmax,368450
2016,6,2021,7,CNN+MSNBC,-2200666
2016,6,2021,7,Spanish News,-2478206
2016,6,2021,7,Other Cable,-7527491
2016,6,2021,8,No or Minimal News,48601441
2016,6,2021,8,Hard Broadcast News,-14690561
2016,6,2021,8,Soft Broadcast News,-16668637
2016,6,2021,8,FOX+Newsmax,3956470
2016,6,2021,8,CNN+MSNBC,-1339398
2016,6,2021,8,Spanish News,-2662570
2016,6,2021,8,Other Cable,-6521641
2016,6,2021,9,No or Minimal News,50633481
2016,6,2021,9,Hard Broadcast News,-12834237
2016,6,2021,9,Soft Broadcast News,-16621193
2016,6,2021,9,FOX+Newsmax,3237867
2016,6,2021,9,CNN+MSNBC,-2961748
2016,6,2021,9,Spanish News,-2387038
2016,6,2021,9,Other Cable,-5179820
2016,6,2021,10,No or Minimal News,49297041
2016,6,2021,10,Hard Broadcast News,-10152200
2016,6,2021,10,Soft Broadcast News,-16206648
2016,6,2021,10,FOX+Newsmax,2639810
2016,6,2021,10,CNN+MSNBC,-5281434
2016,6,2021,10,Spanish News,-2369585
2016,6,2021,10,Other Cable,-4166261
2016,6,2021,11,No or Minimal News,49221274
2016,6,2021,11,Hard Broadcast News,-12005363
2016,6,2021,11,Soft Broadcast News,-15420838
2016,6,2021,11,FOX+Newsmax,4426965
2016,6,2021,11,CNN+MSNBC,-5386608
2016,6,2021,11,Spanish News,-2602207
2016,6,2021,11,Other Cable,-4401368
2016,6,2021,12,No or Minimal News,49195388
2016,6,2021,12,Hard Broadcast News,-9947654
2016,6,2021,12,Soft Broadcast News,-15262053
2016,6,2021,12,FOX+Newsmax,2683961
2016,6,2021,12,CNN+MSNBC,-4171852
2016,6,2021,12,Spanish News,-2190326
2016,6,2021,12,Other Cable,-6466754
2016,6,2022,1,No or Minimal News,47534626
2016,6,2022,1,Hard Broadcast News,-7545901
2016,6,2022,1,Soft Broadcast News,-15824599
2016,6,2022,1,FOX+Newsmax,2766392
2016,6,2022,1,CNN+MSNBC,-6009001
2016,6,2022,1,Spanish News,-2211639
2016,6,2022,1,Other Cable,-4862053
2016,6,2022,2,No or Minimal News,50958940
2016,6,2022,2,Hard Broadcast News,-16210991
2016,6,2022,2,Soft Broadcast News,-16905926
2016,6,2022,2,FOX+Newsmax,5932706
2016,6,2022,2,CNN+MSNBC,-1096195
2016,6,2022,2,Spanish News,-2688355
2016,6,2022,2,Other Cable,-6059705
2016,6,2022,3,No or Minimal News,47452331
2016,6,2022,3,Hard Broadcast News,-13215138
2016,6,2022,3,Soft Broadcast News,-18412518
2016,6,2022,3,FOX+Newsmax,7217777
2016,6,2022,3,CNN+MSNBC,-166523
2016,6,2022,3,Spanish News,-2475076
2016,6,2022,3,Other Cable,-6564227
2016,6,2022,4,No or Minimal News,55309589
2016,6,2022,4,Hard Broadcast News,-13920124
2016,6,2022,4,Soft Broadcast News,-18232715
2016,6,2022,4,FOX+Newsmax,4523347
2016,6,2022,4,CNN+MSNBC,-4606916
2016,6,2022,4,Spanish News,-3483223
2016,6,2022,4,Other Cable,-5794816
2016,6,2022,5,No or Minimal News,55076767
2016,6,2022,5,Hard Broadcast News,-13877119
2016,6,2022,5,Soft Broadcast News,-17791600
2016,6,2022,5,FOX+Newsmax,3696751
2016,6,2022,5,CNN+MSNBC,-4991495
2016,6,2022,5,Spanish News,-3135789
2016,6,2022,5,Other Cable,-5184887
2016,6,2022,6,No or Minimal News,55937707
2016,6,2022,6,Hard Broadcast News,-13578475
2016,6,2022,6,Soft Broadcast News,-20122557
2016,6,2022,6,FOX+Newsmax,3538423
2016,6,2022,6,CNN+MSNBC,-3075101
2016,6,2022,6,Spanish News,-3611596
2016,6,2022,6,Other Cable,-5271884
2016,6,2022,7,No or Minimal News,62465793
2016,6,2022,7,Hard Broadcast News,-17168725
2016,6,2022,7,Soft Broadcast News,-19777099
2016,6,2022,7,FOX+Newsmax,3013514
2016,6,2022,7,CNN+MSNBC,-3609629
2016,6,2022,7,Spanish News,-3847890
2016,6,2022,7,Other Cable,-7225054
2016,6,2022,8,No or Minimal News,62263940
2016,6,2022,8,Hard Broadcast News,-18948236
2016,6,2022,8,Soft Broadcast News,-18712348
2016,6,2022,8,FOX+Newsmax,3310990
2016,6,2022,8,CNN+MSNBC,-3935657
2016,6,2022,8,Spanish News,-4100108
2016,6,2022,8,Other Cable,-5980105
2016,6,2022,9,No or Minimal News,55875395
2016,6,2022,9,Hard Broadcast News,-10394333
2016,6,2022,9,Soft Broadcast News,-20304889
2016,6,2022,9,FOX+Newsmax,2804203
2016,6,2022,9,CNN+MSNBC,-2243837
2016,6,2022,9,Spanish News,-3313976
2016,6,2022,9,Other Cable,-8356427
2016,6,2022,10,No or Minimal News,59991149
2016,6,2022,10,Hard Broadcast News,-13300291
2016,6,2022,10,Soft Broadcast News,-18160987
2016,6,2022,10,FOX+Newsmax,2677519
2016,6,2022,10,CNN+MSNBC,-4742815
2016,6,2022,10,Spanish News,-3852295
2016,6,2022,10,Other Cable,-7767015
2016,7,2016,8,No or Minimal News,3710027
2016,7,2016,8,Hard Broadcast News,-3493776
2016,7,2016,8,Soft Broadcast News,10666219
2016,7,2016,8,FOX+Newsmax,-2697746
2016,7,2016,8,CNN+MSNBC,-8785026
2016,7,2016,8,Spanish News,588587
2016,7,2016,8,Other Cable,498630
2016,7,2016,9,No or Minimal News,-1554217
2016,7,2016,9,Hard Broadcast News,7170671
2016,7,2016,9,Soft Broadcast News,7481610
2016,7,2016,9,FOX+Newsmax,-1512586
2016,7,2016,9,CNN+MSNBC,-5669600
2016,7,2016,9,Spanish News,1023268
2016,7,2016,9,Other Cable,-2660605
2016,7,2016,10,No or Minimal News,-5600690
2016,7,2016,10,Hard Broadcast News,9880150
2016,7,2016,10,Soft Broadcast News,5281065
2016,7,2016,10,FOX+Newsmax,174279
2016,7,2016,10,CNN+MSNBC,-2826383
2016,7,2016,10,Spanish News,992857
2016,7,2016,10,Other Cable,-3647225
2016,7,2016,11,No or Minimal News,-14056656
2016,7,2016,11,Hard Broadcast News,8933519
2016,7,2016,11,Soft Broadcast News,4912496
2016,7,2016,11,FOX+Newsmax,5870034
2016,7,2016,11,CNN+MSNBC,2683601
2016,7,2016,11,Spanish News,1665810
2016,7,2016,11,Other Cable,-5612496
2016,7,2016,12,No or Minimal News,2293911
2016,7,2016,12,Hard Broadcast News,1581107
2016,7,2016,12,Soft Broadcast News,13788614
2016,7,2016,12,FOX+Newsmax,-361560
2016,7,2016,12,CNN+MSNBC,-10602148
2016,7,2016,12,Spanish News,720647
2016,7,2016,12,Other Cable,-3104221
2016,7,2017,1,No or Minimal News,-3636294
2016,7,2017,1,Hard Broadcast News,4531444
2016,7,2017,1,Soft Broadcast News,6420438
2016,7,2017,1,FOX+Newsmax,2921673
2016,7,2017,1,CNN+MSNBC,-4862460
2016,7,2017,1,Spanish News,1511029
2016,7,2017,1,Other Cable,-2533311
2016,7,2017,2,No or Minimal News,4791455
2016,7,2017,2,Hard Broadcast News,-2066118
2016,7,2017,2,Soft Broadcast News,7375204
2016,7,2017,2,FOX+Newsmax,1600121
2016,7,2017,2,CNN+MSNBC,-5934880
2016,7,2017,2,Spanish News,1004703
2016,7,2017,2,Other Cable,-2386112
2016,7,2017,3,No or Minimal News,6634156
2016,7,2017,3,Hard Broadcast News,-3286880
2016,7,2017,3,Soft Broadcast News,8331465
2016,7,2017,3,FOX+Newsmax,-60592
2016,7,2017,3,CNN+MSNBC,-6245621
2016,7,2017,3,Spanish News,782426
2016,7,2017,3,Other Cable,-1789609
2016,7,2017,4,No or Minimal News,8735225
2016,7,2017,4,Hard Broadcast News,-5977436
2016,7,2017,4,Soft Broadcast News,7277012
2016,7,2017,4,FOX+Newsmax,409629
2016,7,2017,4,CNN+MSNBC,-5458117
2016,7,2017,4,Spanish News,326497
2016,7,2017,4,Other Cable,-969476
2016,7,2017,5,No or Minimal News,9413364
2016,7,2017,5,Hard Broadcast News,-5553167
2016,7,2017,5,Soft Broadcast News,7485300
2016,7,2017,5,FOX+Newsmax,-702347
2016,7,2017,5,CNN+MSNBC,-5072383
2016,7,2017,5,Spanish News,91331
2016,7,2017,5,Other Cable,-1293597
2016,7,2017,6,No or Minimal News,11552617
2016,7,2017,6,Hard Broadcast News,-1689584
2016,7,2017,6,Soft Broadcast News,2892597
2016,7,2017,6,FOX+Newsmax,-478191
2016,7,2017,6,CNN+MSNBC,-5650635
2016,7,2017,6,Spanish News,-120257
2016,7,2017,6,Other Cable,-2180270
2016,7,2017,7,No or Minimal News,16666208
2016,7,2017,7,Hard Broadcast News,-6893501
2016,7,2017,7,Soft Broadcast News,4357917
2016,7,2017,7,FOX+Newsmax,-1920489
2016,7,2017,7,CNN+MSNBC,-5527808
2016,7,2017,7,Spanish News,-486653
2016,7,2017,7,Other Cable,-1922118
2016,7,2017,8,No or Minimal News,8605756
2016,7,2017,8,Hard Broadcast News,-5065417
2016,7,2017,8,Soft Broadcast News,5098078
2016,7,2017,8,FOX+Newsmax,-202658
2016,7,2017,8,CNN+MSNBC,-2479758
2016,7,2017,8,Spanish News,-16924
2016,7,2017,8,Other Cable,-1265315
2016,7,2017,9,No or Minimal News,6370501
2016,7,2017,9,Hard Broadcast News,-6622563
2016,7,2017,9,Soft Broadcast News,7406237
2016,7,2017,9,FOX+Newsmax,412323
2016,7,2017,9,CNN+MSNBC,-260905
2016,7,2017,9,Spanish News,1654462
2016,7,2017,9,Other Cable,-2212267
2016,7,2017,10,No or Minimal News,7054547
2016,7,2017,10,Hard Broadcast News,-3552761
2016,7,2017,10,Soft Broadcast News,7107256
2016,7,2017,10,FOX+Newsmax,860251
2016,7,2017,10,CNN+MSNBC,-4409422
2016,7,2017,10,Spanish News,192812
2016,7,2017,10,Other Cable,-391400
2016,7,2017,11,No or Minimal News,8941096
2016,7,2017,11,Hard Broadcast News,-5305400
2016,7,2017,11,Soft Broadcast News,10657287
2016,7,2017,11,FOX+Newsmax,-568156
2016,7,2017,11,CNN+MSNBC,-6195853
2016,7,2017,11,Spanish News,27461
2016,7,2017,11,Other Cable,-701759
2016,7,2017,12,No or Minimal News,10123214
2016,7,2017,12,Hard Broadcast News,-3523002
2016,7,2017,12,Soft Broadcast News,9452434
2016,7,2017,12,FOX+Newsmax,-1046351
2016,7,2017,12,CNN+MSNBC,-5049906
2016,7,2017,12,Spanish News,-92492
2016,7,2017,12,Other Cable,-3133451
2016,7,2018,1,No or Minimal News,7555189
2016,7,2018,1,Hard Broadcast News,-947041
2016,7,2018,1,Soft Broadcast News,9432937
2016,7,2018,1,FOX+Newsmax,-706348
2016,7,2018,1,CNN+MSNBC,-6595977
2016,7,2018,1,Spanish News,740902
2016,7,2018,1,Other Cable,-2637586
2016,7,2018,2,No or Minimal News,14403213
2016,7,2018,2,Hard Broadcast News,-5936739
2016,7,2018,2,Soft Broadcast News,9086537
2016,7,2018,2,FOX+Newsmax,-1185874
2016,7,2018,2,CNN+MSNBC,-7180795
2016,7,2018,2,Spanish News,37938
2016,7,2018,2,Other Cable,-2378834
2016,7,2018,3,No or Minimal News,13752468
2016,7,2018,3,Hard Broadcast News,-5714905
2016,7,2018,3,Soft Broadcast News,8461221
2016,7,2018,3,FOX+Newsmax,-1872853
2016,7,2018,3,CNN+MSNBC,-7111965
2016,7,2018,3,Spanish News,104299
2016,7,2018,3,Other Cable,-829908
2016,7,2018,4,No or Minimal News,16939015
2016,7,2018,4,Hard Broadcast News,-6182580
2016,7,2018,4,Soft Broadcast News,6110694
2016,7,2018,4,FOX+Newsmax,-1244624
2016,7,2018,4,CNN+MSNBC,-6955763
2016,7,2018,4,Spanish News,-48286
2016,7,2018,4,Other Cable,-1790530
2016,7,2018,5,No or Minimal News,15280543
2016,7,2018,5,Hard Broadcast News,-8095360
2016,7,2018,5,Soft Broadcast News,10883734
2016,7,2018,5,FOX+Newsmax,-1752339
2016,7,2018,5,CNN+MSNBC,-7480127
2016,7,2018,5,Spanish News,-169608
2016,7,2018,5,Other Cable,-1810539
2016,7,2018,6,No or Minimal News,19756060
2016,7,2018,6,Hard Broadcast News,-5239479
2016,7,2018,6,Soft Broadcast News,3913739
2016,7,2018,6,FOX+Newsmax,-926106
2016,7,2018,6,CNN+MSNBC,-8703603
2016,7,2018,6,Spanish News,333528
2016,7,2018,6,Other Cable,-2366967
2016,7,2018,7,No or Minimal News,23147505
2016,7,2018,7,Hard Broadcast News,-7706222
2016,7,2018,7,Soft Broadcast News,3717893
2016,7,2018,7,FOX+Newsmax,-1672358
2016,7,2018,7,CNN+MSNBC,-7694761
2016,7,2018,7,Spanish News,-203765
2016,7,2018,7,Other Cable,-2867261
2016,7,2018,8,No or Minimal News,22772020
2016,7,2018,8,Hard Broadcast News,-8635234
2016,7,2018,8,Soft Broadcast News,4461481
2016,7,2018,8,FOX+Newsmax,-2423663
2016,7,2018,8,CNN+MSNBC,-6595026
2016,7,2018,8,Spanish News,-1087617
2016,7,2018,8,Other Cable,-1546204
2016,7,2018,9,No or Minimal News,17537207
2016,7,2018,9,Hard Broadcast News,-7040848
2016,7,2018,9,Soft Broadcast News,2988090
2016,7,2018,9,FOX+Newsmax,-439694
2016,7,2018,9,CNN+MSNBC,-4824084
2016,7,2018,9,Spanish News,-372886
2016,7,2018,9,Other Cable,15061
2016,7,2018,10,No or Minimal News,18968085
2016,7,2018,10,Hard Broadcast News,-9683307
2016,7,2018,10,Soft Broadcast News,8459369
2016,7,2018,10,FOX+Newsmax,365022
2016,7,2018,10,CNN+MSNBC,-6954382
2016,7,2018,10,Spanish News,-668996
2016,7,2018,10,Other Cable,-2559911
2016,7,2018,11,No or Minimal News,13271431
2016,7,2018,11,Hard Broadcast News,-4277926
2016,7,2018,11,Soft Broadcast News,7649439
2016,7,2018,11,FOX+Newsmax,150185
2016,7,2018,11,CNN+MSNBC,-4207928
2016,7,2018,11,Spanish News,-197017
2016,7,2018,11,Other Cable,-4507526
2016,7,2018,12,No or Minimal News,18138626
2016,7,2018,12,Hard Broadcast News,-3808816
2016,7,2018,12,Soft Broadcast News,6923120
2016,7,2018,12,FOX+Newsmax,-2362504
2016,7,2018,12,CNN+MSNBC,-5406328
2016,7,2018,12,Spanish News,-719641
2016,7,2018,12,Other Cable,-4885937
2016,7,2019,1,No or Minimal News,21206379
2016,7,2019,1,Hard Broadcast News,727379
2016,7,2019,1,Soft Broadcast News,-2375135
2016,7,2019,1,FOX+Newsmax,-1451187
2016,7,2019,1,CNN+MSNBC,-5060373
2016,7,2019,1,Spanish News,-101121
2016,7,2019,1,Other Cable,-5002274
2016,7,2019,2,No or Minimal News,23217219
2016,7,2019,2,Hard Broadcast News,2179051
2016,7,2019,2,Soft Broadcast News,-4832204
2016,7,2019,2,FOX+Newsmax,-1178345
2016,7,2019,2,CNN+MSNBC,-6954418
2016,7,2019,2,Spanish News,-102993
2016,7,2019,2,Other Cable,-4373022
2016,7,2019,3,No or Minimal News,24962672
2016,7,2019,3,Hard Broadcast News,-785882
2016,7,2019,3,Soft Broadcast News,-3583402
2016,7,2019,3,FOX+Newsmax,-1818313
2016,7,2019,3,CNN+MSNBC,-8644465
2016,7,2019,3,Spanish News,-656625
2016,7,2019,3,Other Cable,-1586746
2016,7,2019,4,No or Minimal News,29647826
2016,7,2019,4,Hard Broadcast News,-5157493
2016,7,2019,4,Soft Broadcast News,-3488288
2016,7,2019,4,FOX+Newsmax,-1961129
2016,7,2019,4,CNN+MSNBC,-9361013
2016,7,2019,4,Spanish News,-679159
2016,7,2019,4,Other Cable,-1026870
2016,7,2019,5,No or Minimal News,28210529
2016,7,2019,5,Hard Broadcast News,-1479237
2016,7,2019,5,Soft Broadcast News,-3814779
2016,7,2019,5,FOX+Newsmax,-2859720
2016,7,2019,5,CNN+MSNBC,-10018626
2016,7,2019,5,Spanish News,-590446
2016,7,2019,5,Other Cable,-1497022
2016,7,2019,6,No or Minimal News,29374662
2016,7,2019,6,Hard Broadcast News,-646508
2016,7,2019,6,Soft Broadcast News,-6125004
2016,7,2019,6,FOX+Newsmax,-2985935
2016,7,2019,6,CNN+MSNBC,-9762705
2016,7,2019,6,Spanish News,-668737
2016,7,2019,6,Other Cable,-1308403
2016,7,2019,7,No or Minimal News,33552608
2016,7,2019,7,Hard Broadcast News,-8059971
2016,7,2019,7,Soft Broadcast News,-5988883
2016,7,2019,7,FOX+Newsmax,-1561017
2016,7,2019,7,CNN+MSNBC,-6519781
2016,7,2019,7,Spanish News,-687509
2016,7,2019,7,Other Cable,-2800370
2016,7,2019,8,No or Minimal News,35135576
2016,7,2019,8,Hard Broadcast News,-9479630
2016,7,2019,8,Soft Broadcast News,-5042686
2016,7,2019,8,FOX+Newsmax,-1832482
2016,7,2019,8,CNN+MSNBC,-8418178
2016,7,2019,8,Spanish News,-727158
2016,7,2019,8,Other Cable,-1442332
2016,7,2019,9,No or Minimal News,30589307
2016,7,2019,9,Hard Broadcast News,-1054947
2016,7,2019,9,Soft Broadcast News,-5675818
2016,7,2019,9,FOX+Newsmax,-2092370
2016,7,2019,9,CNN+MSNBC,-7875682
2016,7,2019,9,Spanish News,-238339
2016,7,2019,9,Other Cable,-3976544
2016,7,2019,10,No or Minimal News,30463442
2016,7,2019,10,Hard Broadcast News,-3828540
2016,7,2019,10,Soft Broadcast News,-4188314
2016,7,2019,10,FOX+Newsmax,-1627809
2016,7,2019,10,CNN+MSNBC,-6035419
2016,7,2019,10,Spanish News,-481676
2016,7,2019,10,Other Cable,-4582451
2016,7,2019,11,No or Minimal News,28684812
2016,7,2019,11,Hard Broadcast News,-687734
2016,7,2019,11,Soft Broadcast News,-5839096
2016,7,2019,11,FOX+Newsmax,-1408588
2016,7,2019,11,CNN+MSNBC,-6425846
2016,7,2019,11,Spanish News,-255796
2016,7,2019,11,Other Cable,-4392467
2016,7,2019,12,No or Minimal News,27458220
2016,7,2019,12,Hard Broadcast News,916651
2016,7,2019,12,Soft Broadcast News,-4652976
2016,7,2019,12,FOX+Newsmax,-782906
2016,7,2019,12,CNN+MSNBC,-6739281
