start year,start month,end year,end month,archetype,delta
2016,11,2017,11,CNN,-9845082.533296024
2016,11,2017,11,MSNBC,965628.6000259873
2016,11,2017,11,Newsmax,0.0
2016,11,2017,11,Spanish News,-1638348.7999910843
2016,11,2017,11,Other Cable,4910736.733321046
2016,11,2017,12,No or Minimal News,24179870.363417566
2016,11,2017,12,Hard Broadcast News,-12456520.403122552
2016,11,2017,12,Soft Broadcast News,4539938.618246194
2016,11,2017,12,FOX,-6916385.419396836
2016,11,2017,12,CNN,-8590383.950485049
2016,11,2017,12,MSNBC,856877.2978619523
2016,11,2017,12,Newsmax,0.0
2016,11,2017,12,Spanish News,-1758301.7816990055
2016,11,2017,12,Other Cable,2479045.3559051473
2016,11,2018,1,No or Minimal News,21611845.42791587
2016,11,2018,1,Hard Broadcast News,-9880559.951527871
2016,11,2018,1,Soft Broadcast News,4520441.231202077
2016,11,2018,1,FOX,-6576382.451649882
2016,11,2018,1,CNN,-10066762.305342
2016,11,2018,1,MSNBC,787184.6527069621
2016,11,2018,1,Newsmax,0.0
2016,11,2018,1,Spanish News,-924907.297829045
2016,11,2018,1,Other Cable,2974910.1946161706
2016,11,2018,2,No or Minimal News,28459868.98099099
2016,11,2018,2,Hard Broadcast News,-14870257.357174605
2016,11,2018,2,Soft Broadcast News,4174041.5237960406
2016,11,2018,2,FOX,-7055907.928618763
2016,11,2018,2,CNN,-10393769.10951401
2016,11,2018,2,MSNBC,529373.8404810093
2016,11,2018,2,Newsmax,0.0
2016,11,2018,2,Spanish News,-1627871.3761490472
2016,11,2018,2,Other Cable,3233662.283344021
2016,11,2018,3,No or Minimal News,27809124.008684427
2016,11,2018,3,Hard Broadcast News,-14648423.790345468
2016,11,2018,3,Soft Broadcast News,3548724.973057132
2016,11,2018,3,FOX,-7742887.290393811
2016,11,2018,3,CNN,-10499439.886013024
2016,11,2018,3,MSNBC,703874.3301239368
2016,11,2018,3,Newsmax,0.0
2016,11,2018,3,Spanish News,-1561511.2010840625
2016,11,2018,3,Other Cable,4782588.033332014
2016,11,2018,4,No or Minimal News,30995670.599979237
2016,11,2018,4,Hard Broadcast News,-15116098.533290893
2016,11,2018,4,Soft Broadcast News,1198198.4333390258
2016,11,2018,4,FOX,-7114658.766608849
2016,11,2018,4,CNN,-10045244.133304011
2016,11,2018,4,MSNBC,405880.0333480127
2016,11,2018,4,Newsmax,0.0
2016,11,2018,4,Spanish News,-1714095.366626991
2016,11,2018,4,Other Cable,3821966.5666360054
2016,11,2018,5,No or Minimal News,29337199.2344016
2016,11,2018,5,Hard Broadcast News,-17028878.628997736
2016,11,2018,5,Soft Broadcast News,5971237.908555131
2016,11,2018,5,FOX,-7622373.258104883
2016,11,2018,5,CNN,-10223105.369922027
2016,11,2018,5,MSNBC,59378.07208300382
2016,11,2018,5,Newsmax,0.0
2016,11,2018,5,Spanish News,-1835418.1042560525
2016,11,2018,5,Other Cable,3801956.839777155
2016,11,2018,6,No or Minimal News,33812716.000127316
2016,11,2018,6,Hard Broadcast News,-14172997.633297592
2016,11,2018,6,Soft Broadcast News,-998757.099935919
2016,11,2018,6,FOX,-6796140.733331837
2016,11,2018,6,CNN,-11425784.866625022
2016,11,2018,6,MSNBC,38581.33338801004
2016,11,2018,6,Newsmax,0.0
2016,11,2018,6,Spanish News,-1332282.1333070304
2016,11,2018,6,Other Cable,3245529.133303052
2016,11,2018,7,No or Minimal News,37204160.58937982
2016,11,2018,7,Hard Broadcast News,-16639740.854788557
2016,11,2018,7,Soft Broadcast News,-1194602.3816940188
2016,11,2018,7,FOX,-7542391.967756804
2016,11,2018,7,CNN,-10753829.337628055
2016,11,2018,7,MSNBC,375467.3624149617
2016,11,2018,7,Newsmax,0.0
2016,11,2018,7,Spanish News,-1869574.8462390024
2016,11,2018,7,Other Cable,2745235.5817339737
2016,11,2018,8,No or Minimal News,36828676.29902345
2016,11,2018,8,Hard Broadcast News,-17568753.016078882
2016,11,2018,8,Soft Broadcast News,-451014.7688459493
2016,11,2018,8,FOX,-8293697.161296856
2016,11,2018,8,CNN,-10232593.756942987
2016,11,2018,8,MSNBC,953967.0075709689
2016,11,2018,8,Newsmax,0.0
2016,11,2018,8,Spanish News,-2753427.168778004
2016,11,2018,8,Other Cable,4066291.968866056
2016,11,2018,9,No or Minimal News,31593862.933404997
2016,11,2018,9,Hard Broadcast News,-15974366.766649924
2016,11,2018,9,Soft Broadcast News,-1924405.333378926
2016,11,2018,9,FOX,-6309728.466685854
2016,11,2018,9,CNN,-8918360.033320997
2016,11,2018,9,MSNBC,1410675.3333589807
2016,11,2018,9,Newsmax,0.0
2016,11,2018,9,Spanish News,-2038695.3333130367
2016,11,2018,9,Other Cable,5627557.599985043
2016,11,2018,10,No or Minimal News,33024740.621518135
2016,11,2018,10,Hard Broadcast News,-18616825.209691808
2016,11,2018,10,Soft Broadcast News,3546873.102144208
2016,11,2018,10,FOX,-5505012.000037935
2016,11,2018,10,CNN,-9866613.724712037
2016,11,2018,10,MSNBC,228630.6527529955
2016,11,2018,10,Newsmax,0.0
2016,11,2018,10,Spanish News,-2334805.33008801
2016,11,2018,10,Other Cable,3052585.194572063
2016,11,2018,11,No or Minimal News,27328087.066706806
2016,11,2018,11,Hard Broadcast News,-13211444.09992437
2016,11,2018,11,Soft Broadcast News,2736943.166646879
2016,11,2018,11,FOX,-5719849.033380948
2016,11,2018,11,CNN,-8133538.166647021
2016,11,2018,11,MSNBC,1242009.3666919898
2016,11,2018,11,Newsmax,0.0
2016,11,2018,11,Spanish News,-1862826.3332720362
2016,11,2018,11,Other Cable,1104969.966640072
2016,11,2018,12,No or Minimal News,32195281.718328103
2016,11,2018,12,Hard Broadcast News,-12742334.306390338
2016,11,2018,12,Soft Broadcast News,2010624.5537190214
2016,11,2018,12,FOX,-8232538.129042823
2016,11,2018,12,CNN,-9086234.660219004
2016,11,2018,12,MSNBC,996305.8785319533
2016,11,2018,12,Newsmax,0.0
2016,11,2018,12,Spanish News,-2385450.781696029
2016,11,2018,12,Other Cable,726558.7752520051
2016,11,2019,1,No or Minimal News,35263035.10542387
2016,11,2019,1,Hard Broadcast News,-8206140.016101524
2016,11,2019,1,Soft Broadcast News,-7287630.220455699
2016,11,2019,1,FOX,-7321221.741948318
2016,11,2019,1,CNN,-8820472.337613752
2016,11,2019,1,MSNBC,1076498.975297479
2016,11,2019,1,Newsmax,0.0
2016,11,2019,1,Spanish News,-1766930.7171810046
2016,11,2019,1,Other Cable,610222.5171890166
2016,11,2019,2,No or Minimal News,37273875.01671471
2016,11,2019,2,Hard Broadcast News,-6754467.892829761
2016,11,2019,2,Soft Broadcast News,-9744699.476216082
2016,11,2019,2,FOX,-7048379.714298651
2016,11,2019,2,CNN,-10354878.752360322
2016,11,2019,2,MSNBC,716860.5905047972
2016,11,2019,2,Newsmax,0.0
2016,11,2019,2,Spanish News,-1768803.1975957323
2016,11,2019,2,Other Cable,1239474.1404608581
2016,11,2019,3,No or Minimal News,39019327.84735939
2016,11,2019,3,Hard Broadcast News,-9719400.790295742
2016,11,2019,3,Soft Broadcast News,-8495897.446262106
2016,11,2019,3,FOX,-7688347.193561241
2016,11,2019,3,CNN,-11470442.337613763
2016,11,2019,3,MSNBC,142377.10432974994
2016,11,2019,3,Newsmax,0.0
2016,11,2019,3,Spanish News,-2322434.4268584345
2016,11,2019,3,Other Cable,4025750.6462213416
2016,11,2019,4,No or Minimal News,43704481.7667146
2016,11,2019,4,Hard Broadcast News,-14091011.733306319
2016,11,2019,4,Soft Broadcast News,-8400783.733358882
2016,11,2019,4,FOX,-7831163.1000128165
2016,11,2019,4,CNN,-11982172.366646029
2016,11,2019,4,MSNBC,-62441.233304739
2016,11,2019,4,Newsmax,0.0
2016,11,2019,4,Spanish News,-2344968.933310028
2016,11,2019,4,Other Cable,4585625.933318043
2016,11,2019,5,No or Minimal News,42267184.782843396
2016,11,2019,5,Hard Broadcast News,-10412755.145134136
2016,11,2019,5,Soft Broadcast News,-8727274.381746065
2016,11,2019,5,FOX,-8729754.612916078
2016,11,2019,5,CNN,-12495792.079549272
2016,11,2019,5,MSNBC,-206434.05696061067
2016,11,2019,5,Newsmax,0.0
2016,11,2019,5,Spanish News,-2256255.7494391035
2016,11,2019,5,Other Cable,4115474.291382553
2016,11,2019,6,No or Minimal News,43431318.03338046
2016,11,2019,6,Hard Broadcast News,-9580026.366639204
2016,11,2019,6,Soft Broadcast News,-11037499.20002564
2016,11,2019,6,FOX,-8855969.033346176
2016,11,2019,6,CNN,-12813926.233312685
2016,11,2019,6,MSNBC,367620.3666953109
2016,11,2019,6,Newsmax,0.0
2016,11,2019,6,Spanish News,-2334546.6666433513
2016,11,2019,6,Other Cable,4304093.033317959
2016,11,2019,7,No or Minimal News,47609264.42800479
2016,11,2019,7,Hard Broadcast News,-16993489.95158545
2016,11,2019,7,Soft Broadcast News,-10901379.059165418
2016,11,2019,7,FOX,-7431050.935496677
2016,11,2019,7,CNN,-8600160.015033128
2016,11,2019,7,MSNBC,-603222.0892187096
2016,11,2019,7,Newsmax,0.0
2016,11,2019,7,Spanish News,-2353318.588148713
2016,11,2019,7,Other Cable,2812125.904285779
2016,11,2019,8,No or Minimal News,49192232.29897097
2016,11,2019,8,Hard Broadcast News,-18413148.790295377
2016,11,2019,8,Soft Broadcast News,-9955181.672068674
2016,11,2019,8,FOX,-7702515.967754811
2016,11,2019,8,CNN,-10683308.724710494
2016,11,2019,8,MSNBC,-418469.54083156586
2016,11,2019,8,Newsmax,0.0
2016,11,2019,8,Spanish News,-2392967.7171810083
2016,11,2019,8,Other Cable,4170164.646221256
2016,11,2019,9,No or Minimal News,44645963.40004733
2016,11,2019,9,Hard Broadcast News,-9988465.599972166
2016,11,2019,9,Soft Broadcast News,-10588313.63335891
2016,11,2019,9,FOX,-7962404.500012882
2016,11,2019,9,CNN,-10830717.433312695
2016,11,2019,9,MSNBC,271434.7000286523
2016,11,2019,9,Newsmax,0.0
2016,11,2019,9,Spanish News,-1904148.499976676
2016,11,2019,9,Other Cable,1635951.8666513544
2016,11,2019,10,No or Minimal News,44520098.460262105
2016,11,2019,10,Hard Broadcast News,-12762058.75803744
2016,11,2019,10,Soft Broadcast News,-9100810.026907343
2016,11,2019,10,FOX,-7497843.741948362
2016,11,2019,10,CNN,-9778719.305355674
2016,11,2019,10,MSNBC,1059699.652716836
2016,11,2019,10,Newsmax,0.0
2016,11,2019,10,Spanish News,-2147486.039761614
2016,11,2019,10,Other Cable,1030044.9365438651
2016,11,2019,11,No or Minimal News,42741467.733381435
2016,11,2019,11,Hard Broadcast News,-9621252.133306094
2016,11,2019,11,Soft Broadcast News,-10751591.833358914
2016,11,2019,11,FOX,-7278622.4333461635
2016,11,2019,11,CNN,-10773161.599979343
2016,11,2019,11,MSNBC,1663714.700028643
2016,11,2019,11,Newsmax,0.0
2016,11,2019,11,Spanish News,-1921605.6999766994
2016,11,2019,11,Other Cable,1220028.799984714
2016,11,2019,12,No or Minimal News,41514876.23445532
2016,11,2019,12,Hard Broadcast News,-8016867.177392282
2016,11,2019,12,Soft Broadcast News,-9565471.930133093
2016,11,2019,12,FOX,-6652939.870980673
2016,11,2019,12,CNN,-9757613.369871784
2016,11,2019,12,MSNBC,334731.9430393707
2016,11,2019,12,Newsmax,0.0
2016,11,2019,12,Spanish News,-2271840.2333100364
2016,11,2019,12,Other Cable,-299757.5795852188
2016,11,2020,1,No or Minimal News,40052735.04090679
2016,11,2020,1,Hard Broadcast News,-9906552.370940655
2016,11,2020,1,Soft Broadcast News,-12244461.414004106
2016,11,2020,1,FOX,-4260105.612916056
2016,11,2020,1,CNN,-7778934.91825893
2016,11,2020,1,MSNBC,892891.3946523238
2016,11,2020,1,Newsmax,0.0
2016,11,2020,1,Spanish News,-1649320.0397616085
2016,11,2020,1,Other Cable,242907.06557609513
2016,11,2020,2,No or Minimal News,43298893.61154172
2016,11,2020,2,Hard Broadcast News,-10530926.948248394
2016,11,2020,2,Soft Broadcast News,-11723707.902324371
2016,11,2020,2,FOX,-4518290.379323084
2016,11,2020,2,CNN,-11137295.88043914
2016,11,2020,2,MSNBC,1001273.8885343764
2016,11,2020,2,Newsmax,0.0
2016,11,2020,2,Spanish News,-2145371.2333100177
2016,11,2020,2,Other Cable,1093473.929869799
2016,11,2020,3,No or Minimal News,30042967.040907085
2016,11,2020,3,Hard Broadcast News,-7770935.24190855
2016,11,2020,3,Soft Broadcast News,-14128014.89787509
2016,11,2020,3,FOX,-424202.1613032259
2016,11,2020,3,CNN,-3058123.918258872
2016,11,2020,3,MSNBC,2121339.072071677
2016,11,2020,3,Newsmax,0.0
2016,11,2020,3,Spanish News,-765767.7171809971
2016,11,2020,3,Other Cable,-714495.6763593797
2016,11,2020,4,No or Minimal News,40564805.5333806
2016,11,2020,4,Hard Broadcast News,-15474942.166639552
2016,11,2020,4,Soft Broadcast News,-12657396.866692305
2016,11,2020,4,FOX,-1310551.6666795611
2016,11,2020,4,CNN,-4545444.933312744
2016,11,2020,4,MSNBC,940284.1666953359
2016,11,2020,4,Newsmax,0.0
2016,11,2020,4,Spanish News,-1613893.9666434042
2016,11,2020,4,Other Cable,-585523.5000153072
2016,11,2020,5,No or Minimal News,47468379.81510061
2016,11,2020,5,Hard Broadcast News,-17969654.56448871
2016,11,2020,5,Soft Broadcast News,-12944943.543036394
2016,11,2020,5,FOX,-3438359.90323871
2016,11,2020,5,CNN,-4793196.208581531
2016,11,2020,5,MSNBC,840738.1365877725
2016,11,2020,5,Newsmax,0.0
2016,11,2020,5,Spanish News,-2702917.9429874104
2016,11,2020,5,Other Cable,-1201900.6441013198
2016,11,2020,6,No or Minimal News,50489242.26671401
2016,11,2020,6,Hard Broadcast News,-19155890.333305933
2016,11,2020,6,Soft Broadcast News,-14854120.133358957
2016,11,2020,6,FOX,-3118514.566679571
2016,11,2020,6,CNN,-5225818.399979338
2016,11,2020,6,MSNBC,1063426.033361975
2016,11,2020,6,Newsmax,4379.9
2016,11,2020,6,Spanish News,-3199964.1666433755
2016,11,2020,6,Other Cable,-643090.8333486468
2016,11,2020,7,No or Minimal News,56079777.16993977
2016,11,2020,7,Hard Broadcast News,-21227061.790295295
2016,11,2020,7,Soft Broadcast News,-15146782.54303632
2016,11,2020,7,FOX,-4434352.0322710425
2016,11,2020,7,CNN,-8138778.56342019
2016,11,2020,7,MSNBC,1309840.0075554755
2016,11,2020,7,Newsmax,129516.70967741932
2016,11,2020,7,Spanish News,-3352404.878471343
2016,11,2020,7,Other Cable,125132.0333180502
2016,11,2020,8,No or Minimal News,53508950.81510067
2016,11,2020,8,Hard Broadcast News,-21405858.33868195
2016,11,2020,8,Soft Broadcast News,-16465716.639810532
2016,11,2020,8,FOX,-2615356.8709805086
2016,11,2020,8,CNN,-6767341.369871879
2016,11,2020,8,MSNBC,2055210.9752974585
2016,11,2020,8,Newsmax,180416.41935483867
2016,11,2020,8,Spanish News,-3333730.7171809617
2016,11,2020,8,Other Cable,166937.3236406073
2016,11,2020,9,No or Minimal News,48717583.33338104
2016,11,2020,9,Hard Broadcast News,-14357541.499972507
2016,11,2020,9,Soft Broadcast News,-16223158.066692272
2016,11,2020,9,FOX,-1803407.6666795015
2016,11,2020,9,CNN,-7460746.966646075
2016,11,2020,9,MSNBC,1521559.3666953035
2016,11,2020,9,Newsmax,248853.60000000003
2016,11,2020,9,Spanish News,-3566156.133310007
2016,11,2020,9,Other Cable,-828599.7000152804
2016,11,2020,10,No or Minimal News,44068535.815101236
2016,11,2020,10,Hard Broadcast News,-11949391.951585725
2016,11,2020,10,Soft Broadcast News,-17874819.09142348
2016,11,2020,10,FOX,-298007.45162570104
2016,11,2020,10,CNN,-5259371.498904074
2016,11,2020,10,MSNBC,1981474.2978781182
2016,11,2020,10,Newsmax,382650.96774193534
2016,11,2020,10,Spanish News,-3817440.7171809673
2016,11,2020,10,Other Cable,-1027591.1924883686
2016,11,2020,11,No or Minimal News,34363518.50004721
2016,11,2020,11,Hard Broadcast News,-16813067.43330554
2016,11,2020,11,Soft Broadcast News,-17799337.100025598
2016,11,2020,11,FOX,2859078.833320286
2016,11,2020,11,CNN,4807317.266687319
2016,11,2020,11,MSNBC,4155572.933362011
2016,11,2020,11,Newsmax,1833926.5666666664
2016,11,2020,11,Spanish News,-2782053.9666433875
2016,11,2020,11,Other Cable,-4468794.700015252
2016,11,2020,12,No or Minimal News,55134152.7183273
2016,11,2020,12,Hard Broadcast News,-21406682.016101725
2016,11,2020,12,Soft Broadcast News,-12915303.54303633
2016,11,2020,12,FOX,-8336140.3225936
2016,11,2020,12,CNN,-5074993.692452438
2016,11,2020,12,MSNBC,1153308.652716823
2016,11,2020,12,Newsmax,2475557.161290321
2016,11,2020,12,Spanish News,-3329391.684922939
2016,11,2020,12,Other Cable,-1435201.257004546
2016,11,2021,1,No or Minimal News,44948367.97639072
2016,11,2021,1,Hard Broadcast News,-16601892.016101576
2016,11,2021,1,Soft Broadcast News,-19076594.1881976
2016,11,2021,1,FOX,-5916725.548399929
2016,11,2021,1,CNN,3101514.9527087808
2016,11,2021,1,MSNBC,3529511.8140071295
2016,11,2021,1,Newsmax,2976677.258064513
2016,11,2021,1,Spanish News,-3043140.168793887
2016,11,2021,1,Other Cable,-3716807.6118432693
2016,11,2021,2,No or Minimal News,62622484.58814262
2016,11,2021,2,Hard Broadcast News,-24706440.178544156
2016,11,2021,2,Soft Broadcast News,-17687928.97621604
2016,11,2021,2,FOX,-8625485.785727192
2016,11,2021,2,CNN,-5463646.930931771
2016,11,2021,2,MSNBC,1837672.6619333979
2016,11,2021,2,Newsmax,1935990.4642857134
2016,11,2021,2,Spanish News,-4616974.161881443
2016,11,2021,2,Other Cable,1011558.1761751529
2016,11,2021,3,No or Minimal News,61922963.36348823
2016,11,2021,3,Hard Broadcast News,-21566210.04835976
2016,11,2021,3,Soft Broadcast News,-15564948.865617009
2016,11,2021,3,FOX,-9325548.193561193
2016,11,2021,3,CNN,-9080532.563420204
2016,11,2021,3,MSNBC,-150695.63760576397
2016,11,2021,3,Newsmax,1681397.41935484
2016,11,2021,3,Spanish News,-3610459.8139551785
2016,11,2021,3,Other Cable,1982391.9688018728
2016,11,2021,4,No or Minimal News,60951284.73338011
2016,11,2021,4,Hard Broadcast News,-20636840.2666393
2016,11,2021,4,Soft Broadcast News,-16000369.466692267
2016,11,2021,4,FOX,-8948873.833346132
2016,11,2021,4,CNN,-8756150.999979332
2016,11,2021,4,MSNBC,-527164.7666380014
2016,11,2021,4,Newsmax,1488835.7666666666
2016,11,2021,4,Spanish News,-3252167.766643377
2016,11,2021,4,Other Cable,1914878.8666514251
2016,11,2021,5,No or Minimal News,65462272.008649975
2016,11,2021,5,Hard Broadcast News,-22058574.725779146
2016,11,2021,5,Soft Broadcast News,-14827325.801100872
2016,11,2021,5,FOX,-9509070.064529002
2016,11,2021,5,CNN,-11159903.660194425
2016,11,2021,5,MSNBC,-976188.1214767154
2016,11,2021,5,Newsmax,1514674.096774192
2016,11,2021,5,Spanish News,-3484002.9752455354
2016,11,2021,5,Other Cable,1311186.2268663961
2016,11,2021,6,No or Minimal News,68101347.63338076
2016,11,2021,6,Hard Broadcast News,-25092537.466639593
2016,11,2021,6,Soft Broadcast News,-14970326.933358913
2016,11,2021,6,FOX,-9844427.166679453
2016,11,2021,6,CNN,-11273835.566646028
2016,11,2021,6,MSNBC,-1696284.4666380417
2016,11,2021,6,Newsmax,1649534.2666666673
2016,11,2021,6,Spanish News,-3239183.599976681
2016,11,2021,6,Other Cable,2688836.0333181117
2016,11,2021,7,No or Minimal News,70395392.4280042
2016,11,2021,7,Hard Broadcast News,-23123097.435456224
2016,11,2021,7,Soft Broadcast News,-13670618.962391179
2016,11,2021,7,FOX,-10419216.70969028
2016,11,2021,7,CNN,-10829604.756968591
2016,11,2021,7,MSNBC,-1913204.0892186593
2016,11,2021,7,Newsmax,1578360.161290323
2016,11,2021,7,Spanish News,-3768820.072019683
2016,11,2021,7,Other Cable,-2011370.353778759
2016,11,2021,8,No or Minimal News,66016695.46026261
2016,11,2021,8,Hard Broadcast News,-23369357.661262892
2016,11,2021,8,Soft Broadcast News,-14161661.543036424
2016,11,2021,8,FOX,-7237976.258077376
2016,11,2021,8,CNN,-9836075.015033131
2016,11,2021,8,MSNBC,-2045465.895670291
2016,11,2021,8,Newsmax,1985139.7096774187
2016,11,2021,8,Spanish News,-3953183.523632612
2016,11,2021,8,Other Cable,-1005520.8376497515
2016,11,2021,9,No or Minimal News,68048735.46671519
2016,11,2021,9,Hard Broadcast News,-21513034.533306293
2016,11,2021,9,Soft Broadcast News,-14114217.233358905
2016,11,2021,9,FOX,-7737420.300012901
2016,11,2021,9,CNN,-11224856.733312704
2016,11,2021,9,MSNBC,-2279034.0333046876
2016,11,2021,9,Newsmax,1765979.9666666675
2016,11,2021,9,Spanish News,-3677652.3666433617
2016,11,2021,9,Other Cable,336300.19998470135
2016,11,2021,10,No or Minimal News,66712295.5247781
2016,11,2021,10,Hard Broadcast News,-18830996.854811266
2016,11,2021,10,Soft Broadcast News,-13699672.026907291
2016,11,2021,10,FOX,-8094691.806464579
2016,11,2021,10,CNN,-13160268.49890408
2016,11,2021,10,MSNBC,-2663308.5408315733
2016,11,2021,10,Newsmax,1525194.5161290325
2016,11,2021,10,Spanish News,-3660199.265568085
2016,11,2021,10,Other Cable,1349859.7107374016
2016,11,2021,11,No or Minimal News,66636528.00004621
2016,11,2021,11,Hard Broadcast News,-20684160.466639303
2016,11,2021,11,Soft Broadcast News,-12913861.833358932
2016,11,2021,11,FOX,-6314947.433346141
2016,11,2021,11,CNN,-12970415.333312713
2016,11,2021,11,MSNBC,-2958335.2333047083
2016,11,2021,11,Newsmax,1532605.7999999984
2016,11,2021,11,Spanish News,-3892821.1333100516
2016,11,2021,11,Other Cable,1114752.8333180752
2016,11,2021,12,No or Minimal News,66610642.07316637
2016,11,2021,12,Hard Broadcast News,-18626451.145134144
2016,11,2021,12,Soft Broadcast News,-12755076.833358914
2016,11,2021,12,FOX,-7760964.161303259
2016,11,2021,12,CNN,-11664355.886000881
2016,11,2021,12,MSNBC,-3049639.4440573724
2016,11,2021,12,Newsmax,1235617.967741935
2016,11,2021,12,Spanish News,-3480940.4268584084
2016,11,2021,12,Other Cable,-950633.4505529646
2016,11,2022,1,No or Minimal News,64949879.71832566
2016,11,2022,1,Hard Broadcast News,-16224697.951585405
2016,11,2022,1,Soft Broadcast News,-13317623.317229956
2016,11,2022,1,FOX,-8097942.35485157
2016,11,2022,1,CNN,-13328795.111807326
2016,11,2022,1,MSNBC,-3222349.1859928546
2016,11,2022,1,Newsmax,1655027.677419353
2016,11,2022,1,Spanish News,-3502253.0720197223
2016,11,2022,1,Other Cable,654068.1300922465
2016,11,2022,2,No or Minimal News,68374194.4095713
2016,11,2022,2,Hard Broadcast News,-24889788.46425844
2016,11,2022,2,Soft Broadcast News,-14398949.79764466
2016,11,2022,2,FOX,-4864457.142870087
2016,11,2022,2,CNN,-9085430.716646012
2016,11,2022,2,MSNBC,-2552907.5523522925
2016,11,2022,2,Newsmax,1587855.892857143
2016,11,2022,2,Spanish News,-3978968.6618814506
2016,11,2022,2,Other Cable,-543584.5738247856
2016,11,2022,3,No or Minimal News,64867585.58929478
2016,11,2022,3,Hard Broadcast News,-21893934.66126299
2016,11,2022,3,Soft Broadcast News,-15905542.220455676
2016,11,2022,3,FOX,-3548883.0322709717
2016,11,2022,3,CNN,-8108274.015033107
2016,11,2022,3,MSNBC,-2600391.6053477097
2016,11,2022,3,Newsmax,1557352.9354838722
2016,11,2022,3,Spanish News,-3765690.0075036343
2016,11,2022,3,Other Cable,-1048106.773133574
2016,11,2022,4,No or Minimal News,72724843.10004774
2016,11,2022,4,Hard Broadcast News,-22598920.599972896
2016,11,2022,4,Soft Broadcast News,-15725739.466692273
2016,11,2022,4,FOX,-6057202.133346211
2016,11,2022,4,CNN,-11823618.99997935
2016,11,2022,4,MSNBC,-3325439.966638034
2016,11,2022,4,Newsmax,1371242.6333333338
2016,11,2022,4,Spanish News,-4773836.833310047
2016,11,2022,4,Other Cable,-278694.9666819759
2016,11,2022,5,No or Minimal News,72492020.78284328
2016,11,2022,5,Hard Broadcast News,-22555916.306424156
2016,11,2022,5,Soft Broadcast News,-15284624.091423504
2016,11,2022,5,FOX,-6862925.032270886
2016,11,2022,5,CNN,-12063058.402129885
2016,11,2022,5,MSNBC,-3470579.347283179
2016,11,2022,5,Newsmax,1350369.2580645161
2016,11,2022,5,Spanish News,-4426402.49137455
2016,11,2022,5,Other Cable,331234.13009219244
2016,11,2022,6,No or Minimal News,73352961.43337974
2016,11,2022,6,Hard Broadcast News,-22257272.566639148
2016,11,2022,6,Soft Broadcast News,-17615581.533358928
2016,11,2022,6,FOX,-7041848.066679414
2016,11,2022,6,CNN,-11832773.233312694
2016,11,2022,6,MSNBC,-1784470.7666380163
2016,11,2022,6,Newsmax,1370964.1999999993
2016,11,2022,6,Spanish News,-4902210.333310017
2016,11,2022,6,Other Cable,244236.1999846846
2016,11,2022,7,No or Minimal News,79881047.49252006
2016,11,2022,7,Hard Broadcast News,-25847522.14513398
2016,11,2022,7,Soft Broadcast News,-17270122.962391183
2016,11,2022,7,FOX,-7621883.064528979
2016,11,2022,7,CNN,-11857368.75696861
2016,11,2022,7,MSNBC,-2294402.8634122256
2016,11,2022,7,Newsmax,1426089.838709678
2016,11,2022,7,Spanish News,-5138503.975245509
2016,11,2022,7,Other Cable,-1708933.6118432414
2016,11,2022,8,No or Minimal News,79679194.26671389
2016,11,2022,8,Hard Broadcast News,-27627033.27416624
2016,11,2022,8,Soft Broadcast News,-16205372.091423515
2016,11,2022,8,FOX,-7530702.129045229
2016,11,2022,8,CNN,-12170828.015033115
2016,11,2022,8,MSNBC,-2306971.7988960817
2016,11,2022,8,Newsmax,1632384.9354838724
2016,11,2022,8,Spanish News,-5390721.84621327
2016,11,2022,8,Other Cable,-463984.09571425617
2016,11,2022,9,No or Minimal News,73290649.600047
2016,11,2022,9,Hard Broadcast News,-19073130.266639255
2016,11,2022,9,Soft Broadcast News,-17797913.366692297
2016,11,2022,9,FOX,-7789051.3000128865
2016,11,2022,9,CNN,-10244534.566646036
2016,11,2022,9,MSNBC,-2541445.79997134
2016,11,2022,9,Newsmax,1383947.4000000004
2016,11,2022,9,Spanish News,-4604589.833310008
2016,11,2022,9,Other Cable,-2840306.6333486717
2016,11,2022,10,No or Minimal News,77406403.04090632
2016,11,2022,10,Hard Broadcast News,-21979088.37094021
2016,11,2022,10,Soft Broadcast News,-15654011.123681506
2016,11,2022,10,FOX,-7910640.8064643815
2016,11,2022,10,CNN,-12846739.756968588
2016,11,2022,10,MSNBC,-2438217.734379936
2016,11,2022,10,Newsmax,1378853.1290322577
2016,11,2022,10,Spanish News,-5142908.6849229615
2016,11,2022,10,Other Cable,-2250894.773133563
2016,12,2017,1,No or Minimal News,-5930204.709704168
2016,12,2017,1,Hard Broadcast News,2950336.5484042168
2016,12,2017,1,Soft Broadcast News,-7368176.483860873
2016,12,2017,1,FOX,3283233.064459145
2016,12,2017,1,CNN,4595391.903225988
2016,12,2017,1,MSNBC,1144296.0967659857
2016,12,2017,1,Newsmax,0.0
2016,12,2017,1,Spanish News,790382.4516019505
2016,12,2017,1,Other Cable,570909.612874072
2016,12,2017,2,No or Minimal News,2497544.368694663
2016,12,2017,2,Hard Broadcast News,-3647224.7614969537
2016,12,2017,2,Soft Broadcast News,-6413410.257988863
2016,12,2017,2,FOX,1961680.825986039
2016,12,2017,2,CNN,3085887.1036420017
2016,12,2017,2,MSNBC,1581380.8640570287
2016,12,2017,2,Newsmax,0.0
2016,12,2017,2,Spanish News,284056.04606491886
2016,12,2017,2,Other Cable,718108.9170290604
