start year,start month,end year,end month,from,CNN,FOX,Hard Broadcast News,MSNBC,Newsmax,No or Minimal News,Other Cable,Soft Broadcast News,Spanish News
2016,1,2018,9,Hard Broadcast News,3957052.519,1347010.063,,2204636.103,-0.000,11959955.032,913087.385,,
2016,1,2018,9,MSNBC,,41542.125,,,-0.000,1349594.063,135274.162,,
2016,1,2018,9,Newsmax,,,,,,,-0.000,,-0.000
2016,1,2018,9,No or Minimal News,,,,,-0.000,,,,
2016,1,2018,9,Other Cable,803295.645,,,,,5845041.839,,,
2016,1,2018,9,Soft Broadcast News,,599242.470,1919280.230,199541.086,-0.000,8900144.868,829885.750,,
2016,1,2018,9,Spanish News,200936.229,,275840.864,130459.437,,4713993.112,36055.757,367046.956,
2016,1,2018,10,CNN,,1357189.967,,1637081.896,-0.000,3352607.513,,290211.420,
2016,1,2018,10,FOX,,,,,-0.000,4199480.687,,,45262.470
2016,1,2018,10,Hard Broadcast News,3662833.423,1729743.282,,1963667.633,-0.000,12294274.785,632967.573,1082383.623,
2016,1,2018,10,MSNBC,,88562.656,,,-0.000,1582960.040,333522.281,13339.823,
2016,1,2018,10,Newsmax,,,,,,,-0.000,,-0.000
2016,1,2018,10,No or Minimal News,,,,,-0.000,,,,
2016,1,2018,10,Other Cable,716804.028,33934.432,,,,7042592.086,,185616.670,
2016,1,2018,10,Soft Broadcast News,,607439.684,,,-0.000,8355605.464,,,
2016,1,2018,10,Spanish News,183611.895,,319733.623,132193.923,,4986607.215,120995.049,360138.515,
2016,1,2018,11,CNN,,1392378.310,,1626018.196,-0.000,2246464.408,,213743.075,
2016,1,2018,11,FOX,,,,,-0.000,4022150.836,2489.612,,33704.735
2016,1,2018,11,Hard Broadcast News,3775759.298,1385800.639,,2149292.917,-0.000,9802754.964,,,
2016,1,2018,11,MSNBC,,72773.171,,,-0.000,1295204.018,,,
2016,1,2018,11,Newsmax,,,,,,,-0.000,,-0.000
2016,1,2018,11,No or Minimal News,,,,,-0.000,,,,
2016,1,2018,11,Other Cable,1086098.054,,307708.608,3350.362,,6958090.797,,478901.598,
2016,1,2018,11,Soft Broadcast News,,419399.403,214910.327,134179.960,-0.000,8047462.899,,,
2016,1,2018,11,Spanish News,212323.797,,301455.575,136503.946,,4598192.204,25186.049,367038.646,
2016,1,2018,12,CNN,,1379686.266,,1607440.881,-0.000,3121948.242,,311107.895,
2016,1,2018,12,FOX,,,,,-0.000,5100531.841,241789.579,,67564.525
2016,1,2018,12,Hard Broadcast News,3755330.510,608556.013,,2099284.758,-0.000,11249896.270,,,
2016,1,2018,12,MSNBC,,30391.119,,,-0.000,1596330.195,38332.784,,
2016,1,2018,12,Newsmax,,,,,,,-0.000,,-0.000
2016,1,2018,12,No or Minimal News,,,,,-0.000,,,,
2016,1,2018,12,Other Cable,1125242.279,,356611.768,,,7814043.728,,507717.104,
2016,1,2018,12,Soft Broadcast News,,119163.230,1123074.764,170247.188,-0.000,8489934.095,,,
2016,1,2018,12,Spanish News,194643.288,,356672.454,127060.709,,5070555.769,107505.309,403742.449,
2016,1,2019,1,CNN,,1405820.008,,1641348.558,-0.000,3153687.662,,,
2016,1,2019,1,FOX,,,,,-0.000,4910848.808,170508.612,,45016.622
2016,1,2019,1,Hard Broadcast News,3758383.640,845473.046,,2088843.596,-0.000,12399072.302,,,
2016,1,2019,1,MSNBC,,81391.764,,,-0.000,1688054.518,81333.332,,
2016,1,2019,1,Newsmax,,,,,,,-0.000,,-0.000
