state,program,network,period,value,medium,domain
WV,,,Last 6 months,0,web,occupydemocrats.com
WV,,,Last 6 months,0,web,wpr.org
WV,,,Last 6 months,0,web,rawstory.com
WV,,,Last 6 months,0,web,straight.com
WY,,,Last 6 months,0,web,phoenixnewtimes.com
UT,,,Last 6 months,0,web,foxnews.com
UT,,,Last 6 months,0,web,nationalreview.com
UT,,,Last 6 months,0,web,theblaze.com
UT,,,Last 6 months,0,web,theguardian.com
VT,,,Last 6 months,0,web,ijr.com
VT,,,Last 6 months,0,web,nationalmemo.com
VT,,,Last 6 months,0,web,motherjones.com
VT,,,Last 6 months,0,web,aljazeera.com
VT,,,Last 6 months,0,web,senate.gov
VT,,,Last 6 months,0,web,theatlantic.com
VT,,,Last 6 months,0,web,bustle.com
VT,,,Last 6 months,0,web,newyorker.com
VT,,,Last 6 months,0,web,nraila.org
OR,,,Last 6 months,0,web,theatlantic.com
OR,,,Last 6 months,0,web,vox.com
OR,,,Last 6 months,0,web,atlasobscura.com
SC,,,Last 6 months,0,web,christianpost.com
SC,,,Last 6 months,0,web,bizpacreview.com
SC,,,Last 6 months,0,web,dailykos.com
SC,,,Last 6 months,0,web,redstate.com
SC,,,Last 6 months,0,web,hannity.com
RI,,,Last 6 months,0,web,pbs.org
RI,,,Last 6 months,0,web,pressherald.com
RI,,,Last 6 months,0,web,politifact.com
RI,,,Last 6 months,0,web,fivethirtyeight.com
RI,,,Last 6 months,0,web,pbn.com
RI,,,Last 6 months,0,web,msnbc.com
RI,,,Last 6 months,0,web,senate.gov
RI,,,Last 6 months,0,web,sfchronicle.com
RI,,,Last 6 months,0,web,slate.com
OK,,,Last 6 months,0,web,alternet.org
OK,,,Last 6 months,0,web,christianpost.com
OK,,,Last 6 months,0,web,dailykos.com
OK,,,Last 6 months,0,web,vogue.com
OK,,,Last 6 months,0,web,lifesitenews.com
OK,,,Last 6 months,0,web,vice.com
OK,,,Last 6 months,0,web,slate.com
NH,,,Last 6 months,0,web,slate.com
NV,,,Last 6 months,0,web,rawstory.com
NV,,,Last 6 months,0,web,salon.com
NV,,,Last 6 months,0,web,bustle.com
NV,,,Last 6 months,0,web,dailydot.com
NM,,,Last 6 months,0,web,theblaze.com
NM,,,Last 6 months,0,web,propublica.org
NM,,,Last 6 months,0,web,dailydot.com
NM,,,Last 6 months,0,web,theatlantic.com
NM,,,Last 6 months,0,web,theguardian.com
NM,,,Last 6 months,0,web,drudgereport.com
NH,,,Last 6 months,0,web,foxnews.com
NH,,,Last 6 months,0,web,nationalreview.com
NE,,,Last 6 months,0,web,twitchy.com
NE,,,Last 6 months,0,web,dennismichaellynch.com
NE,,,Last 6 months,0,web,talkingpointsmemo.com
NE,,,Last 6 months,0,web,aclu.org
NE,,,Last 6 months,0,web,advocate.com
ND,,,Last 6 months,0,web,theatlantic.com
ND,,,Last 6 months,0,web,afa.net
ND,,,Last 6 months,0,web,thedailybeast.com
ND,,,Last 6 months,0,web,dailywire.com
ND,,,Last 6 months,0,web,gop.com
ND,,,Last 6 months,0,web,pbs.org
ND,,,Last 6 months,0,web,pressherald.com
ND,,,Last 6 months,0,web,newyorker.com
ND,,,Last 6 months,0,web,aclu.org
MT,,,Last 6 months,0,web,theintercept.com
MT,,,Last 6 months,0,web,bizpacreview.com
MT,,,Last 6 months,0,web,secondnexus.com
MT,,,Last 6 months,0,web,newsweek.com
MT,,,Last 6 months,0,web,vox.com
MT,,,Last 6 months,0,web,pbs.org
MN,,,Last 6 months,0,web,thepoliticalinsider.com
MN,,,Last 6 months,0,web,vice.com
MN,,,Last 6 months,0,web,dailydot.com
MN,,,Last 6 months,0,web,salon.com
MN,,,Last 6 months,0,web,atlasobscura.com
MN,,,Last 6 months,0,web,wpr.org
CT,,,Last 6 months,0,web,ap.org
KY,,,Last 6 months,0,web,theblaze.com
KY,,,Last 6 months,0,web,vice.com
LA,,,Last 6 months,0,web,humanevents.com
LA,,,Last 6 months,0,web,judicialwatch.org
ME,,,Last 6 months,0,web,propublica.org
ME,,,Last 6 months,0,web,theatlantic.com
ME,,,Last 6 months,0,web,newyorker.com
ME,,,Last 6 months,0,web,dailykos.com
ME,,,Last 6 months,0,web,theguardian.com
MD,,,Last 6 months,0,web,lgbtqnation.com
MD,,,Last 6 months,0,web,marketplace.org
MD,,,Last 6 months,0,web,thegrio.com
KS,,,Last 6 months,0,web,americanmilitarynews.com
KS,,,Last 6 months,0,web,breitbart.com
IN,,,Last 6 months,0,web,townhall.com
IN,,,Last 6 months,0,web,vox.com
IN,,,Last 6 months,0,web,thedailybeast.com
DC,,,Last 6 months,0,web,pjmedia.com
DC,,,Last 6 months,0,web,townhall.com
DC,,,Last 6 months,0,web,foxnews.com
DC,,,Last 6 months,0,web,bizpacreview.com
DC,,,Last 6 months,0,web,senate.gov
DC,,,Last 6 months,0,web,newyorker.com
DC,,,Last 6 months,0,web,vice.com
IA,,,Last 6 months,0,web,teenvogue.com
IA,,,Last 6 months,0,web,propublica.org
IA,,,Last 6 months,0,web,politicalwire.com
IA,,,Last 6 months,0,web,townhall.com
ID,,,Last 6 months,0,web,newswithviews.com
DE,,,Last 6 months,0,web,newrepublic.com
CT,,,Last 6 months,0,web,mediamatters.org
CT,,,Last 6 months,0,web,christianpost.com
CT,,,Last 6 months,0,web,ny1.com
CT,,,Last 6 months,0,web,upworthy.com
DE,,,Last 6 months,0,web,marketplace.org
DE,,,Last 6 months,0,web,wbur.org
DE,,,Last 6 months,0,web,heritage.org
DE,,,Last 6 months,0,web,aljazeera.com
ID,,,Last 6 months,0,web,senate.gov
ID,,,Last 6 months,0,web,nymag.com
ID,,,Last 6 months,0,web,newyorker.com
ID,,,Last 6 months,0,web,thefederalist.com
ID,,,Last 6 months,0,web,pjmedia.com
SD,,,Last 6 months,0,web,vox.com
SD,,,Last 6 months,0,web,dailysignal.com
SD,,,Last 6 months,0,web,cdapress.com
SD,,,Last 6 months,0,web,pbs.org
SD,,,Last 6 months,0,web,npr.org
SD,,,Last 6 months,0,web,newyorker.com
SD,,,Last 6 months,0,web,vice.com
AR,,,Last 6 months,0,web,vanguardngr.com
AL,,,Last 6 months,0,web,waff.com
AL,,,Last 6 months,0,web,redstate.com
AL,,,Last 6 months,0,web,pastemagazine.com
AK,,,Last 6 months,0,web,theguardian.com
AK,,,Last 6 months,0,web,dailywire.com
AK,,,Last 6 months,0,web,aclu.org
AK,,,Last 6 months,0,web,cdapress.com
AK,,,Last 6 months,0,web,vox.com
AK,,,Last 6 months,0,web,foxnews.com
AK,,,Last 6 months,0,web,npr.org
AK,,,Last 6 months,0,web,ksl.com
HI,,,Last 6 months,0,web,americanprogress.org
HI,,,Last 6 months,0,web,thedailybeast.com
HI,,,Last 6 months,0,web,cbn.com
HI,,,Last 6 months,0,web,aclu.org
HI,,,Last 6 months,0,web,sfchronicle.com
HI,,,Last 6 months,0,web,alternet.org
HI,,,Last 6 months,0,web,pbs.org
HI,,,Last 6 months,0,web,theconversation.com
HI,,,Last 6 months,0,web,theguardian.com
HI,,,Last 6 months,0,web,npr.org
TX,,,Last 12 months,17023,web,foxnews.com
FL,,,Last 12 months,15201,web,foxnews.com
CA,,,Last 12 months,14818,web,foxnews.com
UT,,,Last 12 months,11732,web,ksl.com
TN,,,Last 12 months,11461,web,foxnews.com
PA,,,Last 12 months,8594,web,foxnews.com
TN,,,Last 12 months,6311,web,beforeitsnews.com
CA,,,Last 12 months,6104,web,townhall.com
MO,,,Last 12 months,6004,web,foxnews.com
NY,,,Last 12 months,5952,web,thegatewaypundit.com
TX,,,Last 12 months,5927,web,thegatewaypundit.com
CO,,,Last 12 months,5871,web,foxnews.com
GA,,,Last 12 months,5300,web,foxnews.com
WA,,,Last 12 months,5280,web,foxnews.com
MO,,,Last 12 months,5157,web,thegatewaypundit.com
IL,,,Last 12 months,4842,web,foxnews.com
CA,,,Last 12 months,4813,web,pbs.org
AR,,,Last 12 months,4774,web,foxnews.com
OK,,,Last 12 months,4616,web,foxnews.com
MO,,,Last 12 months,4596,web,dailycaller.com
CA,,,Last 12 months,4584,web,kqed.org
FL,,,Last 12 months,4577,web,lemonde.fr
MT,,,Last 12 months,4559,web,foxnews.com
WV,,,Last 12 months,4525,web,foxnews.com
MO,,,Last 12 months,4497,web,hotair.com
IL,,,Last 12 months,4346,web,breitbart.com
WA,,,Last 12 months,4052,web,ricochet.com
FL,,,Last 12 months,3967,web,drudgereport.com
IA,,,Last 12 months,3845,web,foxnews.com
MT,,,Last 12 months,3393,web,dailykos.com
TN,,,Last 12 months,3358,web,vice.com
NY,,,Last 12 months,3287,web,theguardian.com
CA,,,Last 12 months,3266,web,thegatewaypundit.com
CA,,,Last 12 months,3262,web,slate.com
IL,,,Last 12 months,3239,web,dailykos.com
NC,,,Last 12 months,3218,web,foxnews.com
TX,,,Last 12 months,3139,web,theconservativetreehouse.com
OK,,,Last 12 months,3087,web,thegatewaypundit.com
NY,,,Last 12 months,3080,web,democraticunderground.com
FL,,,Last 12 months,3077,web,theguardian.com
MA,,,Last 12 months,3021,web,dailykos.com
CA,,,Last 12 months,3016,web,sfchronicle.com
WI,,,Last 12 months,3011,web,thegatewaypundit.com
KY,,,Last 12 months,3000,web,theintercept.com
AL,,,Last 12 months,2974,web,townhall.com
CA,,,Last 12 months,2964,web,nationalreview.com
ME,,,Last 12 months,2962,web,vox.com
TN,,,Last 12 months,2938,web,theroot.com
CA,,,Last 12 months,2892,web,theblaze.com
CA,,,Last 12 months,2876,web,thedailybeast.com
WI,,,Last 12 months,2869,web,nationalreview.com
KS,,,Last 12 months,2779,web,foxnews.com
NE,,,Last 12 months,2728,web,drudgereport.com
AZ,,,Last 12 months,2569,web,foxnews.com
IN,,,Last 12 months,2424,web,freerepublic.com
MA,,,Last 12 months,2369,web,foxnews.com
OR,,,Last 12 months,2262,web,foxnews.com
ME,,,Last 12 months,2244,web,pressherald.com
LA,,,Last 12 months,2222,web,foxnews.com
MT,,,Last 12 months,2181,web,msnbc.com
AL,,,Last 12 months,2174,web,foxnews.com
MS,,,Last 12 months,2107,web,foxnews.com
FL,,,Last 12 months,2097,web,newsmax.com
AZ,,,Last 12 months,2060,web,drudgereport.com
PA,,,Last 12 months,2055,web,dailykos.com
WA,,,Last 12 months,2019,web,npr.org
NV,,,Last 12 months,1991,web,foxnews.com
FL,,,Last 12 months,1928,web,breitbart.com
FL,,,Last 12 months,1928,web,dailycaller.com
OH,,,Last 12 months,1912,web,newsmax.com
VA,,,Last 12 months,1875,web,foxnews.com
OH,,,Last 12 months,1842,web,foxnews.com
UT,,,Last 12 months,1820,web,dailykos.com
NY,,,Last 12 months,1797,web,foxnews.com
AZ,,,Last 12 months,1765,web,beforeitsnews.com
WI,,,Last 12 months,1739,web,foxnews.com
CT,,,Last 12 months,1736,web,pressherald.com
NJ,,,Last 12 months,1725,web,foxnews.com
MN,,,Last 12 months,1709,web,drudgereport.com
WA,,,Last 12 months,1709,web,newyorker.com
TN,,,Last 12 months,1692,web,washingtontimes.com
AZ,,,Last 12 months,1689,web,dailywire.com
OH,,,Last 12 months,1687,web,twitchy.com
PA,,,Last 12 months,1676,web,thegatewaypundit.com
IA,,,Last 12 months,1649,web,vox.com
NJ,,,Last 12 months,1636,web,fivethirtyeight.com
PA,,,Last 12 months,1620,web,rawstory.com
MI,,,Last 12 months,1617,web,dailykos.com
TX,,,Last 12 months,1614,web,thefederalistpapers.org
WA,,,Last 12 months,1612,web,rawstory.com
WA,,,Last 12 months,1609,web,theatlantic.com
SC,,,Last 12 months,1606,web,foxnews.com
NE,,,Last 12 months,1589,web,foxnews.com
WA,,,Last 12 months,1584,web,dailycaller.com
MA,,,Last 12 months,1572,web,thedailybeast.com
MI,,,Last 12 months,1571,web,americanthinker.com
CO,,,Last 12 months,1562,web,drudgereport.com
CO,,,Last 12 months,1562,web,wnd.com
ID,,,Last 12 months,1550,web,foxnews.com
MD,,,Last 12 months,1549,web,deadstate.org
AZ,,,Last 12 months,1548,web,mediamatters.org
MA,,,Last 12 months,1540,web,msnbc.com
NJ,,,Last 12 months,1528,web,newsweek.com
WA,,,Last 12 months,1525,web,dailywire.com
AZ,,,Last 12 months,1514,web,theatlantic.com
TX,,,Last 12 months,1507,web,theguardian.com
MA,,,Last 12 months,1502,web,propublica.org
MO,,,Last 12 months,1502,web,vox.com
IN,,,Last 12 months,1502,web,newsweek.com
OR,,,Last 12 months,1502,web,msnbc.com
MA,,,Last 12 months,1497,web,alternet.org
MA,,,Last 12 months,1494,web,breitbart.com
PA,,,Last 12 months,1494,web,newyorker.com
WA,,,Last 12 months,1490,web,washingtontimes.com
AZ,,,Last 12 months,1488,web,univision.com
IN,,,Last 12 months,1488,web,dailysignal.com
IN,,,Last 12 months,1488,web,dailycaller.com
ID,,,Last 12 months,1486,web,cdapress.com
MO,,,Last 12 months,1486,web,theconservativetreehouse.com
NC,,,Last 12 months,1473,web,dailywire.com
MI,,,Last 12 months,1472,web,npr.org
PA,,,Last 12 months,1472,web,thecut.com
NJ,,,Last 12 months,1468,web,slate.com
NY,,,Last 12 months,1468,web,beforeitsnews.com
WY,,,Last 12 months,1466,web,rawstory.com
TN,,,Last 12 months,1462,web,senate.gov
IA,,,Last 12 months,1462,web,alternet.org
CO,,,Last 12 months,1458,web,dickmorris.com
IL,,,Last 12 months,1449,web,democraticunderground.com
AZ,,,Last 12 months,1441,web,slate.com
AZ,,,Last 12 months,1441,web,talkingpointsmemo.com
IL,,,Last 12 months,1436,web,lgbtqnation.com
NY,,,Last 12 months,1426,web,lewrockwell.com
VA,,,Last 12 months,1421,web,boingboing.net
CT,,,Last 12 months,1411,web,newsmax.com
MD,,,Last 12 months,1397,web,newsweek.com
IL,,,Last 12 months,1357,web,rawstory.com
MN,,,Last 12 months,1323,web,foxnews.com
AZ,,,Last 12 months,1293,web,theblaze.com
FL,,,Last 12 months,1204,web,vox.com
NY,,,Last 12 months,1201,web,mediamatters.org
NY,,,Last 12 months,1201,web,theatlantic.com
NJ,,,Last 12 months,1079,web,theguardian.com
NJ,,,Last 12 months,1078,web,thedailybeast.com
NY,,,Last 12 months,1064,web,dailykos.com
TX,,,Last 12 months,1019,web,breitbart.com
MO,,,Last 12 months,1012,web,spiegel.de
WA,,,Last 12 months,988,web,twitchy.com
LA,,,Last 12 months,946,web,thegatewaypundit.com
NJ,,,Last 12 months,881,web,msnbc.com
NJ,,,Last 12 months,881,web,theatlantic.com
MI,,,Last 12 months,874,web,foxnews.com
VA,,,Last 12 months,867,web,drudgereport.com
CO,,,Last 12 months,866,web,newyorker.com
CO,,,Last 12 months,768,web,theguardian.com
NJ,,,Last 12 months,687,web,commondreams.org
NY,,,Last 12 months,663,web,lgbtqnation.com
OH,,,Last 12 months,614,web,thedailybeast.com
SD,,,Last 12 months,602,web,dailywire.com
SD,,,Last 12 months,600,web,foxnews.com
NJ,,,Last 12 months,582,web,rawstory.com
IL,,,Last 12 months,581,web,drudgereport.com
OH,,,Last 12 months,579,web,theblaze.com
OH,,,Last 12 months,574,web,npr.org
ME,,,Last 12 months,571,web,pbs.org
MO,,,Last 12 months,562,web,americanthinker.com
OH,,,Last 12 months,538,web,rawstory.com
VA,,,Last 12 months,532,web,npr.org
OR,,,Last 12 months,494,web,slate.com
PA,,,Last 12 months,490,web,msnbc.com
CO,,,Last 12 months,485,web,dailykos.com
LA,,,Last 12 months,479,web,msnbc.com
TX,,,Last 12 months,470,web,townhall.com
FL,,,Last 12 months,449,web,theblaze.com
FL,,,Last 12 months,399,web,newsweek.com
CO,,,Last 12 months,397,web,msnbc.com
MI,,,Last 12 months,392,web,breitbart.com
NC,,,Last 12 months,388,web,townhall.com
MO,,,Last 12 months,385,web,newsmax.com
OR,,,Last 12 months,383,web,dailykos.com
MO,,,Last 12 months,357,web,100percentfedup.com
UT,,,Last 12 months,338,web,fivethirtyeight.com
SD,,,Last 12 months,338,web,twitchy.com
TN,,,Last 12 months,330,web,motherjones.com
UT,,,Last 12 months,330,web,theatlantic.com
CO,,,Last 12 months,317,web,breitbart.com
NC,,,Last 12 months,313,web,rawstory.com
OH,,,Last 12 months,305,web,dailykos.com
MN,,,Last 12 months,303,web,msnbc.com
OH,,,Last 12 months,303,web,msnbc.com
KS,,,Last 12 months,299,web,drudgereport.com
PA,,,Last 12 months,298,web,theatlantic.com
OH,,,Last 12 months,298,web,theguardian.com
PA,,,Last 12 months,298,web,salon.com
PA,,,Last 12 months,298,web,slate.com
TX,,,Last 12 months,297,web,newyorker.com
ID,,,Last 12 months,296,web,ricochet.com
CO,,,Last 12 months,295,web,newsmax.com
VA,,,Last 12 months,294,web,dailykos.com
VA,,,Last 12 months,294,web,thedailybeast.com
WI,,,Last 12 months,294,web,pbs.org
VA,,,Last 12 months,294,web,pbs.org
AR,,,Last 12 months,294,web,drudgereport.com
IL,,,Last 12 months,294,web,pbs.org
WV,,,Last 12 months,293,web,politicalwire.com
KS,,,Last 12 months,293,web,townhall.com
NC,,,Last 12 months,292,web,breitbart.com
GA,,,Last 12 months,292,web,newsweek.com
GA,,,Last 12 months,292,web,rawstory.com
TX,,,Last 12 months,291,web,freerepublic.com
AR,,,Last 12 months,291,web,twitchy.com
AR,,,Last 12 months,291,web,townhall.com
MI,,,Last 12 months,291,web,dailywire.com
NC,,,Last 12 months,291,web,wnd.com
NC,,,Last 12 months,291,web,twitchy.com
AL,,,Last 12 months,290,web,breitbart.com
MI,,,Last 12 months,290,web,bizpacreview.com
MT,,,Last 12 months,290,web,slate.com
UT,,,Last 12 months,290,web,rawstory.com
AK,,,Last 12 months,290,web,pbs.org
VA,,,Last 12 months,290,web,breitbart.com
NE,,,Last 12 months,290,web,dailywire.com
VA,,,Last 12 months,290,web,bet.com
MI,,,Last 12 months,289,web,twitchy.com
DC,,,Last 12 months,289,web,drudgereport.com
WY,,,Last 12 months,289,web,dailykos.com
MS,,,Last 12 months,288,web,rawstory.com
MS,,,Last 12 months,288,web,palmerreport.com
TX,,,Last 12 months,288,web,dailykos.com
NC,,,Last 12 months,288,web,channel4.com
IA,,,Last 12 months,287,web,drudgereport.com
MA,,,Last 12 months,287,web,wnd.com
KS,,,Last 12 months,287,web,newsmax.com
WI,,,Last 12 months,286,web,breitbart.com
MD,,,Last 12 months,286,web,finalcall.com
LA,,,Last 12 months,261,web,dailykos.com
GA,,,Last 12 months,245,web,pbs.org
IN,,,Last 12 months,211,web,foxnews.com
IA,,,Last 12 months,207,web,theguardian.com
MA,,,Last 12 months,203,web,newyorker.com
VA,,,Last 12 months,203,web,newsmax.com
NH,,,Last 12 months,197,web,npr.org
AR,,,Last 12 months,197,web,thepoliticalinsider.com
MD,,,Last 12 months,196,web,foxnews.com
AR,,,Last 12 months,196,web,npr.org
DE,,,Last 12 months,194,web,pbs.org
LA,,,Last 12 months,194,web,newsmax.com
DE,,,Last 12 months,194,web,thedailybeast.com
LA,,,Last 12 months,194,web,townhall.com
ME,,,Last 12 months,194,web,channel4.com
AR,,,Last 12 months,193,web,louderwithcrowder.com
MD,,,Last 12 months,193,web,pbs.org
NM,,,Last 12 months,193,web,breitbart.com
KY,,,Last 12 months,193,web,beforeitsnews.com
OK,,,Last 12 months,193,web,newyorker.com
OR,,,Last 12 months,193,web,wweek.com
NM,,,Last 12 months,193,web,foxnews.com
KY,,,Last 12 months,192,web,hotair.com
KY,,,Last 12 months,192,web,townhall.com
MD,,,Last 12 months,192,web,rawstory.com
AL,,,Last 12 months,192,web,beforeitsnews.com
NM,,,Last 12 months,192,web,dailykos.com
DE,,,Last 12 months,191,web,rawstory.com
DE,,,Last 12 months,191,web,dailykos.com
MD,,,Last 12 months,191,web,dailykos.com
NH,,,Last 12 months,191,web,theblaze.com
DC,,,Last 12 months,191,web,breitbart.com
KY,,,Last 12 months,165,web,foxnews.com
KY,,,Last 12 months,148,web,npr.org
MA,,,Last 12 months,134,web,sfchronicle.com
SC,,,Last 12 months,129,web,theblaze.com
MS,,,Last 12 months,105,web,theconversation.com
ID,,,Last 12 months,104,web,pbs.org
IL,,,Last 12 months,103,web,nationalreview.com
IL,,,Last 12 months,103,web,npr.org
MS,,,Last 12 months,103,web,dailydot.com
AL,,,Last 12 months,102,web,bet.com
WI,,,Last 12 months,102,web,rawstory.com
AR,,,Last 12 months,102,web,pbs.org
MS,,,Last 12 months,101,web,pbs.org
GA,,,Last 12 months,101,web,aclu.org
AL,,,Last 12 months,100,web,vladtv.com
IN,,,Last 12 months,100,web,pitchfork.com
GA,,,Last 12 months,100,web,commonwealthfund.org
IN,,,Last 12 months,100,web,opensecrets.org
KS,,,Last 12 months,99,web,dailykos.com
MN,,,Last 12 months,99,web,pbs.org
GA,,,Last 12 months,99,web,vox.com
NV,,,Last 12 months,99,web,theatlantic.com
MI,,,Last 12 months,99,web,dailycaller.com
MI,,,Last 12 months,98,web,atlasobscura.com
GA,,,Last 12 months,98,web,npr.org
TN,,,Last 12 months,98,web,newsweek.com
WI,,,Last 12 months,98,web,vice.com
MS,,,Last 12 months,98,web,cbn.com
NH,,,Last 12 months,98,web,atlasobscura.com
TN,,,Last 12 months,98,web,wnd.com
MS,,,Last 12 months,98,web,dailykos.com
KS,,,Last 12 months,98,web,msnbc.com
OR,,,Last 12 months,98,web,upworthy.com
ME,,,Last 12 months,98,web,npr.org
VT,,,Last 12 months,97,web,vnews.com
TN,,,Last 12 months,97,web,drudgereport.com
SC,,,Last 12 months,97,web,thegatewaypundit.com
WI,,,Last 12 months,97,web,msnbc.com
NH,,,Last 12 months,97,web,theatlantic.com
WI,,,Last 12 months,97,web,theguardian.com
WI,,,Last 12 months,97,web,drudgereport.com
NC,,,Last 12 months,97,web,nationalmemo.com
NH,,,Last 12 months,97,web,dailysignal.com
NH,,,Last 12 months,97,web,townhall.com
SC,,,Last 12 months,97,web,americasfreedomfighters.com
LA,,,Last 12 months,97,web,newsweek.com
MS,,,Last 12 months,97,web,thedailybeast.com
DC,,,Last 12 months,97,web,americanthinker.com
GA,,,Last 12 months,96,web,salon.com
NV,,,Last 12 months,96,web,npr.org
NC,,,Last 12 months,96,web,pbs.org
WV,,,Last 12 months,96,web,dailykos.com
MS,,,Last 12 months,96,web,alternet.org
OR,,,Last 12 months,96,web,occupydemocrats.com
KS,,,Last 12 months,96,web,vice.com
CT,,,Last 12 months,96,web,theguardian.com
NM,,,Last 12 months,95,web,townhall.com
DE,,,Last 12 months,95,web,alternet.org
WY,,,Last 12 months,95,web,alternet.org
GA,,,Last 12 months,95,web,dailywire.com
CT,,,Last 12 months,95,web,vice.com
AK,,,Last 12 months,95,web,msnbc.com
SC,,,Last 12 months,94,web,breitbart.com
IA,,,Last 12 months,94,web,senate.gov
AR,,,Last 12 months,94,web,theblaze.com
RI,,,Last 12 months,94,web,politicalwire.com
NE,,,Last 12 months,94,web,nptelegraph.com
KS,,,Last 12 months,94,web,npr.org
UT,,,Last 12 months,94,web,dailywire.com
CT,,,Last 12 months,94,web,npr.org
KY,,,Last 12 months,94,web,newyorker.com
LA,,,Last 12 months,65,web,rawstory.com
NE,,,Last 12 months,64,web,thedailybeast.com
NV,,,Last 12 months,64,web,propublica.org
WY,,,Last 12 months,51,web,talkingpointsmemo.com
KY,,,Last 12 months,51,web,pbs.org
NV,,,Last 12 months,43,web,theroot.com
NV,,,Last 12 months,42,web,vladtv.com
AL,,,Last 12 months,42,web,thegatewaypundit.com
ND,,,Last 12 months,38,web,foxnews.com
NH,,,Last 12 months,21,web,wbur.org
WV,,,Last 12 months,0,web,wunc.org
WY,,,Last 12 months,0,web,salon.com
WY,,,Last 12 months,0,web,pbs.org
WY,,,Last 12 months,0,web,ksl.com
WY,,,Last 12 months,0,web,atlasobscura.com
WY,,,Last 12 months,0,web,thedailybeast.com
WV,,,Last 12 months,0,web,thefederalistpapers.org
WV,,,Last 12 months,0,web,pghcitypaper.com
WV,,,Last 12 months,0,web,occupydemocrats.com
WV,,,Last 12 months,0,web,wpr.org
WV,,,Last 12 months,0,web,rawstory.com
WV,,,Last 12 months,0,web,straight.com
WY,,,Last 12 months,0,web,phoenixnewtimes.com
UT,,,Last 12 months,0,web,foxnews.com
UT,,,Last 12 months,0,web,nationalreview.com
UT,,,Last 12 months,0,web,theblaze.com
UT,,,Last 12 months,0,web,theguardian.com
VT,,,Last 12 months,0,web,ijr.com
VT,,,Last 12 months,0,web,nationalmemo.com
VT,,,Last 12 months,0,web,motherjones.com
VT,,,Last 12 months,0,web,aljazeera.com
VT,,,Last 12 months,0,web,senate.gov
VT,,,Last 12 months,0,web,theatlantic.com
VT,,,Last 12 months,0,web,bustle.com
VT,,,Last 12 months,0,web,newyorker.com
VT,,,Last 12 months,0,web,nraila.org
OR,,,Last 12 months,0,web,theatlantic.com
OR,,,Last 12 months,0,web,vox.com
OR,,,Last 12 months,0,web,atlasobscura.com
SC,,,Last 12 months,0,web,christianpost.com
SC,,,Last 12 months,0,web,bizpacreview.com
SC,,,Last 12 months,0,web,dailykos.com
SC,,,Last 12 months,0,web,redstate.com
SC,,,Last 12 months,0,web,hannity.com
RI,,,Last 12 months,0,web,pbs.org
RI,,,Last 12 months,0,web,pressherald.com
RI,,,Last 12 months,0,web,politifact.com
RI,,,Last 12 months,0,web,fivethirtyeight.com
RI,,,Last 12 months,0,web,pbn.com
RI,,,Last 12 months,0,web,msnbc.com
RI,,,Last 12 months,0,web,senate.gov
RI,,,Last 12 months,0,web,sfchronicle.com
RI,,,Last 12 months,0,web,slate.com
OK,,,Last 12 months,0,web,alternet.org
OK,,,Last 12 months,0,web,christianpost.com
OK,,,Last 12 months,0,web,dailykos.com
OK,,,Last 12 months,0,web,vogue.com
OK,,,Last 12 months,0,web,lifesitenews.com
OK,,,Last 12 months,0,web,vice.com
OK,,,Last 12 months,0,web,slate.com
NH,,,Last 12 months,0,web,slate.com
NV,,,Last 12 months,0,web,rawstory.com
NV,,,Last 12 months,0,web,salon.com
NV,,,Last 12 months,0,web,bustle.com
NV,,,Last 12 months,0,web,dailydot.com
NM,,,Last 12 months,0,web,theblaze.com
NM,,,Last 12 months,0,web,propublica.org
NM,,,Last 12 months,0,web,dailydot.com
NM,,,Last 12 months,0,web,theatlantic.com
NM,,,Last 12 months,0,web,theguardian.com
NM,,,Last 12 months,0,web,drudgereport.com
NH,,,Last 12 months,0,web,foxnews.com
NH,,,Last 12 months,0,web,nationalreview.com
NE,,,Last 12 months,0,web,twitchy.com
NE,,,Last 12 months,0,web,dennismichaellynch.com
NE,,,Last 12 months,0,web,talkingpointsmemo.com
NE,,,Last 12 months,0,web,aclu.org
NE,,,Last 12 months,0,web,advocate.com
ND,,,Last 12 months,0,web,theatlantic.com
ND,,,Last 12 months,0,web,afa.net
ND,,,Last 12 months,0,web,thedailybeast.com
ND,,,Last 12 months,0,web,dailywire.com
ND,,,Last 12 months,0,web,gop.com
ND,,,Last 12 months,0,web,pbs.org
ND,,,Last 12 months,0,web,pressherald.com
ND,,,Last 12 months,0,web,newyorker.com
ND,,,Last 12 months,0,web,aclu.org
MT,,,Last 12 months,0,web,theintercept.com
MT,,,Last 12 months,0,web,bizpacreview.com
MT,,,Last 12 months,0,web,secondnexus.com
MT,,,Last 12 months,0,web,newsweek.com
MT,,,Last 12 months,0,web,vox.com
MT,,,Last 12 months,0,web,pbs.org
MN,,,Last 12 months,0,web,thepoliticalinsider.com
MN,,,Last 12 months,0,web,vice.com
MN,,,Last 12 months,0,web,dailydot.com
MN,,,Last 12 months,0,web,salon.com
MN,,,Last 12 months,0,web,atlasobscura.com
MN,,,Last 12 months,0,web,wpr.org
CT,,,Last 12 months,0,web,ap.org
KY,,,Last 12 months,0,web,theblaze.com
KY,,,Last 12 months,0,web,vice.com
LA,,,Last 12 months,0,web,humanevents.com
LA,,,Last 12 months,0,web,judicialwatch.org
